Label (Grouping),Unemployment Rate,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,"INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS) Less than $10,000",HEALTH INSURANCE COVERAGE With health insurance coverage,HEALTH INSURANCE COVERAGE With private health insurance,YEAR STRUCTURE BUILT Built 2014 or later,YEAR STRUCTURE BUILT Built 2010 to 2013,HOUSING TENURE Renter-occupied,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2015 or later,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2010 to 2014,VEHICLES AVAILABLE No vehicles available,VEHICLES AVAILABLE 2 vehicles available,VEHICLES AVAILABLE 3 or more vehicles available,OCCUPANTS PER ROOM 1.01 to 1.50,OCCUPANTS PER ROOM 1.51 or more,MORTGAGE STATUS Owner-occupied units Housing units with a mortgage,65 years and over,MARITAL STATUS Males 15 years and over Never married,MARITAL STATUS Females 15 years and over Never married,EDUCATIONAL ATTAINMENT Less than 9th grade,"EDUCATIONAL ATTAINMENT 9th to 12th grade, no diploma",Bachelor's degree or higher,PLACE OF BIRTH Native Different state,SEX AND AGE 62 years and over,White,Black or African American,American Indian and Alaska Native,Asian,Hispanic or Latino (of any race),Own children of the householder under 6 years,Own children of the householder 6 to 17 years,Mean travel time to work (minutes),Median household income (dollars),Mean household income (dollars),Total housing units,Homeowner vacancy rate,Rental vacancy rate,ROOM Median rooms,VALUE Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units with a mortgage Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units without a mortgage Median (dollars),GROSS RENT Occupied units paying rent Median (dollars),Population in households,YEAR OF ENTRY Population born outside the United States,YEAR OF ENTRY Foreign born,Total households,Total population,Sex ratio (males per 100 females),Median age (years),tract_x,geoid,label_bin,label_three,label_four,USPS,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG,relation_max_fee,relation_min_fee
5700.01,0.08,0,0.01,0.17,0.03,0.12,0.05,0.04,0.03,0.08,0.24,0.14,0.03,0.08,0.05,0.9,0.71,0,0,0.28,0.07,0.29,0.05,0.29,0.36,0.04,0.01,0.67,0.23,0.35,0.31,0.05,0.05,0.23,0.13,0.16,0.48,0.07,0,0.18,0.27,359,526,28.6,88917,101731,1518,2,0,5.7,558600,2428,458,1395,4946,1040,946,1496,4951,92.6,35.1,570001,6037570001,0,0,0,CA,1532426,0,0.592,0,33.863466,-118.117102,2330,1079
5552.12,0.05,0,0.09,0.15,0.03,0.11,0.07,0,0.04,0.05,0.2,0.13,0.12,0.02,0.04,0.89,0.44,0,0.01,0.46,0.1,0.34,0.01,0.38,0.27,0.13,0.07,0.62,0.14,0.53,0.4,0.2,0.17,0.1,0.07,0.11,0.27,0.04,0.01,0.07,0.75,412,933,25.5,50329,58969,1314,2.4,8.5,4.4,286700,1507,573,1501,4844,1651,1651,1211,4849,107.2,30.5,555212,6037555212,0,0,0,CA,680323,26509,0.263,0.01,33.8273348,-118.0662058,2425,1298
5552.11,0.06,0,0.1,0.15,0.03,0.1,0.06,0,0.04,0.1,0.15,0.17,0.09,0.01,0.03,0.89,0.5,0,0,0.56,0.09,0.24,0.11,0.39,0.23,0.13,0.1,0.68,0.3,0.45,0.4,0.29,0.16,0.06,0.03,0.14,0.21,0.02,0,0.07,0.9,499,1015,24.5,44521,55760,1447,0,1.3,4.5,382500,1955,341,1298,5787,2514,2507,1427,5796,103.1,31.5,555211,6037555211,0,0,0,CA,793308,0,0.306,0,33.827658,-118.0768645,2425,1328
5552.02,0.08,0,0.07,0.13,0.04,0.07,0.01,0.01,0.09,0.07,0.29,0.08,0.04,0.09,0.04,0.99,0.83,0,0,0.07,0.09,0.1,0,0.41,0.37,0.02,0,0.68,0.02,0.28,0.22,0.04,0.09,0.49,0.14,0.24,0.8,0.03,0,0.12,0.27,148,608,27,112127,145812,1121,0,0,6.6,691900,2617,495,2425,3521,511,482,1069,3537,84.7,44.8,555202,6037555202,0,0,3,CA,1065760,36623,0.411,0.014,33.8200771,-118.0728449,1642,1298
5551.04,0.12,0,0.06,0.1,0.03,0.1,0.1,0.01,0.03,0.1,0.23,0.15,0.08,0.02,0.01,0.84,0.64,0,0,0.47,0.14,0.24,0.09,0.45,0.22,0.09,0.07,0.8,0.08,0.36,0.33,0.08,0.09,0.23,0.07,0.13,0.34,0.09,0,0.25,0.5,347,506,27.2,70346,78285,1414,0,7.2,4.5,383200,1883,580,1356,4237,1571,1513,1357,4237,82.2,35.9,555104,6037555104,0,0,0,CA,847485,32598,0.327,0.013,33.8361953,-118.0655043,2750,1298
5551.03,0.05,0,0.02,0.11,0.09,0.17,0.05,0.03,0.07,0.07,0.19,0.13,0.06,0.02,0.05,0.9,0.67,0,0,0.43,0.13,0.36,0.02,0.34,0.37,0.07,0.08,0.76,0.08,0.35,0.33,0.08,0.08,0.35,0.09,0.15,0.32,0.1,0.01,0.37,0.34,258,788,31.9,84375,93122,1524,0,8.7,5,485500,2157,475,1671,4876,1875,1775,1434,4876,86.9,36.8,555103,6037555103,0,0,0,CA,957290,32077,0.37,0.012,33.8447165,-118.0648897,3071,1328
5551.02,0.04,0.02,0.04,0.07,0.01,0.13,0.07,0.01,0.05,0.11,0.2,0.2,0.08,0.02,0.08,0.83,0.55,0,0,0.58,0.11,0.32,0.1,0.37,0.27,0.07,0.03,0.66,0.24,0.38,0.45,0.13,0.09,0.24,0.07,0.17,0.2,0.1,0.01,0.28,0.48,442,634,26.7,44591,58700,2025,0,6.3,4.5,366700,1921,474,1328,5976,2769,2700,1905,6001,95.7,36.9,555102,6037555102,0,0,0,CA,1482384,0,0.572,0,33.8387305,-118.0769658,2427,1298
5550.02,0.03,0,0.05,0.11,0.04,0.12,0.08,0.04,0.06,0.03,0.2,0.21,0.04,0.03,0.03,0.9,0.69,0,0.01,0.47,0.18,0.35,0.01,0.43,0.29,0.04,0.03,0.87,0.16,0.46,0.35,0.05,0.1,0.27,0.13,0.11,0.46,0.05,0,0.17,0.41,303,475,31.3,81393,86586,1163,0,4,5,451400,2154,488,1642,3512,962,891,1097,3512,104.5,30.9,555002,6037555002,0,0,0,CA,885482,24722,0.342,0.01,33.8352186,-118.089263,2604,1298
5550.01,0.08,0,0.06,0.11,0.01,0.1,0.08,0.01,0.07,0.14,0.26,0.12,0.04,0.01,0.06,0.9,0.6,0.01,0.01,0.37,0.14,0.25,0.03,0.46,0.32,0.09,0.02,0.77,0.14,0.44,0.32,0.12,0.07,0.27,0.09,0.17,0.31,0.06,0.01,0.31,0.47,357,813,29.5,70787,93260,1573,0,12.7,5.1,495800,2388,504,1634,5430,2064,1985,1473,5454,87.4,36.9,555001,6037555001,0,0,0,CA,1262437,25934,0.487,0.01,33.8430305,-118.0882639,2604,1298
5548.02,0.08,0,0.03,0.12,0.05,0.1,0.07,0.01,0.05,0.12,0.28,0.08,0.07,0.01,0.06,0.89,0.61,0,0,0.52,0.15,0.22,0.09,0.37,0.31,0.11,0.03,0.56,0.2,0.41,0.3,0.08,0.08,0.32,0.05,0.21,0.31,0.03,0,0.45,0.27,341,678,28.1,73125,87551,1881,0.9,8.6,4.9,527300,2552,444,1645,6115,3369,3165,1731,6477,94.6,43.9,554802,6037554802,0,0,0,CA,1535369,0,0.593,0,33.8693945,-118.0806903,3071,1559
5548.01,0.04,0,0.11,0.17,0.02,0.11,0.07,0,0.04,0.09,0.22,0.13,0.02,0.03,0.04,0.85,0.49,0,0,0.43,0.05,0.14,0.03,0.37,0.4,0.16,0.03,0.68,0.12,0.5,0.33,0.23,0.14,0.13,0.02,0.14,0.41,0.01,0,0.12,0.77,233,444,27,57500,76291,800,0,14.4,5.1,374700,1796,488,1559,3044,1303,1273,746,3053,112.9,35.9,554801,6037554801,0,0,0,CA,904447,0,0.349,0,33.8768314,-118.0832637,2353,1592
5545.22,0.06,0,0.05,0.12,0.04,0.07,0.05,0.01,0.07,0.14,0.24,0.15,0.01,0.05,0.04,0.95,0.67,0,0,0.13,0.03,0.16,0.02,0.43,0.35,0.02,0.02,0.68,0.06,0.3,0.26,0.03,0.03,0.49,0.13,0.34,0.25,0.09,0.01,0.51,0.17,241,605,32.2,105917,124249,1557,2,12.8,6.1,646500,2559,451,2604,4821,1963,1945,1501,4868,91.9,47.4,554522,6037554522,0,0,3,CA,2153694,39478,0.832,0.015,33.8523009,-118.0931498,2427,1328
5545.21,0.07,0,0.04,0.09,0.03,0.09,0.09,0.01,0.05,0.15,0.26,0.08,0.03,0.09,0.05,0.97,0.77,0,0.01,0.33,0.11,0.22,0.07,0.4,0.35,0.07,0.05,0.7,0.05,0.35,0.27,0.06,0.04,0.44,0.12,0.27,0.29,0.09,0,0.44,0.22,308,737,32.6,78274,101998,2069,1.9,7.5,5.7,611500,2425,530,1838,6151,2492,2380,1966,6193,89,45,554521,6037554521,0,0,0,CA,4830490,114004,1.865,0.044,33.872133,-118.1001151,2604,1213
5545.19,0.06,0,0.01,0.21,0.03,0.08,0.03,0.01,0.05,0.15,0.29,0.04,0.02,0.07,0.01,0.97,0.77,0,0,0.13,0.07,0.13,0.06,0.4,0.31,0.03,0,0.62,0.06,0.29,0.25,0.04,0.03,0.56,0.12,0.33,0.17,0.04,0.03,0.64,0.11,90,580,34.2,132946,160460,1266,0,12.7,6.5,784400,2584,725,2750,3675,1712,1630,1192,3675,107.7,50.6,554519,6037554519,0,0,0,CA,1644431,90472,0.635,0.035,33.853417,-118.0578794,3071,1356
5545.18,0.06,0,0.02,0.08,0.02,0.11,0.04,0.04,0.07,0.1,0.33,0.08,0.04,0.06,0.02,0.97,0.77,0,0,0.13,0.09,0.2,0.01,0.41,0.38,0.02,0.01,0.68,0.03,0.33,0.21,0.03,0.05,0.48,0.1,0.26,0.2,0.07,0,0.63,0.14,247,798,38.4,97992,107586,1689,0,3.9,5.9,662500,2465,490,2521,5396,2606,2556,1670,5420,109.6,44.8,554518,6037554518,0,0,0,CA,1742297,58229,0.673,0.022,33.8682287,-118.0397288,3071,1991
5545.17,0.06,0,0.02,0.12,0.04,0.07,0.11,0.04,0.08,0.12,0.27,0.08,0.02,0.03,0.03,0.94,0.79,0,0,0.41,0.17,0.19,0.01,0.41,0.39,0.02,0.05,0.57,0.02,0.35,0.25,0.01,0.04,0.54,0.13,0.24,0.14,0.02,0,0.74,0.09,166,683,38.3,97750,106334,1590,3.1,15.2,5.5,655200,2241,473,1991,4374,2449,2299,1434,4389,102.4,43.5,554517,6037554517,0,0,0,CA,1321062,0,0.51,0,33.8623389,-118.0548954,3071,1671
5545.16,0.09,0.01,0.02,0.07,0.04,0.09,0.05,0.01,0.1,0.1,0.34,0.06,0.04,0.08,0.01,0.94,0.71,0,0,0.12,0.06,0.16,0.01,0.48,0.42,0,0,0.68,0.01,0.39,0.27,0.02,0.04,0.49,0.1,0.28,0.19,0.14,0.01,0.6,0.17,227,402,33.8,109792,127019,1228,0,4,6.6,713000,2720,572,3071,3955,1854,1713,1176,3955,92,47.2,554516,6037554516,0,0,3,CA,1453856,0,0.561,0,33.8553144,-118.0672796,2750,1356
5545.15,0.06,0,0.04,0.07,0.04,0.15,0.06,0.05,0.05,0.09,0.26,0.08,0.07,0.06,0.04,0.97,0.73,0,0,0.18,0.09,0.11,0.05,0.38,0.44,0.04,0,0.68,0.07,0.29,0.3,0.04,0.04,0.48,0.11,0.29,0.25,0.11,0,0.43,0.13,131,381,31.3,97647,129555,1181,0,4.3,6.2,643000,2209,397,2427,3732,1498,1479,1102,3738,79.3,47.3,554515,6037554515,0,0,0,CA,1209030,0,0.467,0,33.8520795,-118.0774113,3071,1328
5545.14,0.06,0.01,0.01,0.08,0.06,0.12,0.07,0.01,0.07,0.15,0.31,0.04,0.05,0.02,0.05,0.87,0.72,0,0,0.28,0.07,0.28,0.03,0.35,0.37,0.02,0.09,0.6,0.04,0.35,0.25,0.04,0.04,0.48,0.13,0.21,0.18,0.1,0,0.6,0.13,195,713,34.3,90152,115672,1509,1.8,9.7,5.9,614100,2367,555,2194,4787,2384,2319,1427,4796,94.7,44.3,554514,6037554514,0,0,0,CA,1506635,0,0.582,0,33.8741124,-118.0696561,2544,1559
5545.13,0.05,0,0.02,0.17,0.06,0.1,0.06,0.01,0.06,0.17,0.23,0.03,0.03,0.05,0.04,0.92,0.74,0,0,0.31,0.03,0.48,0.04,0.47,0.33,0.01,0.03,0.67,0.11,0.28,0.19,0.02,0.04,0.59,0.08,0.23,0.16,0.06,0,0.69,0.1,301,325,33.4,94375,110518,845,3.1,1.5,6,580500,2574,527,2353,2722,1299,1247,823,2727,93.1,41.6,554513,6037554513,0,0,3,CA,566827,0,0.219,0,33.8836144,-118.0681121,2544,1559
5545.12,0.07,0,0.02,0.11,0.06,0.07,0.08,0,0.08,0.15,0.28,0.06,0.03,0.06,0.01,0.95,0.76,0.05,0,0.17,0.1,0.13,0.01,0.49,0.34,0.02,0.01,0.67,0.01,0.27,0.25,0.03,0.02,0.65,0.1,0.28,0.18,0.04,0,0.71,0.08,415,825,33.3,118661,137860,2042,0,20.3,6.2,690200,2928,491,2544,6215,2885,2814,1911,6231,94.5,47.4,554512,6037554512,0,0,3,CA,3833212,0,1.48,0,33.8767524,-118.0551677,2521,1599
5545.11,0.06,0,0.05,0.06,0.05,0.15,0.06,0.03,0.09,0.07,0.31,0.09,0.03,0.03,0.03,0.95,0.75,0,0,0.23,0.04,0.24,0.01,0.5,0.35,0.03,0.02,0.62,0.06,0.34,0.26,0.04,0.03,0.55,0.14,0.23,0.22,0.06,0,0.66,0.11,125,864,37,89342,118605,1255,0,9.1,6.2,682200,2761,524,2246,4180,1735,1626,1204,4180,94.1,42.5,554511,6037554511,0,0,0,CA,2328181,36786,0.899,0.014,33.8797293,-118.0389061,2544,1599
5544.05,0.04,0.02,0.06,0.11,0.06,0.07,0.09,0.03,0.04,0.08,0.23,0.1,0.03,0.08,0.04,0.84,0.59,0,0,0.86,0.14,0.55,0.06,0.34,0.11,0.09,0.02,0.85,0.14,0.53,0.44,0.08,0.1,0.24,0.11,0.15,0.24,0.28,0.01,0.12,0.42,374,337,30.7,47934,51592,1294,13.3,4,3.9,450000,1987,563,1213,3022,1022,1003,1163,3045,81.8,33.4,554405,6037554405,0,0,0,CA,765521,0,0.296,0,33.8737602,-118.1212147,1395,1079
5544.04,0.09,0,0.04,0.14,0.04,0.1,0.1,0,0.03,0.14,0.18,0.11,0.12,0,0.05,0.88,0.55,0,0,0.77,0.19,0.47,0.02,0.48,0.17,0.09,0.02,0.84,0.31,0.39,0.35,0.05,0.13,0.13,0.07,0.12,0.28,0.22,0,0.16,0.49,374,663,32.8,46679,57389,1449,0,5.3,4.2,364500,1899,523,1363,3945,1359,1313,1326,4096,88.2,36.5,554404,6037554404,1,2,2,CA,842582,0,0.325,0,33.873719,-118.1295305,2073,1079
5544.03,0.07,0,0.07,0.06,0.05,0.18,0.08,0.01,0.04,0.08,0.23,0.12,0.06,0.02,0.03,0.87,0.47,0,0,0.75,0.17,0.43,0.1,0.36,0.19,0.1,0.04,0.57,0.17,0.44,0.44,0.13,0.13,0.15,0.09,0.12,0.22,0.23,0,0.1,0.48,441,1055,26.7,42440,62377,1828,4.1,4,4,286100,1820,607.7262533,1272,5539,1613,1532,1709,5588,100.4,33.8,554403,6037554403,1,2,2,CA,843980,0,0.326,0,33.8736737,-118.1382198,2073,1116
5543.02,0.07,0,0.06,0.11,0.09,0.11,0.1,0.02,0.03,0.13,0.18,0.12,0.06,0,0.05,0.85,0.52,0,0,0.64,0.2,0.44,0.04,0.38,0.26,0.2,0.08,0.65,0.12,0.5,0.47,0.09,0.15,0.09,0.06,0.08,0.15,0.17,0,0.2,0.53,399,935,27.4,53789,64996,1249,0,2.2,4.2,335200,2172,607.7262533,1326,4400,1601,1538,1231,4400,86.5,27.6,554302,6037554302,0,0,0,CA,715180,0,0.276,0,33.8729891,-118.146903,2073,1106
5543.01,0.06,0,0.15,0.17,0.05,0.08,0.06,0.01,0,0.11,0.25,0.07,0.04,0,0.02,0.86,0.57,0,0,0.61,0.11,0.5,0.02,0.5,0.19,0.05,0.02,0.68,0.27,0.46,0.3,0.23,0.16,0.11,0.06,0.12,0.24,0.15,0,0.1,0.64,317,435,30.2,60114,78147,1083,7.5,3.4,4.3,366900,2240,416,1581,3348,1392,1227,1028,3348,109.6,33.1,554301,6037554301,0,0,0,CA,675594,0,0.261,0,33.8822626,-118.1456094,1409,1106
5542.04,0.07,0,0.05,0.11,0.05,0.17,0.11,0.01,0.03,0.12,0.14,0.1,0.04,0.07,0.04,0.82,0.45,0,0.02,0.88,0.17,0.52,0.1,0.31,0.12,0.1,0.05,0.83,0.25,0.39,0.33,0.14,0.07,0.17,0.11,0.19,0.31,0.12,0,0.1,0.63,426,662,29.2,37405,46301,1792,0,3.9,3.4,433800,2138,548,1116,4404,1598,1547,1705,4417,125.1,33.7,554204,6037554204,0,0,0,CA,659355,0,0.255,0,33.8847475,-118.128584,1363,1079
5542.03,0.04,0,0.07,0.08,0.05,0.11,0.12,0.01,0.06,0.12,0.24,0.06,0.04,0.05,0.03,0.91,0.64,0,0,0.67,0.09,0.39,0.09,0.31,0.22,0.12,0.02,0.79,0.14,0.41,0.32,0.14,0.16,0.18,0.08,0.12,0.48,0.05,0.01,0.08,0.55,544,355,29.6,51667,79449,1266,0,1.1,4.2,472800,2071,525,1079,3544,1089,1071,1228,3671,91.5,34.2,554203,6037554203,0,0,0,CA,684290,0,0.264,0,33.8802194,-118.1247134,1363,1116
5541.05,0.08,0,0.08,0.09,0.06,0.12,0.1,0.02,0.06,0.06,0.21,0.1,0.07,0.03,0.06,0.84,0.45,0,0,0.95,0.26,0.47,0.09,0.42,0.1,0.11,0.07,0.72,0.15,0.37,0.42,0.1,0.11,0.15,0.13,0.1,0.27,0.24,0.01,0.09,0.51,368,907,34.4,42688,49243,1624,0,8.9,3.6,325600,2403.218731,607.7262533,1300,4544,1690,1657,1472,4569,79.7,30.6,554105,6037554105,0,0,0,CA,337186,0,0.13,0,33.8860491,-118.1198534,1583,1079
5541.04,0.1,0.02,0.08,0.15,0.01,0.11,0.09,0.01,0.05,0.1,0.26,0.07,0.03,0.03,0.03,0.89,0.59,0,0.01,0.74,0.16,0.38,0.11,0.38,0.21,0.13,0.07,0.63,0.23,0.55,0.43,0.17,0.1,0.16,0.07,0.1,0.23,0.16,0,0.15,0.57,196,413,34.4,63625,66032,809,6.5,6.4,4.2,464800,1869,524,1197,2505,941,918,730,2505,99.9,29.8,554104,6037554104,0,0,0,CA,364478,0,0.141,0,33.8931415,-118.1195565,1583,1079
5541.03,0.04,0,0.09,0.12,0.03,0.07,0.12,0,0.06,0.06,0.28,0.1,0.05,0.04,0.02,0.91,0.69,0,0,0.35,0.15,0.31,0.02,0.37,0.45,0.09,0.02,0.83,0.06,0.43,0.37,0.09,0.13,0.16,0.06,0.15,0.26,0.12,0,0.16,0.59,104,250,29.9,81480,108302,478,0,14.2,5,460200,2386,364,1583,1523,541,541,449,1523,73.7,36.6,554103,6037554103,0,0,0,CA,368572,0,0.142,0,33.899698,-118.1201748,1300,1116
5541.01,0.09,0,0.02,0.12,0.05,0.21,0.05,0.02,0.03,0.11,0.18,0.15,0.05,0.02,0.03,0.82,0.45,0,0,0.66,0.13,0.41,0.09,0.37,0.21,0.19,0.08,0.75,0.07,0.39,0.34,0.16,0.11,0.15,0.08,0.11,0.28,0.08,0.01,0.09,0.73,387,670,28.9,42969,63873,1135,0,12.9,3.9,453200,2165,607.7262533,1229,3646,1455,1448,1033,3655,109.9,31.5,554101,6037554101,0,0,0,CA,473914,0,0.183,0,33.8928105,-118.1236012,1583,1116
5540.02,0.07,0,0.09,0.12,0.03,0.15,0.1,0,0.07,0.09,0.2,0.09,0.04,0.02,0.05,0.88,0.51,0.05,0,0.65,0.18,0.43,0.07,0.35,0.29,0.12,0.04,0.61,0.06,0.44,0.41,0.15,0.16,0.17,0.06,0.12,0.32,0.1,0,0.15,0.58,567,902,31.4,56452,71827,1874,3.6,9.6,4.3,461200,2399,496,1276,5808,2239,2175,1666,5843,94.4,33.1,554002,6037554002,0,0,0,CA,1269668,0,0.49,0,33.8922721,-118.1336322,1300,1079
5540.01,0.07,0,0.08,0.17,0.02,0.09,0.13,0.04,0.03,0.07,0.2,0.09,0.06,0.03,0.02,0.93,0.56,0,0.01,0.31,0.12,0.25,0.02,0.3,0.46,0.08,0.02,0.69,0.04,0.37,0.31,0.14,0.1,0.1,0.07,0.18,0.47,0.06,0,0.13,0.53,70,696,25.3,55703,74224,1219,1.3,12.9,5.2,450200,1776,496,1245,3627,1060,987,1071,3627,114.2,40,554001,6037554001,0,0,0,CA,1082739,0,0.418,0,33.8990638,-118.1322329,1583,1116
5539.02,0.07,0,0.07,0.16,0.03,0.12,0.1,0.02,0.02,0.07,0.21,0.14,0.05,0.02,0.05,0.86,0.47,0,0,0.65,0.11,0.4,0.05,0.32,0.24,0.11,0.03,0.7,0.08,0.54,0.37,0.21,0.1,0.16,0.05,0.09,0.42,0.1,0.01,0.03,0.74,335,909,26.5,52637,55607,1712,0,7.4,4.1,269700,1700,607.7262533,1409,5310,1834,1763,1607,5310,110,31.9,553902,6037553902,0,0,0,CA,1055809,0,0.408,0,33.8851402,-118.1530886,1581,1106
5539.01,0.04,0.01,0.07,0.16,0.08,0.11,0.06,0.02,0.03,0.08,0.2,0.1,0.04,0.06,0.05,0.91,0.62,0,0,0.47,0.08,0.29,0.05,0.36,0.36,0.17,0.05,0.67,0.04,0.53,0.4,0.22,0.12,0.16,0.04,0.12,0.55,0.04,0,0.06,0.83,501,1367,30.9,71154,75305,1774,0,6.9,4.8,428400,1821,514,1310,6607,2304,2112,1620,6737,94.3,30.6,553901,6037553901,0,0,0,CA,1277454,0,0.493,0,33.8928036,-118.1514235,1581,1256
5538.02,0.09,0,0.11,0.14,0.04,0.08,0.08,0.01,0.04,0.12,0.26,0.05,0.05,0.03,0.09,0.85,0.44,0,0.01,0.64,0.14,0.36,0.13,0.35,0.2,0.1,0.02,0.54,0.2,0.47,0.38,0.17,0.14,0.11,0.09,0.12,0.55,0.11,0.01,0.03,0.77,560,1229,26.4,41714,51871,2062,0,0,4.4,148600,1918,607.7262533,1251,6467,2478,2367,2040,6467,108.4,33.8,553802,6037553802,0,0,0,CA,1740073,36396,0.672,0.014,33.8861963,-118.1719652,1409,1074
5538.01,0.14,0,0.09,0.09,0.02,0.18,0.1,0.02,0.05,0.12,0.13,0.15,0.02,0.04,0.04,0.84,0.44,0,0.03,0.79,0.22,0.33,0.04,0.41,0.27,0.13,0.13,0.87,0.32,0.48,0.39,0.2,0.14,0.09,0.05,0.05,0.4,0.14,0,0.02,0.77,323,952,26.7,53571,61711,1123,6.1,3.4,4.2,336200,1714,607.7262533,1324,4382,1691,1660,1078,4483,98,29.3,553801,6037553801,0,0,0,CA,1294831,0,0.5,0,33.8927048,-118.1687296,1338,1221
5537.02,0.06,0.01,0.08,0.14,0.06,0.17,0.06,0.03,0.06,0.12,0.15,0.08,0.04,0.02,0.01,0.85,0.36,0,0,0.49,0.07,0.3,0.06,0.41,0.34,0.11,0.08,0.62,0.13,0.43,0.46,0.25,0.19,0.05,0.03,0.09,0.49,0.06,0,0.01,0.92,381,1123,25.5,51476,56730,1133,6.1,0,4.5,270900,1569,483,1292,4668,1798,1798,1083,4668,90.3,28.7,553702,6037553702,0,0,0,CA,832794,96798,0.322,0.037,33.8975428,-118.1828739,1306,1074
5537.01,0.06,0,0.1,0.17,0.08,0.15,0.05,0.02,0.02,0.07,0.17,0.13,0.04,0.01,0.01,0.89,0.35,0,0.01,0.6,0.08,0.38,0.01,0.45,0.31,0.18,0.11,0.66,0,0.48,0.45,0.39,0.14,0.06,0.04,0.1,0.68,0.02,0,0,0.96,272,975,29,49423,58131,925,0,0,4.6,246100,1839,500,1221,4139,1796,1772,896,4139,99.5,28.7,553701,6037553701,0,0,0,CA,996121,90570,0.385,0.035,33.9070176,-118.1770919,1607,1181
5536.02,0.05,0,0.05,0.09,0.05,0.13,0.06,0.02,0.02,0.11,0.29,0.12,0.04,0.03,0.07,0.9,0.61,0,0,0.69,0.19,0.44,0.08,0.33,0.32,0.13,0.03,0.85,0.12,0.46,0.49,0.17,0.09,0.18,0.08,0.07,0.52,0.24,0.01,0.02,0.7,325,1071,35.4,68466,70284,1435,0,3.4,4.4,345500,1729,329,1607,5016,1349,1322,1390,5016,82.5,29.6,553602,6037553602,1,2,2,CA,603490,0,0.233,0,33.9089742,-118.1644286,1381,1221
5536.01,0.07,0,0.1,0.09,0.03,0.12,0.1,0.03,0.05,0.1,0.22,0.08,0.06,0.02,0.07,0.84,0.41,0,0,0.69,0.21,0.27,0.07,0.4,0.23,0.11,0.05,0.81,0.04,0.49,0.44,0.22,0.2,0.08,0.03,0.12,0.55,0.09,0.01,0.03,0.82,448,840,29.9,45250,58157,1326,3.8,4.2,4.5,408900,1576,366,1306,4751,1676,1647,1272,4766,105.6,29.9,553601,6037553601,0,0,0,CA,2120297,62619,0.819,0.024,33.9068575,-118.1716472,1607,1221
5535.04,0.05,0.02,0.05,0.14,0.05,0.19,0.1,0.01,0.03,0.08,0.14,0.13,0.06,0.01,0.07,0.84,0.45,0,0,0.52,0.13,0.35,0.08,0.34,0.29,0.23,0.09,0.65,0.26,0.38,0.44,0.31,0.18,0.08,0.03,0.1,0.54,0.1,0,0.04,0.84,589,1127,26.3,55125,61489,1401,0,0,4.5,318100,1743,393,1306,6039,2363,2325,1401,6039,92.1,29,553504,6037553504,0,0,0,CA,638683,0,0.247,0,33.9067419,-118.1554579,1607,1296
5535.03,0.05,0.02,0.04,0.18,0.06,0.2,0.02,0.01,0.07,0.09,0.16,0.09,0.03,0.03,0.03,0.9,0.42,0,0.01,0.64,0.1,0.42,0.05,0.48,0.22,0.11,0.05,0.66,0.42,0.57,0.46,0.21,0.12,0.07,0.04,0.1,0.55,0.12,0,0.03,0.82,242,432,32.9,50000,59397,790,0,4.3,4.3,336600,1850,417,1381,2883,1161,1157,758,2883,95.3,31.5,553503,6037553503,0,0,0,CA,423254,0,0.163,0,33.9130459,-118.1541186,1607,1296
5535.02,0.03,0,0.02,0.13,0.04,0.19,0.07,0.02,0.06,0.02,0.23,0.11,0.07,0.04,0.11,0.86,0.57,0,0.01,0.63,0.1,0.3,0.05,0.4,0.25,0.09,0.08,0.65,0.18,0.48,0.36,0.15,0.15,0.16,0.06,0.09,0.5,0.12,0,0.04,0.75,253,778,25.2,62467,66650,1360,5.1,3.2,3.8,240000,1961,433,1296,4203,1600,1536,1307,4268,120,33.8,553502,6037553502,1,2,2,CA,1265579,0,0.489,0,33.899999,-118.1515696,1607,1306
5526.02,0.09,0,0.03,0.2,0.05,0.09,0.06,0.02,0.07,0.08,0.19,0.14,0.03,0.05,0.05,0.82,0.46,0,0,0.39,0.08,0.26,0.05,0.29,0.4,0.12,0.06,0.75,0.24,0.47,0.32,0.14,0.13,0.22,0.05,0.15,0.38,0.05,0,0.31,0.58,359,854,31.5,56932,69356,1169,0,0,5.4,414400,1933,463,1599,4680,2084,1993,1134,4725,100.2,32.1,552602,6037552602,1,2,2,CA,1374711,0,0.531,0,33.8912305,-118.0639397,2544,1236
