Label (Grouping),Unemployment Rate,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,"INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS) Less than $10,000",HEALTH INSURANCE COVERAGE With health insurance coverage,HEALTH INSURANCE COVERAGE With private health insurance,YEAR STRUCTURE BUILT Built 2014 or later,YEAR STRUCTURE BUILT Built 2010 to 2013,HOUSING TENURE Renter-occupied,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2015 or later,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2010 to 2014,VEHICLES AVAILABLE No vehicles available,VEHICLES AVAILABLE 2 vehicles available,VEHICLES AVAILABLE 3 or more vehicles available,OCCUPANTS PER ROOM 1.01 to 1.50,OCCUPANTS PER ROOM 1.51 or more,MORTGAGE STATUS Owner-occupied units Housing units with a mortgage,65 years and over,MARITAL STATUS Males 15 years and over Never married,MARITAL STATUS Females 15 years and over Never married,EDUCATIONAL ATTAINMENT Less than 9th grade,"EDUCATIONAL ATTAINMENT 9th to 12th grade, no diploma",Bachelor's degree or higher,PLACE OF BIRTH Native Different state,SEX AND AGE 62 years and over,White,Black or African American,American Indian and Alaska Native,Asian,Hispanic or Latino (of any race),Own children of the householder under 6 years,Own children of the householder 6 to 17 years,Mean travel time to work (minutes),Median household income (dollars),Mean household income (dollars),Total housing units,Homeowner vacancy rate,Rental vacancy rate,ROOM Median rooms,VALUE Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units with a mortgage Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units without a mortgage Median (dollars),GROSS RENT Occupied units paying rent Median (dollars),Population in households,YEAR OF ENTRY Population born outside the United States,YEAR OF ENTRY Foreign born,Total households,Total population,Sex ratio (males per 100 females),Median age (years),tract_x,geoid,label_bin,label_three,label_four,USPS,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG,relation_max_fee,relation_min_fee
1347.2,0.11,0.01,0.08,0.09,0.04,0.06,0.03,0.02,0.05,0.11,0.29,0.14,0.06,0.02,0.04,0.89,0.53,0,0,0.51,0.16,0.38,0.08,0.44,0.16,0.07,0.05,0.75,0.26,0.48,0.4,0.14,0.1,0.28,0.11,0.14,0.38,0.06,0,0.16,0.5,312,590,32.4,63510,84055,1700,4.6,4.3,4.3,491000,2271,693,1498,4504,1708,1657,1615,4549,99,35.1,134720,6037134720,0,0,0,CA,989535,0,0.382,0,34.2046449,-118.5688121,1423,1116
1347.1,0.07,0.01,0.11,0.07,0.04,0.14,0.04,0.02,0.04,0.12,0.15,0.19,0.09,0,0.05,0.71,0.27,0,0,0.76,0.16,0.37,0.16,0.34,0.15,0.16,0.16,0.83,0.13,0.43,0.45,0.18,0.14,0.19,0.07,0.12,0.3,0.03,0,0.14,0.66,495,836,31.4,43708,64609,1665,0,0.6,3.8,440800,2218,689,1188,5539,2837,2742,1635,5547,107.4,35.4,134710,6037134710,0,0,0,CA,566354,4275,0.219,0.002,34.2023735,-118.5779426,1498,1116
1345.22,0.09,0,0.14,0.13,0.01,0.17,0.05,0.01,0.04,0.11,0.17,0.13,0.04,0.02,0.04,0.77,0.29,0,0.02,0.82,0.13,0.41,0.11,0.38,0.09,0.09,0.14,0.72,0.08,0.6,0.49,0.24,0.12,0.12,0.07,0.09,0.52,0.05,0,0.03,0.78,281,933,29.8,37003,47489,1401,0,0,3.7,415100,2198,550,1113,4297,1963,1940,1369,4305,102.8,30.6,134522,6037134522,0,0,0,CA,615306,0,0.238,0,34.2046744,-118.6017183,2521,1217
1345.21,0.07,0,0.18,0.08,0.01,0.06,0.05,0.01,0.02,0.16,0.12,0.18,0.14,0,0.05,0.7,0.24,0,0.08,0.78,0.17,0.4,0.16,0.38,0.16,0.27,0.15,0.68,0.44,0.57,0.48,0.39,0.13,0.08,0.01,0.05,0.46,0,0,0.08,0.89,372,682,29.4,51932,61689,792,0,1.8,3.9,361600,2065,673,1397,3687,2142,2117,781,3687,124.3,28.3,134521,6037134521,0,0,0,CA,351786,0,0.136,0,34.2046283,-118.5952099,1580,1113
1345.2,0.04,0.01,0.13,0.08,0.03,0.12,0.03,0.02,0.08,0.15,0.13,0.11,0.09,0.02,0.06,0.77,0.32,0,0.01,0.83,0.16,0.45,0.2,0.33,0.12,0.18,0.12,0.75,0.28,0.53,0.38,0.23,0.12,0.19,0.05,0.11,0.51,0.03,0.01,0.1,0.76,582,930,28.4,41894,57167,1996,5.1,4,3.2,340000,1871,641,1217,6037,3109,3055,1882,6072,109,33.6,134520,6037134520,0,0,0,CA,950602,16628,0.367,0.006,34.198294,-118.59964,1780,1113
1344.24,0.07,0,0.02,0.05,0.03,0.05,0.01,0.05,0.12,0.2,0.28,0.13,0.07,0.02,0.01,0.98,0.89,0,0,0.03,0.03,0.17,0.01,0.49,0.41,0.02,0,0.8,0.01,0.2,0.27,0.01,0.03,0.63,0.21,0.27,0.72,0.01,0,0.22,0.06,95,376,31.6,141875,180928,971,0,0,7.6,911100,3788,1062,2861,2844,859,825,946,2844,92.9,48.8,134424,6037134424,0,0,3,CA,3710997,0,1.433,0,34.2135692,-118.656561,3500,2107
1344.23,0.06,0,0.08,0.08,0.02,0.11,0.06,0.06,0.1,0.18,0.18,0.07,0.06,0.02,0.03,0.94,0.79,0,0,0.19,0.1,0.21,0.12,0.41,0.34,0.02,0,0.64,0.09,0.34,0.23,0.03,0.04,0.43,0.25,0.29,0.71,0.07,0,0.15,0.13,103,459,37.9,100427,111437,1290,0,0,6.4,633800,2989,777,2425,3514,784,764,1290,3531,89,49.5,134423,6037134423,0,0,3,CA,1560693,6351,0.603,0.002,34.2140487,-118.6350313,3500,1867
1344.22,0.06,0,0.06,0.06,0.06,0.11,0.04,0.06,0.08,0.15,0.25,0.1,0.02,0.03,0.05,0.9,0.78,0.01,0.01,0.14,0.08,0.2,0.05,0.49,0.29,0.01,0,0.71,0.1,0.28,0.25,0.03,0.03,0.47,0.21,0.21,0.69,0.02,0.01,0.18,0.15,268,723,27.5,108929,126064,1664,0,0,6.3,622000,3061,595,2872,4783,1353,1308,1618,4812,88.8,44.5,134422,6037134422,0,0,3,CA,2338226,9988,0.903,0.004,34.2024601,-118.6306683,3500,1742
1344.21,0.06,0,0.03,0.05,0.06,0.09,0.01,0.06,0.1,0.19,0.2,0.14,0.04,0.01,0.02,0.97,0.88,0,0,0.06,0.12,0.15,0.01,0.45,0.37,0,0,0.74,0.01,0.37,0.26,0.01,0.02,0.62,0.18,0.24,0.82,0.04,0.02,0.08,0.06,88,807,31.6,131250,164541,1419,0,0,7.3,792000,3556,815,3500,3957,980,955,1356,3957,92.5,47.6,134421,6037134421,0,0,3,CA,2134567,0,0.824,0,34.202023,-118.64714,3244,2425
1343.06,0.06,0,0.07,0.06,0.03,0.16,0.02,0.01,0.08,0.14,0.15,0.18,0.09,0,0.09,0.86,0.57,0,0,0.69,0.11,0.44,0.07,0.5,0.17,0.11,0.08,0.65,0.12,0.41,0.3,0.11,0.08,0.23,0.08,0.13,0.52,0.08,0.01,0.13,0.45,418,528,31.5,73516,74973,1297,0,0,4,380600,2519,702,1580,3978,1700,1640,1297,4111,106.8,38.6,134306,6037134306,0,0,0,CA,619815,0,0.239,0,34.2119148,-118.6017021,2521,1113
1343.05,0.07,0.02,0.09,0.11,0.01,0.13,0.03,0.03,0.05,0.19,0.1,0.17,0.06,0,0.06,0.75,0.24,0,0.01,1,0.11,0.49,0.17,0.29,0.13,0.2,0.17,1,0.18,0.5,0.32,0.36,0.17,0.09,0.03,0.03,0.29,0.02,0,0.07,0.85,384,928,27.1,40000,44888,1138,0,0,3.6,569234.4683,2403.218731,607.7262533,1287,4319,2233,2203,1120,4319,107.6,28.4,134305,6037134305,0,0,0,CA,357583,0,0.138,0,34.217634,-118.6016952,2521,1113
1343.04,0.05,0.01,0.02,0.1,0.03,0.11,0.06,0.03,0.09,0.13,0.2,0.1,0.1,0.02,0.04,0.92,0.67,0.01,0,0.31,0.16,0.27,0.07,0.4,0.32,0.05,0.01,0.74,0.23,0.34,0.31,0.09,0.07,0.3,0.14,0.21,0.51,0.04,0,0.26,0.29,172,390,31.6,73152,90975,941,0,0,6.1,542000,2569,683,2521,2854,1158,1058,924,3034,97.7,42,134304,6037134304,1,2,2,CA,1020439,0,0.394,0,34.213933,-118.6102868,3073,1113
1343.03,0.06,0,0.05,0.07,0.02,0.11,0.03,0.06,0.13,0.14,0.26,0.07,0.06,0,0.02,0.88,0.65,0,0,0.25,0.09,0.32,0.08,0.35,0.3,0.02,0.06,0.75,0.12,0.37,0.37,0.12,0.11,0.3,0.12,0.21,0.57,0.05,0.01,0.15,0.42,218,550,30.6,88526,105442,1843,0,0,5.2,463300,2381,642,1742,5614,2480,2403,1816,5723,86.7,43.2,134303,6037134303,0,0,0,CA,1570731,14224,0.606,0.005,34.203248,-118.611899,2521,1113
1343.02,0.12,0.01,0.06,0.07,0.03,0.16,0.02,0.06,0.12,0.1,0.22,0.1,0.04,0,0.08,0.95,0.77,0,0,0.13,0.1,0.16,0.05,0.36,0.36,0.01,0,0.7,0.11,0.36,0.31,0.04,0.04,0.29,0.14,0.2,0.66,0.02,0,0.14,0.28,222,393,28.5,95833,98620,1286,0,0,5.9,559500,2583,656,1867,3801,935,898,1252,3824,91.4,41.4,134302,6037134302,0,0,0,CA,1299628,7244,0.502,0.003,34.2136956,-118.6209257,3073,1580
1342.01,0.05,0.01,0.09,0.11,0.01,0.14,0.02,0.06,0.05,0.18,0.16,0.1,0.07,0.02,0.01,0.91,0.61,0,0.02,0.27,0.05,0.27,0.06,0.38,0.3,0.11,0.11,0.69,0.07,0.51,0.35,0.18,0.08,0.23,0.15,0.16,0.53,0.03,0.02,0.15,0.51,346,684,35.4,90528,94142,1302,0,0,5.5,483000,2517,752,1337,4521,1761,1720,1211,4542,92.6,37.7,134201,6037134201,0,0,0,CA,1459395,7345,0.563,0.003,34.2139885,-118.5912335,1580,1287
1341.04,0.04,0.01,0.11,0.11,0.03,0.12,0.05,0.03,0.04,0.11,0.14,0.11,0.11,0.03,0.07,0.84,0.49,0,0.04,0.53,0.17,0.36,0.07,0.54,0.18,0.09,0.09,0.8,0.14,0.38,0.38,0.13,0.04,0.32,0.07,0.13,0.35,0.06,0,0.3,0.38,341,670,30.6,57355,81380,1449,0,1,4.3,492100,2552,802,1423,4607,2222,2181,1441,4635,107.3,35.1,134104,6037134104,0,0,0,CA,647979,0,0.25,0,34.2119534,-118.5753847,1564,1188
1341.03,0.06,0,0.1,0.15,0.01,0.14,0.02,0.02,0.05,0.09,0.2,0.16,0.06,0.02,0,0.87,0.62,0,0,0.4,0.15,0.24,0.07,0.4,0.26,0.07,0.02,0.76,0.11,0.34,0.31,0.08,0.09,0.22,0.17,0.19,0.51,0.05,0,0.16,0.44,301,596,30.5,76250,88075,1378,0,0,5.3,481700,2205,634,1299,4401,1827,1752,1293,4543,86.1,43.1,134103,6037134103,0,0,0,CA,1040917,9621,0.402,0.004,34.2185595,-118.5814401,1628,1247
1341.01,0.1,0,0.12,0.08,0.01,0.1,0.03,0.03,0.03,0.12,0.17,0.08,0.17,0.04,0.03,0.88,0.49,0,0,0.39,0.09,0.17,0.04,0.36,0.31,0.12,0.1,0.71,0.14,0.39,0.32,0.21,0.13,0.24,0.08,0.15,0.33,0.05,0,0.23,0.48,545,752,37.1,66360,87241,1515,2.6,0,5.2,491500,2625,755,1247,5461,2692,2692,1451,5469,119.5,36.7,134101,6037134101,0,0,0,CA,1065777,0,0.411,0,34.2143034,-118.5666433,1565,1188
1340.02,0.07,0,0.09,0.11,0.03,0.14,0.04,0.02,0.05,0.1,0.19,0.16,0.05,0.02,0.06,0.88,0.54,0,0,0.53,0.13,0.3,0.12,0.36,0.22,0.12,0.1,0.73,0.08,0.48,0.39,0.2,0.13,0.2,0.11,0.18,0.6,0.02,0.02,0.08,0.63,255,523,31.5,53594,88075,1116,0,3.4,4.7,448900,2091,669,1268,3805,1673,1547,1076,3836,99,35.3,134002,6037134002,0,0,0,CA,740801,12733,0.286,0.005,34.2026924,-118.5855271,1738,1116
1340.01,0.04,0.01,0.14,0.08,0.03,0.12,0.05,0.01,0.01,0.19,0.11,0.17,0.09,0.01,0.03,0.81,0.4,0,0,0.65,0.14,0.32,0.04,0.37,0.25,0.14,0.17,0.72,0.14,0.55,0.45,0.34,0.12,0.13,0.03,0.09,0.49,0,0,0.06,0.84,248,670,26.4,57061,66486,998,0,4.1,4.1,439700,2298,610,1367,3936,2176,2143,971,3936,120.3,33.3,134001,6037134001,0,0,0,CA,581333,2186,0.224,0.001,34.2029146,-118.5917267,1738,1113
1325.02,0.15,0,0.06,0.08,0,0.1,0.03,0.05,0.03,0.2,0.27,0.06,0.1,0.03,0.04,0.9,0.53,0,0,0.54,0.19,0.24,0.1,0.36,0.22,0.07,0.04,0.64,0.24,0.48,0.39,0.09,0.1,0.29,0.08,0.15,0.64,0.05,0,0.11,0.38,461,462,30.2,59917,72761,1354,0,0,4.5,336300,2224,1036,1551,4000,1725,1725,1317,4085,91.7,36.4,132502,6037132502,0,0,0,CA,614444,10361,0.237,0.004,34.1911391,-118.5469513,2162,1294
1325.01,0.05,0.05,0.07,0.08,0.03,0.14,0.02,0.01,0.04,0.2,0.21,0.13,0.03,0,0.03,0.84,0.57,0,0.12,0.6,0.11,0.39,0.07,0.49,0.16,0.07,0.02,0.61,0.23,0.47,0.32,0.22,0.08,0.19,0.12,0.22,0.66,0.03,0,0.08,0.54,262,577,28.2,53828,68029,1237,0,4.5,4.6,436300,2297,613,1294,4192,2203,2077,1176,4539,81.5,40.3,132501,6037132501,0,0,0,CA,699531,4303,0.27,0.002,34.1968245,-118.548597,1551,1335
1321.02,0.08,0.01,0.13,0.05,0.03,0.09,0.06,0.04,0.05,0.16,0.14,0.16,0.04,0.03,0.05,0.85,0.55,0.03,0,0.55,0.2,0.29,0.04,0.4,0.16,0.06,0.01,0.78,0.1,0.5,0.34,0.11,0.08,0.33,0.15,0.15,0.49,0.06,0,0.17,0.49,401,953,32.9,50664,68345,2186,0,0,4.5,431000,2357,510,1522,5775,2361,2170,2139,5780,113,36.2,132102,6037132102,0,0,0,CA,1371329,0,0.529,0,34.2020955,-118.497369,2002,1159
1321.01,0.05,0,0.04,0.05,0,0.16,0.06,0.06,0.08,0.16,0.21,0.07,0.07,0.04,0.05,0.87,0.64,0.02,0.03,0.59,0.13,0.29,0.06,0.42,0.18,0.06,0.06,0.73,0.12,0.39,0.46,0.08,0.05,0.37,0.14,0.13,0.42,0.11,0.02,0.09,0.41,312,501,31.5,72908,95738,1670,0,4.9,4.8,541900,2419,678,1577,4555,1566,1429,1579,4555,85.5,38.9,132101,6037132101,0,0,0,CA,810523,0,0.313,0,34.1902625,-118.4956552,2002,1159
1320.02,0.04,0,0.11,0.08,0.02,0.08,0.05,0.06,0.08,0.12,0.17,0.11,0.1,0.02,0.04,0.96,0.63,0,0,0.4,0.15,0.26,0.04,0.41,0.22,0.08,0.02,0.8,0.05,0.47,0.32,0.06,0.11,0.34,0.16,0.16,0.62,0.05,0,0.04,0.43,300,409,31.5,102989,93271,1147,0,0,5.1,591900,2714,706,2002,3235,1056,1036,1101,3250,114.2,38,132002,6037132002,0,0,0,CA,1600216,0,0.618,0,34.1948951,-118.507196,1680,1216
1320.01,0.06,0,0.07,0.09,0.03,0.09,0.02,0.08,0.05,0.09,0.29,0.1,0.09,0.02,0.03,0.94,0.7,0,0.05,0.37,0.12,0.21,0.04,0.43,0.29,0.07,0.03,0.75,0.09,0.36,0.34,0.03,0.06,0.35,0.13,0.16,0.52,0.04,0,0.17,0.27,224,642,27.7,75000,100097,1198,0,0,5.2,573900,2436,399,1216,3605,977,964,1154,3613,112.9,36.7,132001,6037132001,0,0,0,CA,968647,0,0.374,0,34.1920691,-118.514195,2002,1379
1317.02,0.07,0,0.09,0.03,0.02,0.13,0.02,0.06,0.09,0.12,0.22,0.12,0.1,0.02,0.02,0.91,0.62,0,0,0.3,0.15,0.24,0.06,0.52,0.26,0.06,0.02,0.76,0.1,0.43,0.38,0.16,0.1,0.24,0.13,0.15,0.5,0.14,0.01,0.14,0.49,229,595,35.5,67054,83219,1198,0,0,5.1,387800,2149,656,1430,3725,1272,1168,1143,3725,100.6,36.1,131702,6037131702,0,0,0,CA,717311,4766,0.277,0.002,34.2035942,-118.5476933,1551,1294
1317.01,0.11,0.01,0.06,0.07,0.02,0.1,0.04,0.03,0.09,0.16,0.22,0.13,0.04,0.03,0.05,0.87,0.51,0,0.02,0.58,0.09,0.36,0.08,0.37,0.2,0.11,0.04,0.81,0.1,0.46,0.36,0.06,0.12,0.27,0.11,0.18,0.55,0.1,0.01,0.1,0.42,368,860,29.2,53561,69679,1817,0,0,4.2,386700,2312,791,1407,5203,2093,2027,1811,5214,93.6,37.4,131701,6037131701,0,0,0,CA,659667,0,0.255,0,34.2046643,-118.5578906,1551,1247
1310.2,0.03,0,0.07,0.06,0.03,0.09,0.05,0.03,0.03,0.16,0.2,0.09,0.18,0.03,0.05,0.86,0.48,0.02,0,0.46,0.11,0.32,0.06,0.38,0.33,0.13,0.04,0.72,0.22,0.46,0.51,0.19,0.09,0.19,0.06,0.11,0.51,0.03,0.01,0.12,0.63,344,957,26.6,67500,87939,1696,0,5.1,4.8,457400,2537,653,1521,6112,3043,2990,1610,6133,95.3,36.1,131020,6037131020,0,0,0,CA,1428939,16026,0.552,0.006,34.2001766,-118.5395023,1666,1294
1310.1,0.05,0.01,0.06,0.04,0.03,0.12,0.04,0.02,0.03,0.14,0.23,0.19,0.1,0.01,0.06,0.91,0.49,0.01,0,0.78,0.22,0.4,0.11,0.32,0.24,0.14,0.08,0.89,0.21,0.42,0.4,0.15,0.1,0.23,0.05,0.1,0.5,0.02,0.05,0.22,0.56,443,1094,29.7,55323,68985,2087,6.2,2.2,4,522300,2575,808,1507,6527,3345,3238,1966,6542,103.6,33.4,131010,6037131010,0,0,0,CA,1056712,9979,0.408,0.004,34.214735,-118.5382539,1521,1256
1289.1,0.09,0,0.05,0.04,0.02,0.08,0.04,0.09,0.13,0.13,0.19,0.17,0.06,0.01,0.01,0.93,0.78,0.01,0,0.56,0.24,0.26,0.05,0.48,0.16,0,0,0.83,0.04,0.46,0.29,0.02,0.04,0.57,0.37,0.15,0.76,0.09,0,0.05,0.13,322,470,33.5,91161,121051,1940,1.7,0,4.5,771300,3425,799,1658,4511,1214,1053,1925,4530,114.3,38.8,128910,6037128910,0,0,0,CA,1298037,38749,0.501,0.015,34.1616765,-118.4585185,1837,1449
1288.02,0.03,0,0.04,0.04,0.01,0.05,0.04,0.14,0.07,0.25,0.17,0.09,0.04,0.05,0.02,0.96,0.82,0,0.03,0.6,0.24,0.42,0.09,0.5,0.11,0.03,0.02,0.67,0.01,0.34,0.35,0.01,0.03,0.6,0.31,0.18,0.77,0.05,0,0.12,0.17,537,446,33.7,88375,127198,2274,0,6.8,4.2,729000,3343,644,1687,4950,1425,1348,2146,4959,80,36.9,128802,6037128802,0,0,0,CA,971146,0,0.375,0,34.1684788,-118.4552597,1837,1187
1288.01,0.05,0,0.03,0.05,0.02,0.09,0.04,0.06,0.09,0.17,0.17,0.14,0.1,0.03,0.05,0.97,0.75,0.01,0.03,0.73,0.24,0.38,0.04,0.34,0.05,0.02,0.01,0.78,0.17,0.45,0.35,0.03,0.02,0.5,0.27,0.17,0.63,0.07,0,0.15,0.17,221,157,31.6,61821,71374,1967,0,1.8,3.5,583300,2713,931,1449,3425,1159,1083,1855,3425,79,37.3,128801,6037128801,0,0,0,CA,492124,0,0.19,0,34.1682378,-118.4651573,1837,1187
1287.02,0.08,0,0.02,0.04,0.02,0.12,0.03,0.09,0.09,0.17,0.19,0.12,0.07,0.04,0.05,0.92,0.78,0,0,0.61,0.23,0.37,0.04,0.4,0.1,0,0.02,0.75,0.11,0.48,0.3,0.02,0.02,0.53,0.32,0.19,0.73,0.09,0,0.09,0.16,361,380,30.4,74120,115823,2936,0,3.7,4.3,764900,3314,979,1770,5903,1433,1300,2825,6026,97.6,39.4,128702,6037128702,0,0,0,CA,1642311,18542,0.634,0.007,34.160869,-118.439318,1929,1538
1286.02,0.06,0,0.08,0.04,0.05,0.12,0.02,0.12,0.06,0.12,0.13,0.13,0.08,0.05,0.01,0.93,0.79,0.01,0,0.48,0.13,0.26,0.08,0.33,0.3,0.02,0.03,0.84,0.01,0.44,0.29,0.04,0.08,0.42,0.27,0.15,0.91,0.02,0,0.03,0.19,275,586,32.1,85670,116419,1441,0,0,5.2,753000,3230,1095,1538,3880,692,670,1403,3910,117,34.4,128602,6037128602,0,0,0,CA,1134338,0,0.438,0,34.1712144,-118.4356063,1770,1182
1286.01,0.09,0.02,0.09,0.06,0.02,0.09,0.04,0.08,0.04,0.12,0.23,0.13,0.07,0.03,0.08,0.81,0.41,0.01,0,0.78,0.19,0.32,0.08,0.28,0.14,0.06,0.06,0.65,0.3,0.48,0.37,0.12,0.05,0.29,0.12,0.12,0.55,0.02,0.01,0.1,0.45,325,674,32.1,44963,72852,1747,0,4,3.9,536500,2661,658,1287,4508,2245,2211,1692,4526,99.6,36.5,128601,6037128601,0,0,0,CA,681886,0,0.263,0,34.1784585,-118.4410821,1538,1182
1283.03,0.11,0,0.27,0.05,0.01,0.11,0.03,0.01,0.02,0.09,0.16,0.1,0.14,0.02,0.02,0.78,0.28,0.05,0.05,0.97,0.17,0.48,0.16,0.26,0.09,0.19,0.1,1,0.07,0.51,0.44,0.34,0.13,0.1,0.06,0.06,0.71,0.03,0,0.02,0.86,307,790,39.1,38243,41004,1176,0,3.8,3.7,569234.4683,2403.218731,607.7262533,1335,3592,1854,1854,1118,3650,118.8,28.8,128303,6037128303,0,0,0,CA,413941,0,0.16,0,34.1830757,-118.4523813,1287,1101
1283.02,0.08,0,0.14,0.08,0.02,0.05,0.06,0.03,0.04,0.18,0.16,0.17,0.09,0,0.05,0.77,0.38,0.01,0,0.83,0.2,0.39,0.11,0.23,0.17,0.18,0.08,0.81,0.35,0.53,0.53,0.25,0.18,0.14,0.09,0.09,0.75,0.04,0,0.03,0.77,228,872,34.3,45508,52543,1549,0,2.9,3.5,362200,1925,774,1187,4708,2216,2123,1480,4832,112.3,32.9,128302,6037128302,0,0,0,CA,688871,0,0.266,0,34.1838638,-118.4605367,1335,1101
1282.2,0.08,0,0.11,0.05,0.01,0.08,0.04,0.09,0.04,0.14,0.18,0.18,0.08,0,0.12,0.87,0.47,0,0,0.73,0.26,0.28,0.08,0.32,0.14,0.1,0.05,0.69,0,0.49,0.4,0.1,0.12,0.35,0.12,0.13,0.64,0.07,0,0.06,0.43,306,315,36.4,38910,64542,1221,0,1.2,3.6,624200,2762,590,1182,3106,1239,1185,1199,3106,116.9,32.3,128220,6037128220,1,2,2,CA,555585,0,0.215,0,34.1835533,-118.4355767,1538,1227
1282.1,0.13,0,0.17,0.06,0.01,0.14,0.04,0.03,0.04,0.14,0.15,0.11,0.09,0.02,0.12,0.83,0.22,0,0.01,0.95,0.16,0.44,0.21,0.28,0.1,0.21,0.1,1,0.67,0.61,0.56,0.3,0.15,0.11,0.1,0.08,0.33,0.06,0.01,0.03,0.82,441,962,32.8,31223,40713,1603,0,2.1,3.6,463900,3071,607.7262533,1227,5181,2467,2447,1541,5247,105.3,29.6,128210,6037128210,0,0,0,CA,549953,0,0.212,0,34.1835838,-118.4443453,1335,1101
1281.02,0.07,0,0.09,0.09,0.02,0.12,0.05,0.02,0.06,0.14,0.17,0.17,0.08,0.01,0.02,0.75,0.37,0.01,0.01,0.82,0.16,0.44,0.22,0.38,0.1,0.2,0.06,0.56,0.19,0.47,0.44,0.22,0.12,0.12,0.09,0.08,0.31,0.06,0.01,0.07,0.68,307,921,38.1,45517,52757,1558,0,4.9,3.5,478100,2210,715,1243,4968,2561,2537,1494,4976,92.6,32.9,128102,6037128102,0,0,0,CA,648808,0,0.251,0,34.1902959,-118.4443506,1335,1182
1281.01,0.09,0,0.06,0.05,0,0.15,0.04,0.04,0.04,0.16,0.19,0.13,0.11,0.04,0.07,0.88,0.52,0,0,0.67,0.08,0.26,0.08,0.37,0.16,0.05,0.12,0.76,0.13,0.4,0.4,0.09,0.06,0.26,0.1,0.13,0.56,0.04,0,0.05,0.49,260,458,38.6,57313,75591,1307,0,1.8,4,501300,2525,631,1323,3715,1865,1823,1291,3715,93,37,128101,6037128101,0,0,0,CA,648896,0,0.251,0,34.1902993,-118.4356174,1368,1182
1279.2,0.09,0,0.08,0.08,0.06,0.06,0.07,0.03,0.03,0.12,0.24,0.11,0.12,0.01,0.07,0.92,0.48,0,0,0.61,0.15,0.33,0.03,0.44,0.24,0.17,0.04,0.68,0.04,0.45,0.35,0.15,0.05,0.25,0.07,0.1,0.52,0.01,0,0.04,0.58,331,846,31,54038,70486,1379,0,1.8,4.6,479500,2433,664,1368,4633,2296,2055,1340,4633,82.5,33.4,127920,6037127920,0,0,0,CA,648714,0,0.25,0,34.1975655,-118.4356225,1323,1146
1279.1,0.11,0,0.2,0.06,0.02,0.12,0.03,0.02,0.03,0.1,0.1,0.2,0.11,0.01,0.06,0.76,0.31,0.05,0.01,0.86,0.08,0.41,0.1,0.32,0.1,0.15,0.11,0.75,0.26,0.5,0.38,0.2,0.15,0.13,0.08,0.12,0.27,0.07,0,0.04,0.75,411,743,33.6,41083,54374,1624,0,4.3,3.4,450000,2178,567,1192,4904,2713,2658,1474,4960,108.4,32.9,127910,6037127910,0,0,0,CA,649792,0,0.251,0,34.1975649,-118.4443624,1368,1243
1278.06,0.08,0,0.12,0.05,0.09,0.12,0.03,0.02,0.07,0.08,0.13,0.14,0.11,0.03,0.02,0.82,0.38,0,0.02,0.81,0.16,0.3,0.15,0.29,0.05,0.05,0.08,0.97,0.18,0.55,0.49,0.21,0.14,0.23,0.1,0.12,0.62,0.05,0,0.05,0.66,261,452,32.7,36633,50227,1292,0,2.8,3.5,531500,2754,607.7262533,1101,3253,1677,1656,1216,3253,121.3,34,127806,6037127806,0,0,0,CA,683182,0,0.264,0,34.1885731,-118.4572359,1335,1169
1278.05,0.07,0.01,0.07,0.05,0.06,0.16,0.02,0.04,0.04,0.14,0.16,0.15,0.11,0.01,0.04,0.77,0.38,0.01,0,0.74,0.2,0.32,0.08,0.36,0.11,0.12,0.08,0.72,0.1,0.5,0.49,0.25,0.09,0.18,0.11,0.18,0.48,0.07,0,0.09,0.66,283,498,36,43135,53585,1220,0,0,3.3,496000,2364,800,1169,3496,1952,1913,1220,3785,88.9,34,127805,6037127805,0,0,0,CA,614498,0,0.237,0,34.1921963,-118.4576889,1335,1101
