,Own children of the householder 6 to 17 years,YEAR OF ENTRY Foreign born,Median age (years),GROSS RENT Occupied units paying rent Median (dollars),Sex ratio (males per 100 females),"Educational services, and health care and social assistance",relation_max_fee,White,ROOM Median rooms,Hispanic or Latino (of any race),Mean household income (dollars),VALUE Median (dollars),Mean travel time to work (minutes),Total population,Rental vacancy rate,relation_min_fee,HOUSING TENURE Renter-occupied,"Arts, entertainment, and recreation, and accommodation and food services",SELECTED MONTHLY OWNER COSTS (SMOC) Housing units without a mortgage Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units with a mortgage Median (dollars),Own children of the householder under 6 years,label,INTPTLONG                                                                                                                             ,INTPTLAT,geoid
412,582.0,1139.0,36.0,1491.0,89.99,0.26,1425.0,0.77,4.6,0.14,89455.0,771700.0,42.8,3946.0,0.8,1232.0,0.56,0.11,922.0,2071.0,257.0,0.0,-74.0225939,40.6268984,36047013600.0
413,347.0,557.0,37.2,1793.0,86.21,0.23,2046.0,0.71,3.9,0.21,114549.0,1553600.0,36.8,3497.0,3.7,1626.0,0.77,0.1,884.0,2982.0,186.0,0.0,-73.9853274,40.6703973,36047013700.0
414,283.0,1436.0,38.3,1437.0,79.62,0.34,1470.0,0.72,4.2,0.2,78674.0,815300.0,40.2,3217.0,5.1,1286.0,0.8,0.09,803.0,2637.827457264957,238.0,0.0,-74.0255174,40.6243111,36047013800.0
415,347.0,670.0,32.6,2012.0,95.52,0.26,2046.0,0.72,4.1,0.19,141584.0,1160700.0,35.8,3621.0,5.7,1711.0,0.74,0.08,850.0,3385.0,235.0,0.0,-73.9873365,40.6679862,36047013900.0
416,257.0,611.0,39.4,1232.0,106.41,0.22,1614.0,0.85,4.3,0.07,83997.0,789900.0,40.8,1899.0,4.944467353951887,1279.0,0.57,0.13,854.0,2738.0,181.0,0.0,-74.0196779,40.6207782,36047014000.0
417,293.0,729.0,35.1,1787.0,95.44,0.21,2012.0,0.65,3.8,0.21,130358.0,879500.0,41.4,3385.0,4.944467353951887,1586.0,0.65,0.13,761.0,3478.0,295.0,0.0,-73.9893778,40.6654413,36047014100.0
418,308.0,1241.0,35.9,1425.0,79.02,0.25,1614.0,0.72,3.8,0.2,75187.0,790500.0,42.8,3192.0,2.3,1232.0,0.79,0.08,809.0,2367.0,326.0,0.0,-74.0224901,40.6225046,36047014200.0
419,354.0,793.0,34.8,1833.0,80.03,0.26,2012.0,0.54,3.9,0.47,106389.0,872800.0,35.6,3561.0,3.4,1586.0,0.7,0.15,835.5364006988934,2782.0,187.0,0.0,-73.9926558,40.6636266,36047014300.0
420,384.0,1184.0,31.2,1586.0,82.03,0.19,2012.0,0.68,3.8,0.39,88732.0,719700.0,37.5,4507.0,1.4,1711.0,0.77,0.22,883.0,3735.0,239.0,1.0,-73.9949634,40.6613671,36047014500.0
421,218.0,502.0,33.6,1727.0,101.69,0.28,2012.0,0.66,4.2,0.36,109013.0,925500.0,45.7,2263.0,2.6,1586.0,0.69,0.09,633.0,2425.0,160.0,0.0,-73.989672,40.6598558,36047014700.0
422,195.0,365.0,45.7,1519.0,88.58,0.16,1435.0,0.9,5.8,0.01,96972.0,859800.0,38.9,1337.0,4.944467353951887,1301.0,0.32,0.05,956.0,3145.0,67.0,0.0,-74.012961,40.6167077,36047014800.0
423,602.0,857.0,35.5,1962.0,95.36,0.29,2012.0,0.84,4.3,0.23,135469.0,929600.0,42.7,5814.0,3.5,1586.0,0.5,0.11,926.0,3585.0,482.0,0.0,-73.9851815,40.6624261,36047014900.0
424,172.0,383.0,45.2,1375.0,78.3,0.33,1576.0,0.8,5.7,0.08,93342.0,730700.0,39.5,1487.0,4.944467353951887,1313.0,0.33,0.09,1018.0,2958.0,109.0,0.0,-74.0107586,40.6153783,36047015000.0
425,510.0,650.0,35.5,2203.0,83.9,0.22,2330.0,0.74,4.3,0.18,181898.0,1212900.0,37.4,4136.0,4.944467353951887,1933.0,0.51,0.11,927.0,3574.0,447.0,0.0,-73.9825855,40.665689,36047015100.0
426,249.0,790.0,38.2,1469.0,105.66,0.33,1614.0,0.7,4.7,0.11,96584.0,690700.0,40.2,2690.0,10.4,1232.0,0.44,0.06,905.0,2884.0,242.0,0.0,-74.0244612,40.614515,36047015200.0
427,236.0,469.0,38.3,2128.0,109.46,0.25,2330.0,0.77,4.9,0.14,171819.0,1176100.0,36.0,2746.0,4.944467353951887,2036.0,0.62,0.08,835.0,3239.0,167.0,0.0,-73.9805759,40.6681002,36047015300.0
428,438.0,430.0,35.9,2126.0,97.43,0.23,2330.0,0.85,4.6,0.05,197331.0,1176900.0,36.7,3688.0,3.0,2036.0,0.55,0.13,1130.0,2769.0,390.0,0.0,-73.9785613,40.6705136,36047015500.0
429,333.0,766.0,35.6,2129.0,102.51,0.23,2330.0,0.76,3.7,0.08,156705.0,834500.0,40.0,4198.0,4.944467353951887,2051.0,0.53,0.09,703.0,2469.0,366.0,0.0,-73.9764165,40.6730524,36047015700.0
430,381.0,653.0,38.0,2122.0,109.87,0.23,2419.0,0.84,4.1,0.04,177663.0,904200.0,36.7,5125.0,6.9,1652.0,0.44,0.06,725.0,2937.0,460.0,0.0,-73.9730667,40.6751934,36047015900.0
431,365.0,1458.0,40.2,1341.0,88.16,0.24,1566.0,0.68,3.3,0.25,74810.0,555800.0,40.6,3989.0,7.4,1286.0,0.79,0.07,750.0,2273.0,274.0,0.0,-74.0268721,40.6189797,36047016000.0
432,234.0,522.0,33.8,2121.0,110.32,0.26,2122.0,0.71,3.7,0.13,150699.0,1081000.0,38.1,3239.0,5.4,1028.0,0.61,0.07,836.0,3272.0,297.0,0.0,-73.9731895,40.6798885,36047016100.0
433,250.0,909.0,43.3,1566.0,113.41,0.29,1469.0,0.79,3.9,0.1,84215.0,582700.0,40.8,2275.0,3.1,1307.0,0.67,0.06,774.0,2300.0,108.0,0.0,-74.0313849,40.6132216,36047016200.0
434,151.0,577.0,36.7,1652.0,92.14,0.24,2122.0,0.61,3.9,0.06,124293.0,840000.0,38.6,3299.0,2.3,1028.0,0.6,0.1,546.0,3401.0,325.0,0.0,-73.9700051,40.6791843,36047016300.0
435,644.0,572.0,36.0,2419.0,91.38,0.25,2126.0,0.82,3.8,0.08,241012.0,1106100.0,40.1,5619.0,4.944467353951887,1652.0,0.58,0.14,873.0,3589.0,675.0,0.0,-73.9740401,40.6699761,36047016500.0
436,204.0,383.0,48.9,1614.0,94.92,0.25,1491.0,0.96,6.3,0.06,131367.0,851600.0,35.0,1842.0,18.6,1232.0,0.09,0.07,1042.0,3047.0,73.0,0.0,-74.0162624,40.6187031,36047016600.0
437,721.0,807.0,36.6,2036.0,98.26,0.27,2330.0,0.87,4.4,0.06,179476.0,1119900.0,40.1,5482.0,4.944467353951887,1933.0,0.62,0.08,1112.0,3377.0,697.0,0.0,-73.9787754,40.6642969,36047016700.0
438,292.0,655.0,43.8,1382.0,90.93,0.29,1469.0,0.64,5.0,0.05,102484.0,704300.0,46.1,1852.0,4.944467353951887,1150.0,0.22,0.02,1019.0,2883.0,127.0,0.0,-74.0172662,40.6029654,36047016800.0
439,451.0,739.0,34.5,1933.0,75.62,0.24,2203.0,0.76,4.2,0.17,111717.0,878600.0,38.5,4682.0,2.3,1681.0,0.75,0.14,686.0,2864.0,440.0,0.0,-73.9812838,40.6592927,36047016900.0
440,606.0,1798.0,38.0,1576.0,93.46,0.25,1519.0,0.48,5.1,0.15,81196.0,826900.0,43.6,3935.0,2.7,1295.0,0.47,0.08,878.0,2618.0,221.0,0.0,-74.012634,40.6101331,36047017000.0
441,431.0,531.0,37.6,2071.0,95.58,0.26,2203.0,0.9,5.0,0.08,142781.0,937100.0,40.3,3986.0,1.0,1640.0,0.49,0.08,768.0,2948.0,418.0,0.0,-73.9768619,40.6569638,36047017100.0
442,495.0,1621.0,33.2,1339.0,95.22,0.25,1576.0,0.45,5.1,0.23,91149.0,680000.0,45.9,3877.0,1.8,1279.0,0.52,0.05,756.0,2765.0,333.0,0.0,-74.0103463,40.6088823,36047017200.0
443,273.0,887.0,41.5,1279.0,95.78,0.34,1576.0,0.56,4.9,0.02,103249.0,635400.0,49.2,1993.0,4.944467353951887,1150.0,0.28,0.03,783.0,2390.0,170.0,0.0,-74.012107,40.6035123,36047017400.0
444,252.0,1192.0,38.1,1150.0,105.13,0.26,1576.0,0.48,4.0,0.22,65107.0,613600.0,51.4,2437.0,4.944467353951887,1195.0,0.53,0.08,608.0,2456.0,243.0,0.0,-74.0088041,40.6019273,36047017600.0
445,447.0,1777.0,34.9,1363.0,110.67,0.26,1350.0,0.36,4.1,0.31,63325.0,633000.0,51.5,3219.0,3.3,1204.0,0.74,0.12,642.0,1968.0,303.0,0.0,-74.0047234,40.6069686,36047017800.0
446,404.0,942.0,39.8,1028.0,77.34,0.26,2121.0,0.24,4.2,0.23,80356.0,990400.0,39.8,4274.0,3.4,1652.0,0.72,0.05,1038.0,3055.0,238.0,1.0,-73.9713339,40.6842454,36047017900.0
447,748.0,1405.0,37.0,1295.0,115.42,0.24,1576.0,0.63,4.5,0.26,90664.0,867200.0,48.8,3479.0,2.7,1150.0,0.62,0.04,990.0,2856.0,222.0,0.0,-74.0071512,40.6083001,36047018000.0
448,311.0,751.0,37.4,1668.0,93.27,0.2,2042.0,0.55,3.0,0.12,122392.0,910200.0,35.4,3531.0,1.0,1028.0,0.64,0.12,769.0,3543.0,189.0,0.0,-73.9723679,40.687775,36047018100.0
449,375.0,1863.0,35.9,1336.0,94.62,0.25,1396.0,0.4,4.2,0.18,69315.0,744500.0,44.7,3542.0,4.944467353951887,1178.0,0.62,0.12,855.0,3407.0,287.0,0.0,-74.0026813,40.6124597,36047018200.0
450,238.0,585.0,34.6,2030.0,96.39,0.18,2042.0,0.6,3.6,0.11,125322.0,1092900.0,37.8,2934.0,4.944467353951887,477.0,0.71,0.15,1034.0,3807.0,215.0,0.0,-73.9714779,40.691376,36047018300.0
451,335.0,1230.0,40.0,1375.0,99.56,0.25,1576.0,0.49,5.4,0.03,116248.0,720500.0,44.2,2718.0,5.5,1295.0,0.26,0.06,874.0,3033.0,198.0,0.0,-74.0071447,40.6137054,36047018400.0
452,796.0,1194.0,32.9,477.0,75.51,0.36,2042.0,0.16,4.0,0.31,35282.0,800000.0,37.8,4788.0,1.8,509.0,0.96,0.12,835.5364006988934,2637.827457264957,324.0,1.0,-73.9741567,40.6947866,36047018501.0
453,374.0,911.0,37.4,1432.0,111.94,0.27,1576.0,0.51,5.3,0.05,81778.0,786700.0,42.3,2289.0,4.944467353951887,1313.0,0.4,0.1,986.0,3030.0,205.0,0.0,-74.0051063,40.6156439,36047018600.0
454,89.0,355.0,34.0,2042.0,100.68,0.2,2030.0,0.39,4.0,0.25,122813.0,1145800.0,36.3,1471.0,4.944467353951887,477.0,0.74,0.15,639.0,4000.0,128.0,0.0,-73.9706404,40.6946578,36047018700.0
455,273.0,938.0,35.4,1396.0,94.44,0.24,1336.0,0.64,4.9,0.1,83158.0,770200.0,46.9,2831.0,5.9,1098.0,0.49,0.09,1006.0,2868.0,383.0,0.0,-74.00274,40.6174779,36047018800.0
456,595.0,2623.0,34.0,1184.0,87.14,0.22,1396.0,0.42,4.0,0.27,57541.0,732900.0,48.5,4918.0,6.9,1098.0,0.72,0.15,1032.0,2311.0,451.0,0.0,-74.0003857,40.621038,36047019000.0
457,311.0,350.0,29.5,2261.0,77.22,0.2,1549.0,0.55,3.8,0.17,101905.0,1016900.0,35.9,2676.0,5.5,834.0,0.7,0.13,678.0,3596.0,208.0,0.0,-73.9644278,40.6952427,36047019100.0
458,720.0,1212.0,30.0,1111.0,101.61,0.25,1434.0,0.57,4.7,0.14,68388.0,767600.0,39.8,3510.0,4.944467353951887,1098.0,0.59,0.13,665.0,3365.0,406.0,0.0,-73.9989281,40.6284585,36047019200.0
459,736.0,1022.0,29.4,1108.0,63.41,0.24,2261.0,0.35,3.8,0.11,69095.0,289000.0,34.6,5891.0,4.944467353951887,834.0,0.49,0.09,417.0,1305.0,287.0,0.0,-73.9626407,40.6912795,36047019300.0
460,567.0,2240.0,34.6,1267.0,97.33,0.14,1364.0,0.4,3.9,0.25,59381.0,646700.0,42.4,3838.0,2.1,1098.0,0.67,0.19,849.0,2842.0,230.0,1.0,-74.0011077,40.6258369,36047019400.0
461,287.0,926.0,36.3,1710.0,115.17,0.19,2042.0,0.49,3.9,0.12,95646.0,471900.0,40.7,3886.0,1.8,477.0,0.59,0.22,645.0,2029.0,173.0,0.0,-73.9674998,40.6914101,36047019500.0
462,661.0,2507.0,37.4,1289.0,110.06,0.22,1396.0,0.39,4.3,0.19,50028.0,809000.0,43.4,4844.0,7.3,1098.0,0.66,0.19,961.0,3139.0,549.0,0.0,-74.004185,40.6234234,36047019600.0
463,215.0,539.0,40.5,1815.0,107.66,0.25,2042.0,0.5,4.0,0.06,130483.0,812500.0,39.9,3632.0,4.0,1028.0,0.54,0.1,730.0,2310.0,323.0,0.0,-73.9667468,40.6880023,36047019700.0
464,145.0,723.0,44.2,1435.0,71.89,0.31,1629.0,0.54,5.0,0.07,80721.0,760900.0,47.2,1877.0,4.944467353951887,1301.0,0.51,0.1,906.0,2469.0,208.0,0.0,-74.0066177,40.6193594,36047019800.0
465,211.0,771.0,35.3,1686.0,99.19,0.18,2121.0,0.51,3.8,0.09,111465.0,802900.0,36.3,3454.0,8.4,1028.0,0.78,0.11,668.0,3565.0,294.0,0.0,-73.9669265,40.6840329,36047019900.0
466,261.0,1119.0,42.4,1313.0,87.07,0.29,1629.0,0.61,5.0,0.11,71669.0,719400.0,43.5,2301.0,1.7,1183.0,0.44,0.11,865.0,2484.0,192.0,0.0,-74.0088197,40.620689,36047020000.0
467,364.0,539.0,32.7,2003.0,90.83,0.24,2021.0,0.5,4.1,0.11,130690.0,1132500.0,38.4,3828.0,7.4,834.0,0.65,0.09,785.0,3960.0,232.0,0.0,-73.9633875,40.6838477,36047020100.0
468,235.0,743.0,42.4,1301.0,95.07,0.35,1629.0,0.65,5.9,0.06,104437.0,705600.0,46.8,2019.0,4.944467353951887,1183.0,0.28,0.12,870.0,2895.0,148.0,0.0,-74.0110215,40.62202,36047020200.0
469,120.0,386.0,34.0,2021.0,80.49,0.23,2003.0,0.47,4.1,0.12,124411.0,807000.0,41.1,1776.0,6.5,1307.0,0.66,0.09,1031.0,3329.0,181.0,0.0,-73.9648123,40.6799568,36047020300.0
470,281.0,683.0,40.7,1629.0,80.0,0.27,1435.0,0.71,5.8,0.01,88483.0,744500.0,39.6,2016.0,15.6,1183.0,0.26,0.12,875.0,3093.0,120.0,0.0,-74.0132239,40.6233502,36047020400.0
471,127.0,457.0,35.0,1988.0,83.75,0.24,2122.0,0.57,3.8,0.06,111053.0,994600.0,41.0,2703.0,8.6,1028.0,0.71,0.14,758.0,2494.0,215.0,0.0,-73.9657037,40.6774755,36047020500.0
472,380.0,959.0,40.8,1378.0,106.96,0.22,1614.0,0.69,5.3,0.12,106531.0,786900.0,46.1,2558.0,12.4,1232.0,0.45,0.12,901.0,2693.0,183.0,0.0,-74.0154509,40.6248807,36047020600.0
473,455.0,777.0,37.9,1789.0,94.67,0.22,2419.0,0.59,4.0,0.18,118379.0,722000.0,36.6,4310.0,4.5,1652.0,0.62,0.08,917.0,2555.0,235.0,0.0,-73.9666124,40.6749547,36047020700.0
474,553.0,1911.0,39.4,1183.0,78.72,0.22,1629.0,0.37,4.5,0.05,81312.0,766600.0,47.9,3192.0,3.8,1270.0,0.57,0.11,1042.0,2852.0,129.0,0.0,-74.0097675,40.6259761,36047020800.0
475,662.0,2325.0,38.5,1294.0,98.16,0.21,1629.0,0.4,4.2,0.16,60572.0,753600.0,45.4,4514.0,2.2,1183.0,0.73,0.19,928.0,2600.0,408.0,0.0,-74.0081561,40.6276261,36047021000.0
476,203.0,260.0,35.3,1223.0,84.44,0.26,2646.0,0.28,3.7,0.36,77691.0,605000.0,42.1,1577.0,1.8,425.0,0.81,0.11,1500.0,2368.0,85.0,1.0,-73.9750259,40.697166,36047021100.0
477,688.0,3466.0,36.8,1270.0,94.25,0.15,1629.0,0.24,4.0,0.05,53574.0,761200.0,47.5,5138.0,3.0,1183.0,0.73,0.3,893.0,2526.0,245.0,0.0,-74.0058501,40.6294745,36047021200.0
478,410.0,1469.0,34.3,1290.0,86.25,0.32,1340.0,0.19,3.4,0.05,58834.0,582861.2010443864,43.4,4267.0,1.3,1147.0,0.99,0.1,835.5364006988934,2637.827457264957,268.0,1.0,-73.9604674,40.6683548,36047021300.0
479,495.0,978.0,26.9,1321.0,93.97,0.27,1557.0,0.52,4.3,0.04,64522.0,823900.0,50.2,2382.0,7.4,1111.0,0.71,0.29,1211.0,3708.0,333.0,1.0,-74.0031816,40.6316104,36047021400.0
480,413.0,1792.0,37.0,1307.0,99.15,0.29,2021.0,0.41,3.3,0.12,95004.0,667800.0,44.1,5166.0,6.4,1185.0,0.71,0.1,835.5364006988934,1845.0,438.0,0.0,-73.96329,40.6733751,36047021500.0
481,1139.0,903.0,22.7,1364.0,109.84,0.26,1557.0,0.88,5.1,0.03,63788.0,1027800.0,38.4,4583.0,4.944467353951887,1111.0,0.68,0.08,1371.0,3484.0,598.0,0.0,-73.9997692,40.6327947,36047021600.0
482,613.0,1288.0,33.0,1185.0,76.03,0.37,1651.0,0.27,3.7,0.15,71510.0,945800.0,37.0,3906.0,5.3,1276.0,0.92,0.09,835.5364006988934,3761.0,379.0,0.0,-73.9590256,40.6727657,36047021700.0
483,1194.0,860.0,21.6,1434.0,93.34,0.29,1557.0,0.81,5.0,0.13,65501.0,872300.0,28.8,4381.0,4.944467353951887,1111.0,0.62,0.11,1083.0,3042.0,705.0,0.0,-73.9978229,40.6343541,36047021800.0
484,219.0,1422.0,33.5,1340.0,82.77,0.29,1651.0,0.24,3.8,0.1,72894.0,1047700.0,38.1,3639.0,12.7,1185.0,0.83,0.13,768.0,3188.0,164.0,0.0,-73.9552592,40.6719739,36047021900.0
485,960.0,930.0,24.4,1557.0,112.16,0.38,1434.0,0.91,4.6,0.06,44913.0,846200.0,35.8,4538.0,1.3,1028.0,0.71,0.11,1073.0,2903.0,885.0,0.0,-73.9955594,40.6361633,36047022000.0
486,331.0,852.0,34.0,1188.0,108.74,0.23,1457.0,0.34,3.7,0.14,80839.0,668100.0,41.3,4014.0,1.1,1169.0,0.84,0.18,840.0,2963.0,127.0,1.0,-73.954356,40.676167,36047022100.0
487,1055.0,1005.0,22.5,1324.0,100.19,0.37,1483.0,0.91,4.1,0.1,43719.0,732100.0,27.1,4180.0,5.0,1138.0,0.82,0.06,1100.0,2955.0,747.0,0.0,-73.9929635,40.6382394,36047022200.0
488,1541.0,1793.0,22.7,1483.0,110.76,0.29,1453.0,0.74,4.8,0.16,59248.0,794800.0,34.6,5895.0,4.944467353951887,1138.0,0.78,0.14,977.0,2734.0,984.0,1.0,-73.9903118,40.6405156,36047022400.0
489,431.0,1116.0,28.7,1311.0,122.47,0.16,1483.0,0.36,4.4,0.71,52849.0,550000.0,46.0,2287.0,1.5,1138.0,0.82,0.17,547.0,2637.827457264957,326.0,0.0,-73.9863474,40.641984,36047022600.0
490,510.0,823.0,32.9,1438.0,102.55,0.25,2021.0,0.24,3.7,0.09,94024.0,971500.0,38.1,3972.0,6.1,834.0,0.78,0.15,874.0,2589.0,187.0,1.0,-73.9572531,40.6815084,36047022700.0
491,797.0,1116.0,23.7,1328.0,96.38,0.31,1612.0,0.64,5.0,0.1,50666.0,668600.0,33.5,3313.0,11.1,1196.0,0.67,0.09,735.0,2417.0,467.0,0.0,-73.9815297,40.6391243,36047022800.0
492,384.0,847.0,32.7,1629.0,85.02,0.24,2021.0,0.32,3.8,0.05,74662.0,619700.0,37.1,3719.0,3.4,834.0,0.78,0.08,1314.0,2545.0,163.0,1.0,-73.9567616,40.6851317,36047022900.0
493,983.0,973.0,24.5,1327.0,104.7,0.3,1612.0,0.78,4.7,0.18,58224.0,775000.0,33.8,4141.0,0.9,1185.0,0.78,0.13,1185.0,3741.0,754.0,0.0,-73.984281,40.637816,36047023000.0
494,232.0,655.0,33.1,1510.0,90.57,0.25,2021.0,0.39,3.9,0.09,86364.0,859400.0,38.3,3535.0,3.5,834.0,0.69,0.08,829.0,2588.0,193.0,1.0,-73.9608381,40.6857866,36047023100.0
495,1494.0,1031.0,22.4,1138.0,104.9,0.39,1483.0,0.9,4.9,0.11,43620.0,788600.0,31.0,5606.0,2.8,1311.0,0.68,0.05,1096.0,2952.0,982.0,0.0,-73.9862206,40.6360998,36047023200.0
496,514.0,1013.0,34.1,834.0,70.6,0.3,2261.0,0.29,4.0,0.21,65025.0,726400.0,37.3,4939.0,4.4,1108.0,0.85,0.07,444.0,3918.0,370.0,1.0,-73.9574901,40.6887957,36047023300.0
497,1039.0,1017.0,21.9,1394.0,98.2,0.36,1483.0,0.97,4.3,0.02,47381.0,854200.0,24.7,4957.0,4.944467353951887,1138.0,0.84,0.01,835.5364006988934,4000.0,1244.0,0.0,-73.9879406,40.6338712,36047023400.0
498,958.0,729.0,25.2,1344.0,78.24,0.23,2261.0,0.62,4.1,0.21,71432.0,638300.0,32.6,4062.0,5.3,834.0,0.73,0.16,836.0,2872.0,711.0,0.0,-73.9577849,40.692513,36047023500.0
499,1113.0,1025.0,22.5,1414.0,116.11,0.35,1418.0,0.93,4.2,0.01,37387.0,1012500.0,26.6,5567.0,3.1,1138.0,0.91,0.04,1500.0,2275.0,1334.0,0.0,-73.9896876,40.6321905,36047023600.0
500,678.0,885.0,27.6,1418.0,109.59,0.37,1414.0,0.99,4.7,0.07,53986.0,990000.0,34.7,4043.0,0.9,1138.0,0.67,0.02,1053.0,3138.0,683.0,0.0,-73.9914376,40.6305112,36047023800.0
501,849.0,1004.0,23.5,1325.0,90.04,0.35,1418.0,0.93,4.2,0.05,46351.0,804300.0,23.5,4310.0,4.8,1355.0,0.81,0.02,1159.0,2772.0,711.0,0.0,-73.9931862,40.6288316,36047024000.0
502,188.0,624.0,32.2,1812.0,81.65,0.25,1488.0,0.57,3.2,0.23,76152.0,567800.0,37.2,2712.0,2.2,350.0,0.84,0.13,933.0,2523.0,309.0,0.0,-73.9538035,40.6922221,36047024100.0
503,713.0,738.0,27.6,1409.0,104.45,0.25,1418.0,0.9,5.5,0.05,75417.0,852200.0,32.5,2987.0,1.9,1253.0,0.57,0.06,1390.0,3083.0,357.0,0.0,-73.9928098,40.6258678,36047024200.0
504,401.0,911.0,34.1,1075.0,95.04,0.31,1812.0,0.34,3.8,0.16,71921.0,921600.0,40.3,4168.0,4.3,886.0,0.74,0.15,1106.0,3459.0,214.0,1.0,-73.952856,40.6874555,36047024300.0
505,1110.0,881.0,23.7,1387.0,91.69,0.34,1409.0,0.78,5.2,0.11,67119.0,846600.0,37.5,3782.0,4.944467353951887,1253.0,0.54,0.12,1292.0,3025.0,502.0,0.0,-73.9862364,40.6217475,36047024400.0
506,517.0,1042.0,34.5,1190.0,87.44,0.21,1379.0,0.16,3.9,0.04,73418.0,695400.0,41.6,4223.0,2.6,886.0,0.69,0.1,688.0,2500.0,243.0,0.0,-73.9519012,40.682881,36047024500.0
507,428.0,1129.0,37.1,1293.0,109.3,0.24,1710.0,0.64,4.6,0.07,70114.0,750000.0,36.9,3083.0,1.9,1128.0,0.55,0.13,909.0,2796.0,327.0,0.0,-73.9811393,40.6181698,36047024600.0
508,293.0,493.0,31.9,1279.0,86.74,0.31,1379.0,0.24,3.7,0.09,57080.0,1027800.0,36.9,2295.0,5.0,1075.0,0.9,0.14,867.0,2800.0,129.0,0.0,-73.9492697,40.6794431,36047024700.0
509,498.0,1565.0,31.0,1253.0,90.62,0.2,1409.0,0.48,4.1,0.21,66258.0,726000.0,40.5,3048.0,4.3,1255.0,0.62,0.14,898.0,3657.0,303.0,0.0,-73.9899931,40.6213629,36047024800.0
510,372.0,1324.0,34.4,1379.0,112.1,0.26,1279.0,0.23,3.9,0.06,75649.0,1018300.0,42.0,4208.0,2.3,886.0,0.82,0.14,1078.0,2641.0,144.0,1.0,-73.9483904,40.6829833,36047024900.0
511,116.0,841.0,46.8,1098.0,93.54,0.28,1396.0,0.3,4.6,0.12,76588.0,665700.0,43.0,1349.0,3.2,1111.0,0.38,0.14,838.0,2650.0,52.0,0.0,-73.9958382,40.6236257,36047025000.0
512,487.0,827.0,32.9,886.0,85.62,0.36,1812.0,0.13,3.9,0.11,55700.0,705200.0,43.4,3473.0,4.0,1075.0,0.86,0.1,686.0,3223.0,195.0,1.0,-73.9493878,40.6878546,36047025100.0
513,828.0,3030.0,36.1,1255.0,115.17,0.24,1409.0,0.55,3.6,0.18,58686.0,635800.0,43.9,5334.0,4.2,1253.0,0.73,0.09,956.0,2604.0,476.0,0.0,-73.9921391,40.6198289,36047025200.0
514,236.0,621.0,31.3,1488.0,105.33,0.26,1812.0,0.39,3.9,0.15,71763.0,796600.0,37.0,2811.0,4.9,350.0,0.8,0.13,942.0,2775.0,173.0,1.0,-73.9503366,40.692622,36047025300.0
515,539.0,2583.0,36.5,1128.0,82.04,0.16,1710.0,0.38,4.2,0.15,70762.0,608900.0,41.4,4347.0,2.2,1189.0,0.59,0.11,767.0,2351.0,344.0,0.0,-73.9838448,40.6166972,36047025400.0
516,1258.0,1379.0,27.1,520.0,75.9,0.31,1676.0,0.2,4.2,0.65,28746.0,582861.2010443864,41.6,5613.0,4.944467353951887,350.0,1.0,0.13,835.5364006988934,2637.827457264957,582.0,1.0,-73.9512862,40.6973922,36047025500.0
517,375.0,1886.0,38.9,1329.0,90.04,0.19,1340.0,0.23,4.1,0.05,71731.0,753500.0,49.1,3166.0,4.944467353951887,1232.0,0.46,0.24,785.0,2956.0,277.0,0.0,-73.9856662,40.614995,36047025600.0
518,284.0,850.0,27.8,1374.0,137.78,0.21,1676.0,0.3,4.2,0.43,69675.0,653000.0,36.9,2442.0,1.8,350.0,0.84,0.2,932.0,2462.0,95.0,1.0,-73.9473445,40.6982179,36047025700.0
519,264.0,2633.0,38.1,1232.0,104.43,0.27,1340.0,0.43,3.9,0.14,55256.0,818100.0,40.2,4242.0,3.7,1255.0,0.74,0.13,925.0,3172.0,543.0,0.0,-73.9874098,40.6132884,36047025800.0
520,177.0,593.0,30.5,1382.0,107.87,0.2,1812.0,0.36,3.9,0.4,64055.0,687500.0,39.4,1981.0,2.2,350.0,0.83,0.13,835.5364006988934,1694.0,155.0,0.0,-73.946224,40.6949675,36047025901.0
521,879.0,655.0,25.6,350.0,78.67,0.38,1676.0,0.16,4.6,0.43,21929.0,582861.2010443864,48.2,3736.0,4.944467353951887,520.0,1.0,0.11,835.5364006988934,2637.827457264957,477.0,1.0,-73.945154,40.696966,36047025902.0
522,333.0,2012.0,44.7,1340.0,92.26,0.12,1387.0,0.35,4.3,0.08,66937.0,712600.0,42.4,3428.0,5.1,1232.0,0.51,0.17,965.0,2956.0,139.0,0.0,-73.9923457,40.6169171,36047026000.0
523,481.0,484.0,31.2,1444.0,68.23,0.26,1812.0,0.32,3.8,0.24,58378.0,590300.0,40.6,4591.0,4.5,350.0,0.83,0.23,1172.0,2904.0,131.0,1.0,-73.9457142,40.6923989,36047026100.0
524,315.0,1154.0,40.3,1199.0,99.01,0.2,1396.0,0.44,5.3,0.18,85306.0,693700.0,44.6,2404.0,4.944467353951887,1098.0,0.47,0.12,813.0,3061.0,167.0,0.0,-73.9970786,40.6187285,36047026200.0
525,134.0,305.0,31.9,1116.0,92.07,0.26,1812.0,0.2,4.0,0.13,53833.0,659400.0,43.7,1865.0,5.4,886.0,0.89,0.18,721.0,2641.0,152.0,1.0,-73.9451314,40.6894684,36047026300.0
