,Own children of the householder 6 to 17 years,YEAR OF ENTRY Foreign born,Median age (years),GROSS RENT Occupied units paying rent Median (dollars),Sex ratio (males per 100 females),"Educational services, and health care and social assistance",relation_max_fee,White,ROOM Median rooms,Hispanic or Latino (of any race),Mean household income (dollars),VALUE Median (dollars),Mean travel time to work (minutes),Total population,Rental vacancy rate,relation_min_fee,HOUSING TENURE Renter-occupied,"Arts, entertainment, and recreation, and accommodation and food services",SELECTED MONTHLY OWNER COSTS (SMOC) Housing units without a mortgage Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units with a mortgage Median (dollars),Own children of the householder under 6 years,label,INTPTLONG                                                                                                                             ,INTPTLAT,geoid
298,924.0,3370.0,40.8,1479.0,74.07,0.48,1598.0,0.05,5.6,0.07,80148.0,431600.0,42.7,6893.0,8.2,925.0,0.35,0.04,882.0,2645.0,301.0,0.0,-73.8419292,40.8908411,36005042600.0
299,245.0,939.0,44.9,1336.0,72.22,0.49,1329.0,0.09,5.0,0.14,77322.0,377500.0,41.3,1996.0,5.4,480.0,0.34,0.06,804.0,2612.0,73.0,0.0,-73.845703,40.8945094,36005042800.0
300,647.0,1803.0,33.0,1222.0,95.67,0.18,1448.0,0.28,3.6,0.56,45715.0,470000.0,42.9,4154.0,4.944467353951887,765.0,0.93,0.09,835.5364006988934,3307.0,427.0,0.0,-73.8742925,40.8749499,36005042901.0
301,496.0,1608.0,32.2,1233.0,89.41,0.26,1448.0,0.18,3.5,0.7,41631.0,582861.2010443864,49.6,4544.0,0.9,765.0,0.93,0.1,835.5364006988934,2637.827457264957,737.0,1.0,-73.873909,40.8771176,36005042902.0
302,574.0,1599.0,36.3,1016.0,79.86,0.31,1336.0,0.08,5.2,0.12,82117.0,408900.0,37.9,3804.0,4.944467353951887,480.0,0.41,0.13,781.0,2604.0,230.0,0.0,-73.8506574,40.8934599,36005043000.0
303,1395.0,5003.0,35.4,1181.0,85.75,0.33,1448.0,0.17,3.4,0.59,39853.0,582861.2010443864,43.3,10346.0,2.7,765.0,0.97,0.14,925.0,2637.827457264957,938.0,1.0,-73.871616,40.8795983,36005043100.0
304,757.0,1628.0,33.6,1211.0,90.93,0.38,1336.0,0.15,4.0,0.28,51566.0,460900.0,45.4,3937.0,3.7,1016.0,0.72,0.09,869.0,2973.0,315.0,0.0,-73.8523391,40.8982106,36005043400.0
305,367.0,884.0,40.5,1329.0,120.32,0.44,1336.0,0.05,4.9,0.16,82073.0,355300.0,50.3,2179.0,4.944467353951887,1016.0,0.41,0.07,1108.0,2477.0,69.0,0.0,-73.849759,40.8972795,36005043600.0
306,397.0,1272.0,33.9,1198.0,85.95,0.36,1399.0,0.19,4.0,0.23,51170.0,426000.0,52.3,3533.0,6.5,1016.0,0.65,0.09,777.0,3088.0,363.0,0.0,-73.8462553,40.9038676,36005044200.0
307,556.0,1638.0,40.5,1428.0,94.67,0.37,1598.0,0.06,5.1,0.11,64263.0,379500.0,51.6,3728.0,5.0,1198.0,0.42,0.09,926.0,2624.0,180.0,0.0,-73.8437344,40.8995005,36005044400.0
308,228.0,976.0,42.1,1598.0,93.59,0.44,1479.0,0.04,5.2,0.1,87942.0,399300.0,47.5,2054.0,4.944467353951887,1016.0,0.27,0.06,902.0,2497.0,92.0,0.0,-73.8413102,40.8954712,36005044800.0
309,188.0,326.0,40.1,1249.0,95.15,0.26,1419.0,0.86,4.1,0.13,87918.0,292400.0,46.8,1450.0,3.9,1134.0,0.59,0.09,735.0,2109.0,54.0,0.0,-73.8733943,40.8974999,36005044901.0
310,197.0,616.0,37.4,1283.0,92.1,0.25,1419.0,0.8,4.3,0.17,73692.0,430300.0,45.5,1994.0,3.8,1134.0,0.64,0.13,695.0,2545.0,258.0,0.0,-73.8689887,40.8988257,36005044902.0
311,81.0,330.0,36.9,1419.0,106.13,0.41,1399.0,0.87,3.9,0.1,79028.0,395000.0,38.0,1548.0,9.5,1134.0,0.67,0.15,632.0,2637.827457264957,132.0,0.0,-73.8643137,40.8974545,36005045101.0
312,158.0,601.0,40.7,1399.0,90.62,0.35,1419.0,0.85,4.3,0.15,81302.0,348400.0,35.1,1870.0,4.944467353951887,1134.0,0.58,0.04,613.0,2213.0,96.0,0.0,-73.8641477,40.9003682,36005045102.0
313,1043.0,1067.0,27.0,480.0,58.58,0.45,1408.0,0.13,4.1,0.61,25234.0,582861.2010443864,58.2,5211.0,1.2,1016.0,1.0,0.09,835.5364006988934,2637.827457264957,470.0,0.0,-73.8452028,40.8858611,36005045800.0
314,511.0,694.0,35.5,925.0,70.08,0.57,1479.0,0.04,4.1,0.3,42823.0,420200.0,43.1,2888.0,2.9,480.0,0.83,0.05,917.0,3072.0,236.0,1.0,-73.8426481,40.8824438,36005046000.0
315,1747.0,3038.0,35.7,1058.0,68.49,0.45,1479.0,0.07,4.7,0.25,53547.0,403200.0,47.0,9410.0,1.4,925.0,0.66,0.05,1217.0,2090.0,675.0,1.0,-73.8341062,40.8794276,36005046202.0
316,549.0,1726.0,39.0,1445.0,98.05,0.36,1598.0,0.08,5.1,0.17,86391.0,379800.0,42.7,4054.0,3.9,925.0,0.39,0.05,861.0,3064.0,129.0,0.0,-73.8345873,40.8863051,36005048400.0
317,162.0,672.0,46.3,1478.0,100.57,0.22,3261.0,0.72,3.5,0.08,132598.0,739000.0,31.9,4224.0,4.944467353951887,1894.0,0.54,0.06,506.0,2631.0,255.0,0.0,-73.9938088,40.700215,36047000100.0
318,288.0,758.0,31.1,1327.0,142.67,0.13,1559.0,0.21,4.2,0.9,54055.0,462100.0,38.9,1638.0,4.944467353951887,1294.0,0.82,0.26,835.5364006988934,2900.0,98.0,0.0,-74.0110678,40.6532475,36047000200.0
319,313.0,518.0,41.1,2023.0,104.04,0.17,3120.0,0.82,3.8,0.08,200742.0,762800.0,32.7,4246.0,2.3,1710.0,0.41,0.03,1193.0,2740.0,293.0,0.0,-73.9973734,40.6963724,36047000301.0
320,180.0,1185.0,31.8,1894.0,88.56,0.17,2867.0,0.74,3.1,0.09,163519.0,727700.0,29.0,4697.0,4.944467353951887,1478.0,0.56,0.09,596.0,2463.0,296.0,0.0,-73.9947007,40.6958143,36047000501.0
321,114.0,598.0,37.0,1998.0,99.24,0.2,2867.0,0.83,2.8,0.08,152866.0,490200.0,30.0,2618.0,4.944467353951887,1478.0,0.67,0.09,655.0,2448.0,195.0,0.0,-73.9928614,40.6951344,36047000502.0
322,419.0,633.0,36.5,2115.0,94.05,0.21,2285.0,0.81,3.6,0.09,218512.0,1235700.0,32.6,4110.0,4.9,1710.0,0.57,0.04,1461.0,4000.0,436.0,0.0,-73.9973434,40.6923505,36047000700.0
323,188.0,751.0,33.4,2722.0,109.32,0.21,2867.0,0.71,2.9,0.06,203390.0,715300.0,30.2,4245.0,4.944467353951887,1894.0,0.68,0.05,800.0,3188.0,347.0,0.0,-73.9916018,40.6917206,36047000900.0
324,22.0,280.0,31.1,2867.0,120.83,0.12,2722.0,0.68,2.6,0.09,147129.0,1321400.0,29.1,1124.0,4.944467353951887,1894.0,0.97,0.03,835.5364006988934,4000.0,55.0,0.0,-73.9877087,40.6932903,36047001100.0
325,135.0,493.0,36.9,2204.0,129.84,0.29,3261.0,0.66,3.4,0.19,129601.0,433400.0,30.2,2565.0,17.0,1478.0,0.16,0.05,293.0,1326.0,135.0,0.0,-73.9883586,40.697615,36047001300.0
326,672.0,1963.0,31.9,2253.0,88.22,0.17,2646.0,0.37,3.2,0.21,124355.0,949000.0,32.5,6390.0,3.9,425.0,0.8,0.1,1254.0,3546.0,372.0,1.0,-73.9829865,40.6942526,36047001500.0
327,198.0,549.0,31.5,1299.0,112.61,0.18,1559.0,0.37,4.0,0.87,68446.0,564100.0,43.5,1265.0,15.3,1182.0,0.84,0.17,835.5364006988934,1875.0,96.0,1.0,-74.0159276,40.6480407,36047002000.0
328,347.0,748.0,34.5,3261.0,106.88,0.14,2204.0,0.78,3.2,0.07,267005.0,1368600.0,33.1,4628.0,3.2,628.0,0.62,0.09,1219.0,4000.0,688.0,0.0,-73.9871126,40.7034283,36047002100.0
329,617.0,2489.0,38.7,1184.0,94.83,0.26,1471.0,0.4,3.8,0.67,62985.0,582861.2010443864,42.5,4976.0,3.3,1182.0,0.71,0.18,100.0,2704.0,242.0,1.0,-74.0216933,40.6434585,36047002200.0
330,610.0,1046.0,31.3,425.0,81.21,0.3,2253.0,0.08,4.2,0.3,28814.0,582861.2010443864,53.6,4389.0,4.944467353951887,509.0,0.98,0.21,835.5364006988934,2637.827457264957,577.0,1.0,-73.9832799,40.6995617,36047002300.0
331,707.0,1119.0,31.5,509.0,65.07,0.34,2646.0,0.08,4.0,0.3,29425.0,582861.2010443864,41.1,4074.0,4.944467353951887,425.0,0.99,0.11,835.5364006988934,2637.827457264957,240.0,1.0,-73.9780959,40.6949933,36047002901.0
332,330.0,550.0,33.6,1423.0,98.45,0.38,1412.0,0.66,3.8,0.22,103521.0,630100.0,42.5,1792.0,5.6,1182.0,0.44,0.02,794.0,2195.0,116.0,0.0,-74.0289766,40.6388788,36047003000.0
333,130.0,796.0,41.2,1905.0,71.98,0.36,2646.0,0.3,3.3,0.12,92128.0,423000.0,30.4,2879.0,4.944467353951887,509.0,0.41,0.04,130.0,1570.0,57.0,0.0,-73.9776998,40.6916164,36047003100.0
334,210.0,877.0,33.8,2266.0,99.56,0.23,2646.0,0.61,2.9,0.19,156503.0,904100.0,27.6,3171.0,2.7,509.0,0.74,0.1,676.0,3302.0,189.0,0.0,-73.9781063,40.6885112,36047003300.0
335,287.0,1190.0,49.2,1315.0,99.09,0.17,1681.0,0.71,3.7,0.16,92281.0,589000.0,45.0,2829.0,7.8,1153.0,0.48,0.07,671.0,2724.0,132.0,0.0,-74.0466996,40.6445449,36047003400.0
336,139.0,365.0,38.2,1202.0,80.57,0.3,2646.0,0.41,3.0,0.12,106733.0,1513900.0,34.6,1589.0,0.7,824.0,0.73,0.11,876.0,4000.0,118.0,0.0,-73.9761803,40.6853252,36047003500.0
337,333.0,1741.0,37.0,1412.0,94.62,0.31,1470.0,0.65,3.7,0.15,96318.0,370600.0,45.6,4342.0,4.944467353951887,1286.0,0.52,0.08,791.0,1619.0,558.0,0.0,-74.0308979,40.6346861,36047003600.0
338,59.0,274.0,31.1,2646.0,100.0,0.15,2266.0,0.76,2.6,0.08,149537.0,802200.0,31.0,1214.0,6.0,509.0,0.74,0.06,1303.0,2682.0,78.0,1.0,-73.9847008,40.6893926,36047003700.0
339,106.0,443.0,47.3,1479.0,117.44,0.26,1681.0,0.76,4.5,0.06,108932.0,771200.0,39.9,1459.0,4.8,1153.0,0.41,0.08,794.0,2200.0,132.0,0.0,-74.0474421,40.6365238,36047003800.0
340,242.0,521.0,34.8,1380.0,94.15,0.2,2646.0,0.64,3.1,0.15,125762.0,1061300.0,36.2,2458.0,1.9,824.0,0.72,0.14,840.0,3567.0,166.0,0.0,-73.980824,40.6849013,36047003900.0
341,391.0,562.0,38.3,2044.0,91.76,0.19,2867.0,0.68,3.7,0.08,177989.0,1678400.0,31.8,3653.0,2.8,589.0,0.64,0.14,1014.0,3946.0,235.0,0.0,-73.9850537,40.6865997,36047004100.0
342,138.0,571.0,35.6,1968.0,121.47,0.14,2867.0,0.68,3.2,0.16,160614.0,1052600.0,30.6,3260.0,3.2,589.0,0.73,0.13,881.0,3211.0,243.0,0.0,-73.9895992,40.6882029,36047004300.0
343,275.0,322.0,45.7,1362.0,95.75,0.31,1681.0,0.88,5.9,0.09,129033.0,950100.0,33.3,2255.0,2.0,520.0,0.3,0.06,1198.0,3439.0,117.0,0.0,-74.0485191,40.6330732,36047004400.0
344,331.0,477.0,34.8,2192.0,89.66,0.2,2293.0,0.87,3.4,0.03,176717.0,1150300.0,31.9,3465.0,4.944467353951887,1710.0,0.62,0.08,1254.0,3759.0,308.0,0.0,-73.995287,40.688146,36047004500.0
345,185.0,335.0,44.8,1153.0,97.64,0.36,1681.0,0.87,7.2,0.07,145764.0,978200.0,39.2,1338.0,4.944467353951887,520.0,0.24,0.1,1345.0,4000.0,105.0,0.0,-74.0495131,40.6285788,36047004600.0
346,206.0,406.0,36.3,1710.0,93.67,0.22,2293.0,0.66,3.9,0.2,149689.0,1137800.0,39.5,2142.0,4.944467353951887,1914.0,0.65,0.09,1500.0,2956.0,330.0,0.0,-74.0018662,40.6883662,36047004700.0
347,105.0,503.0,36.7,1914.0,101.01,0.23,2293.0,0.71,3.5,0.14,158400.0,978400.0,35.3,2599.0,3.6,1710.0,0.63,0.11,835.5364006988934,3578.0,252.0,0.0,-73.9984362,40.6879989,36047004900.0
348,259.0,680.0,41.3,1681.0,90.88,0.3,1672.0,0.88,4.2,0.13,146021.0,997100.0,45.4,2449.0,7.2,520.0,0.51,0.14,1119.0,4000.0,233.0,0.0,-74.0488811,40.6245708,36047005000.0
349,177.0,399.0,38.0,2285.0,102.88,0.25,2293.0,0.78,3.9,0.24,105141.0,647000.0,38.8,2392.0,4.944467353951887,1710.0,0.63,0.14,879.0,2846.0,359.0,0.0,-74.0034691,40.6834876,36047005100.0
350,85.0,571.0,60.9,520.0,63.44,0.31,1681.0,0.82,2.7,0.12,75550.0,881100.0,51.6,1623.0,7.8,727.0,0.83,0.08,1030.0,3060.0,121.0,0.0,-74.0473154,40.6214378,36047005201.0
351,223.0,526.0,43.8,1672.0,88.96,0.22,1681.0,0.89,3.6,0.06,85772.0,300700.0,49.1,2464.0,4.944467353951887,520.0,0.48,0.06,550.0,1553.0,119.0,0.0,-74.0463778,40.618244,36047005202.0
352,268.0,488.0,34.7,1608.0,118.18,0.18,1886.0,0.58,3.8,0.33,101560.0,897200.0,35.7,2424.0,1.6,395.0,0.71,0.19,922.0,3050.0,176.0,0.0,-74.0291182,40.6708307,36047005300.0
353,216.0,1046.0,45.7,1452.0,85.66,0.22,1672.0,0.86,3.6,0.09,91744.0,491000.0,48.1,3160.0,5.3,1307.0,0.71,0.07,524.0,2816.0,137.0,0.0,-74.0394733,40.6167865,36047005400.0
354,153.0,776.0,46.7,1439.0,84.95,0.27,1672.0,0.87,3.3,0.08,77863.0,355900.0,57.9,2310.0,4.944467353951887,1307.0,0.68,0.06,730.0,1726.0,60.0,0.0,-74.0436073,40.6131603,36047005601.0
355,190.0,370.0,37.1,1307.0,74.22,0.27,1672.0,0.8,3.2,0.1,91480.0,418800.0,48.0,1622.0,3.8,1341.0,0.54,0.04,645.0,1855.0,71.0,0.0,-74.0412079,40.6100021,36047005602.0
356,445.0,1356.0,39.7,1311.0,103.14,0.29,1566.0,0.7,3.3,0.16,64196.0,824200.0,41.2,3106.0,8.9,1286.0,0.76,0.17,782.0,4000.0,100.0,0.0,-74.0321884,40.6190887,36047005800.0
357,86.0,134.0,34.2,1886.0,102.76,0.22,2293.0,0.66,3.7,0.25,74823.0,856500.0,40.7,1397.0,4.0,395.0,0.9,0.15,835.5364006988934,2162.0,133.0,1.0,-74.006119,40.6794073,36047005900.0
358,289.0,795.0,35.9,1429.0,93.53,0.2,1566.0,0.79,4.3,0.18,100111.0,853700.0,42.0,2541.0,7.0,1286.0,0.72,0.16,1061.0,3549.0,162.0,0.0,-74.0316042,40.6220831,36047006000.0
359,518.0,1140.0,37.6,1470.0,93.75,0.25,1437.0,0.7,3.8,0.17,82709.0,860800.0,43.2,2916.0,8.1,1286.0,0.76,0.09,1027.0,3113.0,211.0,0.0,-74.0304459,40.624911,36047006200.0
360,198.0,286.0,37.2,2293.0,84.99,0.27,2285.0,0.85,4.2,0.09,141137.0,865000.0,39.1,1885.0,9.2,1914.0,0.72,0.06,835.5364006988934,3595.0,183.0,0.0,-74.0013266,40.6819499,36047006300.0
361,316.0,930.0,47.4,1286.0,97.67,0.19,1470.0,0.79,4.1,0.14,84145.0,814900.0,42.0,2975.0,4.1,1341.0,0.52,0.11,1047.0,2031.0,111.0,0.0,-74.0288094,40.6289253,36047006400.0
362,567.0,905.0,38.3,2138.0,92.61,0.17,2293.0,0.87,4.3,0.05,176271.0,1352000.0,36.2,5763.0,4.944467353951887,1914.0,0.67,0.12,984.0,3394.0,520.0,0.0,-73.9994592,40.6790828,36047006500.0
363,336.0,1054.0,39.8,1384.0,78.63,0.26,1470.0,0.78,4.0,0.25,84528.0,791200.0,39.8,3528.0,5.7,1286.0,0.79,0.09,785.0,3179.0,327.0,0.0,-74.0274985,40.6321309,36047006600.0
364,228.0,453.0,36.6,1994.0,98.92,0.23,2293.0,0.88,4.6,0.09,194129.0,1885400.0,36.3,3867.0,4.944467353951887,1710.0,0.59,0.09,1018.0,3850.0,513.0,0.0,-73.9972232,40.6841759,36047006700.0
365,557.0,2039.0,33.6,1341.0,93.42,0.28,1470.0,0.57,3.8,0.32,57920.0,813100.0,39.8,4731.0,4.0,1286.0,0.76,0.13,845.0,2919.0,447.0,0.0,-74.0262304,40.6351749,36047006800.0
366,225.0,448.0,34.2,2226.0,78.99,0.18,2867.0,0.82,3.7,0.1,178439.0,1087500.0,34.8,3417.0,4.944467353951887,589.0,0.7,0.06,911.0,2652.0,150.0,0.0,-73.9917012,40.6852348,36047006900.0
367,335.0,1025.0,40.8,1182.0,94.49,0.32,1471.0,0.63,3.7,0.2,67646.0,505700.0,45.9,2470.0,6.2,1184.0,0.51,0.06,835.5364006988934,3055.0,186.0,1.0,-74.0242975,40.6381971,36047007000.0
368,605.0,660.0,36.8,589.0,76.91,0.29,2722.0,0.35,4.3,0.42,70463.0,875000.0,41.6,4943.0,1.6,1626.0,0.85,0.11,790.0,2380.0,344.0,0.0,-73.9861157,40.683021,36047007100.0
369,362.0,1216.0,29.8,1321.0,90.25,0.18,1471.0,0.27,3.8,0.6,40269.0,687500.0,44.0,2127.0,1.7,1182.0,0.96,0.23,838.0,2637.827457264957,236.0,1.0,-74.0204135,40.6402978,36047007200.0
370,1114.0,3066.0,32.7,1471.0,114.87,0.24,1370.0,0.22,4.1,0.72,62361.0,842200.0,41.0,5767.0,8.6,1182.0,0.82,0.12,825.0,2821.0,427.0,0.0,-74.0170288,40.6418552,36047007400.0
371,630.0,999.0,38.1,2281.0,95.31,0.23,2226.0,0.84,4.3,0.07,201389.0,1181100.0,34.0,4543.0,5.4,589.0,0.6,0.08,707.0,3298.0,295.0,0.0,-73.9920163,40.6812953,36047007500.0
372,698.0,2406.0,30.9,1294.0,99.11,0.21,1559.0,0.34,4.2,0.62,55496.0,761800.0,43.6,4936.0,3.5,1202.0,0.75,0.21,737.0,3083.0,456.0,0.0,-74.0146698,40.6440836,36047007600.0
373,321.0,1242.0,37.8,2166.0,95.23,0.18,2293.0,0.77,4.0,0.2,162301.0,1065700.0,35.6,4705.0,4.944467353951887,395.0,0.67,0.08,791.0,3354.0,494.0,0.0,-73.9952238,40.6770199,36047007700.0
374,772.0,2508.0,31.9,1358.0,96.51,0.15,1559.0,0.3,4.2,0.78,64239.0,654600.0,44.3,5518.0,1.3,1202.0,0.75,0.08,664.0,2947.0,479.0,0.0,-74.012337,40.6463204,36047007800.0
375,652.0,1634.0,30.8,1559.0,117.99,0.2,1358.0,0.38,4.3,0.75,76956.0,718200.0,43.3,4133.0,1.7,1294.0,0.68,0.19,629.0,3196.0,400.0,0.0,-74.0100166,40.6485749,36047008000.0
376,693.0,1748.0,30.6,1352.0,100.93,0.24,1559.0,0.33,4.0,0.71,66289.0,618200.0,39.6,4306.0,4.944467353951887,1294.0,0.82,0.15,737.0,3344.0,332.0,1.0,-74.0076889,40.650818,36047008200.0
377,656.0,1466.0,35.4,1266.0,120.64,0.17,1436.0,0.4,4.0,0.7,66338.0,784400.0,38.1,3784.0,1.2,1228.0,0.78,0.11,752.0,1975.0,262.0,1.0,-74.0044859,40.6538976,36047008400.0
378,1280.0,1430.0,31.8,395.0,61.3,0.29,2293.0,0.15,3.6,0.47,28023.0,582861.2010443864,42.9,7281.0,0.8,1886.0,1.0,0.02,835.5364006988934,2637.827457264957,568.0,1.0,-74.0064716,40.675857,36047008500.0
379,411.0,1451.0,33.3,1436.0,125.25,0.25,1343.0,0.41,4.1,0.66,60000.0,290600.0,43.8,3399.0,4.944467353951887,1127.0,0.56,0.12,293.0,1456.0,207.0,0.0,-74.0014031,40.6502102,36047008800.0
380,506.0,1958.0,31.3,1343.0,107.24,0.16,1436.0,0.22,3.8,0.41,49311.0,285700.0,49.7,3206.0,2.8,1028.0,0.81,0.25,431.0,2417.0,314.0,1.0,-73.9972994,40.6472568,36047009000.0
381,867.0,3221.0,33.2,1243.0,82.45,0.16,1436.0,0.18,3.9,0.36,48719.0,483700.0,42.5,5488.0,4.944467353951887,1028.0,0.81,0.28,930.0,1989.0,375.0,0.0,-73.9993384,40.6453168,36047009200.0
382,682.0,3373.0,32.9,1319.0,90.53,0.17,1436.0,0.2,4.1,0.18,57607.0,764400.0,46.3,5571.0,1.0,1028.0,0.75,0.28,852.0,2188.0,588.0,0.0,-74.0013789,40.6433565,36047009400.0
383,823.0,3256.0,35.0,1339.0,110.3,0.1,1559.0,0.36,3.9,0.49,54993.0,609200.0,42.2,6103.0,3.1,1202.0,0.82,0.28,766.0,2460.0,600.0,0.0,-74.0057847,40.6460153,36047009600.0
384,1484.0,4818.0,29.9,1303.0,104.32,0.15,1559.0,0.16,4.1,0.47,54164.0,797500.0,50.5,8144.0,4.3,1202.0,0.87,0.29,1141.0,2440.0,1146.0,0.0,-74.0081153,40.6437764,36047009800.0
385,1080.0,4002.0,32.3,1202.0,112.48,0.16,1358.0,0.21,4.2,0.36,49197.0,801600.0,47.7,6642.0,4.0,1147.0,0.79,0.38,801.0,1938.0,557.0,0.0,-74.0104457,40.6415355,36047010000.0
386,503.0,1820.0,31.8,1228.0,108.29,0.16,1962.0,0.43,4.0,0.6,71386.0,692800.0,38.5,4297.0,4.944467353951887,1266.0,0.74,0.19,833.0,2246.0,325.0,1.0,-73.9998245,40.6583907,36047010100.0
387,586.0,3361.0,31.5,1221.0,102.18,0.12,1303.0,0.21,4.2,0.26,57136.0,834700.0,44.7,5291.0,1.7,1147.0,0.75,0.35,819.0,3465.0,599.0,0.0,-74.0127872,40.6392844,36047010200.0
388,792.0,4057.0,33.6,1188.0,108.4,0.19,1346.0,0.07,3.7,0.09,52256.0,855100.0,39.7,5904.0,4.944467353951887,1147.0,0.81,0.28,793.0,2989.0,606.0,0.0,-74.0083814,40.636624,36047010400.0
389,533.0,3511.0,32.6,1147.0,94.36,0.13,1303.0,0.09,3.9,0.14,46059.0,770800.0,44.2,5240.0,4.944467353951887,1188.0,0.82,0.34,872.0,3262.0,592.0,0.0,-74.00604,40.6388746,36047010600.0
390,638.0,2386.0,36.7,1028.0,87.84,0.19,1557.0,0.12,3.8,0.15,46005.0,779900.0,46.3,4108.0,3.4,1127.0,0.75,0.36,742.0,3080.0,275.0,1.0,-74.0037106,40.641116,36047010800.0
391,487.0,1259.0,28.1,1453.0,107.62,0.2,1483.0,0.3,4.3,0.41,68489.0,653400.0,44.4,2670.0,8.8,1138.0,0.66,0.1,825.0,2766.0,187.0,0.0,-73.9927738,40.6445789,36047011000.0
392,1451.0,2850.0,30.6,1127.0,116.77,0.26,1557.0,0.58,3.8,0.34,42940.0,577800.0,36.9,6707.0,1.0,1028.0,0.86,0.18,821.0,2496.0,701.0,0.0,-73.9956749,40.6422528,36047011200.0
393,741.0,1748.0,31.1,1159.0,92.49,0.36,1557.0,0.59,4.1,0.11,59239.0,786200.0,35.0,4664.0,5.3,1028.0,0.69,0.14,1073.0,3269.0,677.0,0.0,-73.9992118,40.6394233,36047011400.0
394,504.0,2616.0,31.2,1150.0,93.49,0.13,1557.0,0.13,3.9,0.08,54914.0,924200.0,52.4,4189.0,4.944467353951887,1028.0,0.87,0.4,848.0,2568.0,521.0,0.0,-74.0036488,40.6358731,36047011600.0
395,285.0,514.0,33.1,1711.0,113.6,0.2,2046.0,0.71,3.8,0.27,98673.0,981700.0,36.3,2796.0,1.3,1787.0,0.74,0.16,835.5364006988934,2754.0,148.0,0.0,-73.9933107,40.6685626,36047011700.0
396,240.0,1311.0,32.4,1232.0,88.71,0.15,1346.0,0.09,3.9,0.18,40565.0,809400.0,39.7,2072.0,5.1,1147.0,0.83,0.41,762.0,3153.0,293.0,0.0,-74.0114899,40.6351044,36047011800.0
397,89.0,370.0,34.1,1626.0,96.67,0.17,2281.0,0.71,3.4,0.26,108716.0,1062500.0,34.1,1654.0,1.1,589.0,0.77,0.14,1334.0,2771.0,147.0,0.0,-73.9889703,40.6754018,36047011900.0
398,223.0,834.0,34.4,1291.0,82.26,0.18,1346.0,0.09,4.0,0.08,63079.0,852300.0,40.6,1305.0,6.9,1147.0,0.73,0.33,923.0,3550.0,98.0,0.0,-74.0117295,40.6327817,36047012000.0
399,91.0,435.0,33.4,2046.0,97.05,0.2,2012.0,0.63,3.9,0.31,116926.0,959600.0,35.7,1801.0,4.944467353951887,1626.0,0.66,0.08,842.0,2842.0,111.0,0.0,-73.991049,40.671479,36047012100.0
400,993.0,3651.0,30.5,1192.0,122.92,0.15,1471.0,0.15,4.0,0.48,42758.0,843100.0,42.4,5787.0,4.3,1182.0,0.85,0.23,1044.0,2483.0,548.0,0.0,-74.0175772,40.638166,36047012200.0
401,362.0,1492.0,34.4,1370.0,107.27,0.22,1382.0,0.35,4.0,0.31,64038.0,790700.0,45.4,2852.0,4.944467353951887,1182.0,0.69,0.13,918.0,2567.0,201.0,0.0,-74.0190415,40.634819,36047012600.0
402,205.0,743.0,33.2,824.0,84.22,0.31,2191.0,0.35,3.9,0.34,94605.0,677100.0,39.1,4204.0,4.944467353951887,1202.0,0.87,0.08,950.0,1873.0,520.0,0.0,-73.9828507,40.6817476,36047012700.0
403,252.0,1146.0,35.2,1346.0,104.1,0.17,1294.0,0.42,4.0,0.11,59529.0,832200.0,51.0,2139.0,2.6,1183.0,0.69,0.13,920.0,3464.0,169.0,0.0,-74.0133027,40.6308009,36047012801.0
404,182.0,434.0,34.4,2191.0,83.32,0.18,2167.0,0.62,3.8,0.29,129012.0,1009300.0,35.8,2462.0,4.944467353951887,824.0,0.7,0.15,671.0,2816.0,261.0,0.0,-73.9785276,40.6817265,36047012901.0
405,171.0,388.0,33.7,2167.0,89.66,0.22,2191.0,0.68,3.5,0.21,146959.0,1393800.0,35.7,1908.0,4.3,824.0,0.72,0.1,988.0,3446.0,122.0,0.0,-73.9760267,40.6807693,36047012902.0
406,637.0,1917.0,35.2,1292.0,95.75,0.22,1491.0,0.52,3.9,0.32,79919.0,568000.0,44.7,5203.0,4.944467353951887,1182.0,0.77,0.09,825.0,2707.0,578.0,0.0,-74.0213843,40.6325873,36047013000.0
407,363.0,439.0,34.7,2051.0,68.79,0.25,2330.0,0.65,4.1,0.17,195656.0,929300.0,37.0,4137.0,2.2,824.0,0.63,0.1,824.0,4000.0,299.0,0.0,-73.9796019,40.6777175,36047013100.0
408,296.0,1038.0,35.5,1279.0,90.58,0.26,1491.0,0.37,4.4,0.19,76293.0,850100.0,40.0,2186.0,4.944467353951887,1292.0,0.6,0.13,941.0,3433.0,237.0,0.0,-74.0156708,40.6279744,36047013200.0
409,620.0,741.0,35.2,2128.0,93.48,0.2,2330.0,0.76,4.0,0.14,158371.0,980200.0,36.7,4657.0,0.7,2051.0,0.6,0.06,946.0,3305.0,576.0,0.0,-73.9813092,40.6751825,36047013300.0
410,439.0,1187.0,38.7,1382.0,86.92,0.22,1491.0,0.77,4.9,0.15,83010.0,738700.0,43.2,3916.0,2.8,1279.0,0.55,0.16,857.0,2946.0,380.0,0.0,-74.0202705,40.6295241,36047013400.0
411,464.0,742.0,36.2,2330.0,79.52,0.27,2203.0,0.72,3.9,0.11,176853.0,971900.0,41.6,3594.0,2.0,2051.0,0.55,0.08,1100.0,3167.0,434.0,0.0,-73.9833133,40.672811,36047013500.0
