,Own children of the householder 6 to 17 years,YEAR OF ENTRY Foreign born,Median age (years),GROSS RENT Occupied units paying rent Median (dollars),Sex ratio (males per 100 females),"Educational services, and health care and social assistance",relation_max_fee,White,ROOM Median rooms,Hispanic or Latino (of any race),Mean household income (dollars),VALUE Median (dollars),Mean travel time to work (minutes),Total population,Rental vacancy rate,relation_min_fee,HOUSING TENURE Renter-occupied,"Arts, entertainment, and recreation, and accommodation and food services",SELECTED MONTHLY OWNER COSTS (SMOC) Housing units without a mortgage Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units with a mortgage Median (dollars),Own children of the householder under 6 years,label,INTPTLONG,INTPTLAT,geoid
439,412.0,1691.0,,1171.0,103.3,0.18,1399.0,0.28,2.6,0.33,53464.0,569234.468339307,26.6,2805.0,3.6,1136.0,0.96,0.18,835.0,2403.218731117825,72.0,1.0,-118.3073155,34.0726142,6037211410.0
440,410.0,1944.0,,1136.0,106.5,0.12,1399.0,0.35,3.0,0.43,66885.0,669100.0,34.1,3452.0,3.1,1168.0,0.82,0.15,607.726253298153,2951.0,201.0,0.0,-118.3029424,34.0726364,6037211420.0
441,406.0,1305.0,,1788.0,84.5,0.17,1721.0,0.29,3.9,0.04,159303.0,1639400.0,28.8,2744.0,0.0,1183.0,0.79,0.16,1250.0,3867.0,227.0,0.0,-118.3184531,34.0653405,6037211701.0
442,357.0,2755.0,,1291.0,90.2,0.13,1788.0,0.36,2.9,0.42,54119.0,758400.0,30.5,4490.0,0.0,1171.0,0.91,0.17,619.0,1988.0,232.0,0.0,-118.311582,34.0671467,6037211703.0
443,187.0,1566.0,,1254.0,91.6,0.19,1788.0,0.24,2.7,0.2,52386.0,410800.0,30.1,2943.0,3.2,1179.0,0.89,0.13,591.0,1867.0,154.0,1.0,-118.3115783,34.0635115,6037211704.0
444,628.0,2685.0,,1179.0,109.2,0.18,1478.0,0.23,2.7,0.3,59642.0,370800.0,29.3,4463.0,5.9,1093.0,0.88,0.2,607.726253298153,2425.0,170.0,1.0,-118.3047254,34.0635374,6037211802.0
445,273.0,2196.0,,1399.0,95.4,0.21,1311.0,0.16,2.8,0.17,59617.0,301800.0,27.2,3403.0,5.1,1093.0,0.92,0.19,685.0,1438.0,276.0,1.0,-118.3022323,34.067188,6037211803.0
446,376.0,2437.0,,1311.0,79.6,0.17,1399.0,0.16,3.0,0.11,54451.0,773800.0,27.7,3212.0,0.0,1136.0,0.93,0.14,1037.0,2531.0,92.0,0.0,-118.3066067,34.0671619,6037211804.0
447,458.0,2412.0,,1235.0,108.9,0.15,1492.0,0.44,2.7,0.57,51248.0,336400.0,34.0,4403.0,7.6,1093.0,0.95,0.26,607.726253298153,1625.0,356.0,1.0,-118.2985036,34.0672078,6037211910.0
448,329.0,1504.0,,1217.0,109.2,0.17,1492.0,0.26,2.7,0.38,40017.0,569234.468339307,30.5,2519.0,5.7,1073.0,0.98,0.23,607.726253298153,2403.218731117825,155.0,1.0,-118.292902,34.067232,6037211921.0
449,301.0,2266.0,,1240.0,109.9,0.11,1492.0,0.31,2.8,0.49,57090.0,569234.468339307,33.7,3522.0,4.7,1073.0,0.99,0.24,607.726253298153,2403.218731117825,387.0,1.0,-118.2953981,34.0672221,6037211922.0
450,180.0,2026.0,,1492.0,91.8,0.14,1240.0,0.25,2.8,0.26,64427.0,573200.0,30.1,3165.0,1.3,909.0,0.93,0.27,1424.0,2173.0,101.0,1.0,-118.2941415,34.0635956,6037212101.0
451,180.0,1219.0,,1093.0,108.6,0.2,1492.0,0.2,2.4,0.25,43912.0,569234.468339307,30.8,2301.0,4.1,949.0,0.99,0.21,607.726253298153,2403.218731117825,172.0,0.0,-118.2984976,34.0635726,6037212102.0
452,541.0,1940.0,,1051.0,104.1,0.1,1225.0,0.27,2.7,0.73,46656.0,569234.468339307,34.0,3484.0,5.1,880.0,0.99,0.2,607.726253298153,2403.218731117825,231.0,0.0,-118.2879321,34.0563658,6037212202.0
453,391.0,2093.0,,909.0,82.3,0.06,1492.0,0.23,1.5,0.63,35197.0,569234.468339307,38.0,2978.0,3.9,886.0,1.0,0.2,607.726253298153,2403.218731117825,114.0,0.0,-118.2903562,34.0597622,6037212203.0
454,523.0,1955.0,,886.0,97.5,0.09,1342.0,0.29,1.8,0.7,37148.0,373500.0,37.8,3383.0,6.2,861.0,0.98,0.12,607.726253298153,2403.218731117825,381.0,0.0,-118.2865323,34.0598252,6037212204.0
455,363.0,2446.0,,1070.0,138.8,0.05,1492.0,0.3,1.9,0.67,46884.0,569234.468339307,35.7,3966.0,4.8,909.0,1.0,0.3,607.726253298153,2403.218731117825,412.0,0.0,-118.2935144,34.0597633,6037212303.0
456,228.0,960.0,,949.0,101.0,0.13,1492.0,0.3,1.4,0.68,33308.0,569234.468339307,35.8,1817.0,3.9,1052.0,1.0,0.29,607.726253298153,2403.218731117825,140.0,1.0,-118.2979144,34.0598537,6037212304.0
457,495.0,1718.0,,1052.0,119.4,0.07,1478.0,0.2,2.1,0.7,45833.0,569234.468339307,38.0,3126.0,5.7,949.0,0.99,0.25,607.726253298153,2403.218731117825,337.0,1.0,-118.2981624,34.0561038,6037212305.0
458,338.0,2272.0,,1225.0,137.9,0.13,1070.0,0.19,2.9,0.5,50974.0,446000.0,34.0,3366.0,2.7,909.0,0.94,0.24,607.726253298153,2714.0,296.0,1.0,-118.2940727,34.056128,6037212306.0
459,354.0,2779.0,,1478.0,125.4,0.13,1290.0,0.12,2.9,0.45,57779.0,598700.0,35.5,4378.0,3.6,949.0,0.99,0.31,607.726253298153,2403.218731117825,311.0,1.0,-118.3022262,34.0595607,6037212410.0
460,468.0,1905.0,,1222.0,97.3,0.12,1478.0,0.14,2.6,0.56,48593.0,636000.0,33.8,3539.0,6.4,949.0,0.91,0.26,855.0,1956.0,295.0,0.0,-118.3019777,34.0560876,6037212420.0
461,167.0,1047.0,,1174.0,95.3,0.15,1478.0,0.29,2.5,0.49,54970.0,700000.0,33.4,1912.0,3.9,1052.0,0.96,0.25,1113.0,2850.0,83.0,1.0,-118.3053637,34.05607,6037212501.0
462,208.0,1234.0,,1290.0,90.4,0.14,1478.0,0.23,2.9,0.3,61696.0,528800.0,26.8,2589.0,6.7,1174.0,0.92,0.16,1157.0,2625.0,68.0,1.0,-118.3069674,34.0586417,6037212502.0
463,312.0,2374.0,,1183.0,94.4,0.16,1788.0,0.2,2.9,0.27,66256.0,826700.0,29.9,3896.0,4.2,1199.0,0.82,0.13,1406.0,3470.0,162.0,1.0,-118.3138698,34.0598448,6037212610.0
464,484.0,2536.0,,1199.0,92.6,0.15,1373.0,0.15,2.7,0.47,44193.0,1008100.0,35.8,4230.0,0.0,1174.0,0.92,0.22,782.0,3172.0,235.0,1.0,-118.3130597,34.0563607,6037212620.0
465,273.0,1341.0,,1373.0,84.2,0.2,1788.0,0.2,4.4,0.23,72110.0,898900.0,28.4,2389.0,4.6,1083.0,0.61,0.11,627.0,3734.0,111.0,0.0,-118.3193139,34.0543037,6037212701.0
466,294.0,1530.0,,1721.0,91.3,0.19,1788.0,0.26,4.7,0.14,120135.0,993100.0,29.5,3684.0,3.1,1183.0,0.51,0.11,750.0,3016.0,222.0,1.0,-118.3261907,34.0585147,6037212702.0
467,826.0,2668.0,,1205.0,88.5,0.11,1290.0,0.13,2.9,0.49,39804.0,608000.0,34.1,4330.0,5.4,1052.0,0.94,0.15,607.726253298153,3409.0,317.0,0.0,-118.3045301,34.0526559,6037213201.0
468,489.0,2255.0,,1056.0,100.2,0.14,1245.0,0.22,3.1,0.66,47906.0,577800.0,35.6,3734.0,9.4,1098.0,0.83,0.23,607.726253298153,2609.0,235.0,0.0,-118.3045035,34.0490294,6037213202.0
469,410.0,2241.0,,1245.0,129.4,0.13,1225.0,0.11,3.2,0.7,62576.0,610900.0,34.0,3492.0,7.5,963.0,0.87,0.22,607.726253298153,2148.0,263.0,1.0,-118.2978915,34.0508743,6037213310.0
470,218.0,1549.0,,963.0,100.8,0.16,1245.0,0.2,2.7,0.68,38752.0,682300.0,34.7,2474.0,2.9,1030.0,0.91,0.13,607.726253298153,1615.0,154.0,1.0,-118.2937,34.050883,6037213320.0
471,779.0,3212.0,,1126.0,72.7,0.13,1121.0,0.25,2.5,0.73,39174.0,569234.468339307,33.4,5285.0,5.5,886.0,1.0,0.22,607.726253298153,2403.218731117825,471.0,0.0,-118.2879026,34.0537069,6037213401.0
472,800.0,2656.0,,1121.0,90.1,0.12,1126.0,0.3,2.9,0.67,50546.0,709300.0,33.2,4933.0,4.7,935.0,0.92,0.21,485.0,2329.0,463.0,1.0,-118.2878882,34.0498405,6037213402.0
473,201.0,1306.0,,2762.0,96.5,0.22,2326.0,0.53,3.6,0.11,120781.0,1843800.0,29.4,2806.0,8.9,1745.0,0.95,0.18,607.726253298153,3477.0,336.0,0.0,-118.3578948,34.0712362,6037214501.0
474,645.0,1818.0,,2326.0,84.1,0.2,2762.0,0.53,3.4,0.08,103082.0,569234.468339307,28.5,5375.0,7.1,1664.0,0.99,0.2,607.726253298153,2403.218731117825,311.0,0.0,-118.3504042,34.0680052,6037214502.0
475,364.0,1656.0,,2239.0,83.5,0.21,2762.0,0.51,3.7,0.08,101404.0,569234.468339307,33.6,3413.0,0.0,1664.0,0.99,0.11,607.726253298153,2403.218731117825,245.0,0.0,-118.3541156,34.0668419,6037214503.0
476,54.0,1183.0,,2123.0,84.5,0.2,2488.0,0.78,3.6,0.08,99664.0,678500.0,23.5,3418.0,2.5,1638.0,0.77,0.11,1112.0,3400.0,151.0,0.0,-118.3872385,34.0742811,6037214901.0
477,72.0,925.0,,2277.0,74.4,0.24,2511.0,0.76,3.4,0.07,106059.0,766500.0,20.3,2772.0,1.9,1706.0,0.83,0.15,1413.0,3233.0,226.0,0.0,-118.3800926,34.0729596,6037214902.0
478,22.0,854.0,,1935.0,68.6,0.18,2762.0,0.62,3.0,0.16,91548.0,677100.0,30.0,2851.0,5.7,1664.0,0.93,0.2,607.726253298153,3716.0,190.0,0.0,-118.3535529,34.0636762,6037215101.0
479,67.0,778.0,,1843.0,87.2,0.09,2762.0,0.71,3.0,0.17,77532.0,569234.468339307,26.2,3025.0,6.6,1664.0,0.99,0.2,607.726253298153,2403.218731117825,99.0,0.0,-118.3456014,34.0649905,6037215102.0
480,259.0,1556.0,,1706.0,93.1,0.2,1993.0,0.81,3.7,0.06,80831.0,705200.0,27.9,3920.0,8.1,1566.0,0.88,0.27,802.0,4000.0,157.0,0.0,-118.3797435,34.0566897,6037216401.0
481,108.0,1085.0,,1993.0,82.9,0.18,2277.0,0.73,3.9,0.08,109174.0,683200.0,26.9,2757.0,7.3,1706.0,0.84,0.12,991.0,3132.0,162.0,0.0,-118.3804364,34.0611535,6037216402.0
482,694.0,696.0,,1709.0,93.3,0.27,2155.0,0.88,5.1,0.03,129223.0,1181900.0,24.5,2922.0,9.5,1566.0,0.52,0.06,924.0,4000.0,328.0,0.0,-118.38703,34.0523836,6037217001.0
483,654.0,1474.0,,1780.0,70.1,0.15,1993.0,0.78,4.2,0.13,99354.0,1029200.0,28.7,4709.0,6.5,1422.0,0.76,0.13,607.726253298153,3536.0,189.0,0.0,-118.3804933,34.0495333,6037217002.0
484,446.0,1485.0,,1254.0,69.2,0.19,1373.0,0.21,3.8,0.53,66270.0,754300.0,29.5,3296.0,2.0,1027.0,0.7,0.18,526.0,2743.0,152.0,0.0,-118.3275531,34.0443254,6037218110.0
485,428.0,2544.0,,1083.0,88.9,0.23,1373.0,0.23,3.7,0.65,52301.0,683100.0,32.3,4652.0,8.1,1083.0,0.79,0.15,617.0,2599.0,438.0,0.0,-118.3206759,34.0435631,6037218120.0
486,675.0,1638.0,,1202.0,106.0,0.1,1362.0,0.45,3.6,0.73,45328.0,590800.0,32.9,3949.0,3.8,1027.0,0.77,0.23,606.0,2367.0,366.0,0.0,-118.3423056,34.0427907,6037218210.0
487,404.0,1498.0,,1362.0,93.8,0.21,1721.0,0.38,4.0,0.47,86027.0,838800.0,32.7,3929.0,2.6,1027.0,0.7,0.17,607.726253298153,3184.0,234.0,1.0,-118.3348919,34.0434012,6037218220.0
488,369.0,794.0,,1234.0,86.0,0.3,1362.0,0.18,4.5,0.28,75622.0,787400.0,33.1,2448.0,6.9,1027.0,0.59,0.11,650.0,3267.0,108.0,1.0,-118.3333058,34.0373889,6037218701.0
489,233.0,848.0,,1027.0,93.3,0.19,1362.0,0.28,3.3,0.61,48527.0,591100.0,36.8,2120.0,1.8,1072.0,0.76,0.1,854.0,2308.0,196.0,0.0,-118.3337765,34.0334074,6037218702.0
490,377.0,1228.0,,1330.0,80.3,0.22,1234.0,0.26,4.9,0.64,66735.0,447100.0,29.9,3003.0,1.2,1027.0,0.47,0.13,344.0,2183.0,176.0,0.0,-118.3229262,34.0276144,6037219010.0
491,776.0,1698.0,,1072.0,103.5,0.29,1330.0,0.28,4.5,0.61,63727.0,434600.0,32.8,4940.0,0.0,1027.0,0.57,0.11,524.0,1963.0,426.0,1.0,-118.3226729,34.0222083,6037219020.0
492,614.0,1488.0,,1085.0,102.7,0.22,1422.0,0.62,3.8,0.75,44296.0,419600.0,31.8,4165.0,3.5,1109.0,0.75,0.2,546.0,1673.0,372.0,0.0,-118.3605226,34.0297377,6037219901.0
493,634.0,1357.0,,1341.0,107.9,0.13,1780.0,0.48,4.0,0.65,69027.0,526200.0,31.9,3799.0,2.5,1085.0,0.55,0.16,472.0,1842.0,202.0,1.0,-118.3698125,34.0296515,6037219902.0
494,248.0,771.0,,1271.0,98.0,0.31,1978.0,0.29,4.4,0.37,101098.0,588900.0,31.6,2901.0,0.0,1155.0,0.52,0.13,538.0,2640.0,171.0,0.0,-117.1124957,32.7524807,6073002201.0
495,725.0,2372.0,,1030.0,108.3,0.07,1126.0,0.41,2.5,0.92,38305.0,607100.0,37.9,3837.0,1.5,935.0,0.91,0.25,607.726253298153,1724.0,236.0,1.0,-118.2878287,34.0457195,6037221110.0
496,460.0,1704.0,,1115.0,88.3,0.14,1121.0,0.45,3.2,0.96,48164.0,593100.0,37.4,3145.0,1.1,842.0,0.92,0.16,336.0,1875.0,210.0,0.0,-118.2878972,34.0421001,6037221120.0
497,462.0,1548.0,,1098.0,96.5,0.15,1245.0,0.27,3.5,0.79,58904.0,618000.0,35.6,3230.0,0.0,1030.0,0.73,0.13,559.0,2863.0,210.0,1.0,-118.3028632,34.0436624,6037221210.0
498,543.0,2188.0,,1030.0,113.0,0.12,1245.0,0.21,3.3,0.84,53852.0,447000.0,38.0,3659.0,0.0,963.0,0.86,0.23,593.0,2635.0,209.0,1.0,-118.2960214,34.0435736,6037221220.0
499,631.0,2428.0,,1195.0,101.3,0.21,1146.0,0.28,3.3,0.75,65305.0,477200.0,41.2,5028.0,1.2,1040.0,0.9,0.2,534.0,3643.0,374.0,0.0,-118.3114921,34.0417457,6037221302.0
500,371.0,1530.0,,1146.0,131.2,0.14,1205.0,0.31,3.4,0.73,47342.0,622400.0,36.2,2844.0,0.0,1040.0,0.85,0.22,740.0,2708.0,246.0,0.0,-118.3084384,34.0453825,6037221303.0
501,617.0,1939.0,,1110.0,83.3,0.17,1373.0,0.13,3.5,0.63,46307.0,484800.0,32.4,3548.0,1.5,1040.0,0.97,0.16,607.726253298153,2485.0,285.0,0.0,-118.3146461,34.045362,6037221304.0
502,398.0,1245.0,,1083.0,76.1,0.2,1330.0,0.25,3.2,0.41,47155.0,659100.0,34.4,3618.0,4.2,1040.0,0.85,0.15,858.0,2321.0,387.0,1.0,-118.3132694,34.033886,6037221401.0
503,379.0,1015.0,,1040.0,96.4,0.24,1195.0,0.27,3.6,0.48,47067.0,826300.0,33.8,2740.0,1.4,1056.0,0.78,0.14,1008.0,2075.0,156.0,1.0,-118.3090474,34.0384431,6037221402.0
504,469.0,1342.0,,1038.0,108.8,0.27,1542.0,0.25,3.8,0.72,61220.0,591200.0,33.8,3130.0,1.2,1030.0,0.8,0.07,533.0,2484.0,149.0,1.0,-118.2959265,34.0348166,6037221601.0
505,516.0,1528.0,,1106.0,104.4,0.14,1151.0,0.3,3.4,0.87,38424.0,524000.0,33.4,2919.0,0.0,1030.0,0.91,0.17,825.0,2161.0,203.0,0.0,-118.2921027,34.0384299,6037221602.0
506,186.0,1439.0,,1086.0,93.0,0.25,1542.0,0.24,3.4,0.7,46024.0,465000.0,32.9,2691.0,1.9,1038.0,0.84,0.12,430.0,1933.0,121.0,1.0,-118.2876315,34.0346983,6037221710.0
507,293.0,1168.0,,1151.0,143.6,0.32,1542.0,0.31,3.3,0.45,34646.0,600000.0,32.3,2811.0,3.0,1038.0,0.91,0.13,607.726253298153,2068.0,58.0,0.0,-118.2923015,34.0306568,6037221810.0
508,36.0,1353.0,,1542.0,108.5,0.47,1151.0,0.29,2.9,0.13,117586.0,569234.468339307,29.6,2316.0,3.4,858.0,0.98,0.02,607.726253298153,2403.218731117825,0.0,1.0,-118.2864985,34.0304526,6037221820.0
509,893.0,2334.0,,1150.0,117.4,0.17,1330.0,0.15,4.4,0.77,59049.0,487500.0,35.3,5066.0,0.0,966.0,0.63,0.12,504.0,2539.0,260.0,0.0,-118.3132782,34.0218914,6037222002.0
510,373.0,1124.0,,792.0,99.3,0.12,2429.0,0.4,1.4,0.54,43427.0,569234.468339307,28.4,2672.0,4.3,820.0,0.99,0.15,607.726253298153,2403.218731117825,180.0,0.0,-118.2658976,34.0367636,6037224010.0
511,354.0,1095.0,,820.0,102.8,0.13,1077.0,0.49,1.4,0.84,35150.0,366700.0,33.7,2476.0,5.5,792.0,0.97,0.1,607.726253298153,2403.218731117825,211.0,0.0,-118.2686569,34.0304827,6037224020.0
512,529.0,1344.0,,935.0,79.2,0.14,1121.0,0.49,2.4,0.93,35275.0,569234.468339307,35.3,2449.0,1.8,842.0,0.94,0.24,607.726253298153,1740.0,338.0,0.0,-118.2827213,34.044384,6037224310.0
513,508.0,1602.0,,842.0,82.2,0.12,1115.0,0.4,2.1,0.87,35279.0,569234.468339307,35.5,3087.0,3.1,906.0,0.95,0.2,607.726253298153,2450.0,293.0,1.0,-118.2808542,34.041585,6037224320.0
514,320.0,1642.0,,1077.0,94.5,0.31,1542.0,0.37,3.3,0.63,41853.0,452800.0,31.9,3167.0,5.4,842.0,0.84,0.14,306.0,2217.0,57.0,1.0,-118.2799795,34.0351369,6037224410.0
515,438.0,1258.0,,858.0,80.3,0.18,1542.0,0.36,2.7,0.83,39681.0,657600.0,33.8,2676.0,5.0,792.0,0.91,0.17,607.726253298153,2403.218731117825,165.0,0.0,-118.2769038,34.0316496,6037224420.0
516,409.0,1118.0,,1213.0,132.8,0.17,1160.0,0.36,3.9,0.9,48394.0,353800.0,35.8,2531.0,2.6,764.0,0.82,0.06,531.0,2121.0,363.0,0.0,-118.2502706,34.0244804,6037226001.0
517,170.0,550.0,,764.0,189.9,0.08,2366.0,0.47,4.667609699769055,0.43,48466.0,453900.0,31.6,1754.0,3.7,990.0,0.88,0.21,607.726253298153,2650.0,38.0,0.0,-118.2477706,34.0326185,6037226002.0
518,685.0,1948.0,,1059.0,94.7,0.09,1293.0,0.49,3.7,0.99,40383.0,393800.0,27.4,3501.0,2.3,792.0,0.87,0.1,413.0,1856.0,217.0,0.0,-118.2622815,34.0241996,6037226410.0
519,903.0,2624.0,,990.0,100.5,0.07,1213.0,0.51,3.9,0.9,44699.0,356500.0,32.1,5345.0,3.1,1058.0,0.83,0.05,607.0,2130.0,384.0,1.0,-118.2570623,34.0218419,6037226420.0
520,1223.0,2452.0,,1160.0,95.9,0.16,1213.0,0.64,4.2,0.92,46379.0,375600.0,30.5,5552.0,0.0,764.0,0.78,0.15,450.0,1900.0,657.0,1.0,-118.2469968,34.0185256,6037227010.0
521,741.0,2023.0,,1134.0,105.7,0.16,1213.0,0.55,4.5,0.96,53389.0,335600.0,33.5,3647.0,0.0,990.0,0.77,0.15,460.0,1719.0,211.0,0.0,-118.251933,34.0157537,6037227020.0
522,869.0,1893.0,,1058.0,97.1,0.15,1237.0,0.53,4.3,0.89,42365.0,364400.0,34.2,4160.0,0.0,1035.0,0.73,0.13,513.0,1674.0,314.0,1.0,-118.2534818,34.010412,6037228210.0
523,1030.0,1718.0,,1035.0,90.5,0.14,1237.0,0.46,4.1,0.87,48377.0,341600.0,29.4,4312.0,3.8,1058.0,0.66,0.07,604.0,1863.0,389.0,0.0,-118.2513193,34.0060455,6037228220.0
524,899.0,2132.0,,1104.0,109.3,0.14,1293.0,0.48,4.3,0.95,54952.0,378900.0,33.0,4518.0,0.0,951.0,0.78,0.09,573.0,1892.0,404.0,0.0,-118.262416,34.011351,6037228310.0
525,712.0,1417.0,,1237.0,105.7,0.15,1293.0,0.56,4.4,0.96,47276.0,343300.0,34.6,3081.0,2.1,951.0,0.73,0.14,282.0,1641.0,255.0,1.0,-118.263636,34.0078219,6037228320.0
526,681.0,1767.0,,1293.0,105.9,0.17,1237.0,0.57,4.1,0.95,53020.0,353300.0,36.8,3469.0,1.2,951.0,0.7,0.1,603.0,2173.0,246.0,1.0,-118.2691132,34.01374,6037228410.0
527,734.0,1536.0,,951.0,106.5,0.11,1293.0,0.45,4.2,0.92,47373.0,411500.0,37.6,3160.0,0.0,1062.0,0.78,0.15,518.0,1915.0,305.0,1.0,-118.2718914,34.0082598,6037228420.0
528,823.0,1750.0,,1098.0,93.0,0.13,1237.0,0.48,4.4,0.85,39841.0,350700.0,34.1,3944.0,3.4,1035.0,0.76,0.11,633.0,1758.0,405.0,1.0,-118.2542903,33.9993679,6037228710.0
529,1112.0,2025.0,,1130.0,96.5,0.14,1237.0,0.5,4.4,0.9,48154.0,327200.0,37.2,4835.0,0.7,1035.0,0.69,0.1,560.0,1810.0,422.0,1.0,-118.2499406,33.999367,6037228720.0
530,810.0,1401.0,,1194.0,96.9,0.09,1234.0,0.54,4.4,0.9,43650.0,363000.0,32.0,3571.0,1.0,1065.0,0.77,0.13,607.726253298153,2250.0,515.0,1.0,-118.2695618,33.9922359,6037229410.0
531,1101.0,1876.0,,1210.0,95.0,0.16,1237.0,0.39,4.7,0.91,44717.0,348100.0,31.0,4942.0,1.5,1098.0,0.62,0.13,575.0,2114.0,661.0,0.0,-118.2608177,33.9925311,6037229420.0
532,634.0,1514.0,,966.0,92.2,0.17,1151.0,0.26,3.5,0.77,33500.0,353400.0,39.7,3516.0,1.3,997.0,0.86,0.19,370.0,1436.0,288.0,1.0,-118.2980282,34.0145285,6037231210.0
533,841.0,1976.0,,1036.0,80.9,0.2,1542.0,0.33,3.6,0.68,42413.0,455900.0,41.8,4671.0,0.0,966.0,0.9,0.14,639.0,2529.0,485.0,0.0,-118.2893753,34.0145635,6037231220.0
534,764.0,1831.0,,997.0,92.4,0.17,1154.0,0.47,3.9,0.86,34473.0,517000.0,42.7,3955.0,4.7,951.0,0.91,0.12,607.726253298153,2212.0,323.0,0.0,-118.2893576,34.0073136,6037231710.0
535,572.0,2294.0,,1062.0,99.6,0.19,1154.0,0.37,3.8,0.78,47921.0,328100.0,38.1,4937.0,1.2,951.0,0.87,0.16,702.0,1816.0,594.0,0.0,-118.284071,34.0074463,6037231720.0
536,497.0,1419.0,,1070.0,110.3,0.14,1154.0,0.51,4.3,0.83,40963.0,342900.0,37.5,2890.0,1.4,997.0,0.82,0.08,607.726253298153,1661.0,265.0,0.0,-118.2893178,33.9994947,6037232110.0
537,1185.0,2751.0,,1154.0,92.4,0.17,1094.0,0.44,4.4,0.79,45172.0,353200.0,35.9,5987.0,1.2,951.0,0.82,0.09,607.726253298153,1799.0,650.0,0.0,-118.2839315,33.9996748,6037232120.0
538,292.0,657.0,,1125.0,82.6,0.22,1326.0,0.32,5.0,0.37,69466.0,397800.0,33.3,2744.0,5.0,1052.0,0.3,0.11,385.0,2002.0,170.0,0.0,-118.3244351,33.9974948,6037234501.0
539,228.0,557.0,,1105.0,108.7,0.16,1326.0,0.17,4.1,0.33,51791.0,415100.0,30.7,2945.0,0.0,1052.0,0.72,0.2,438.0,2094.0,227.0,0.0,-118.3244227,34.0018666,6037234502.0
540,621.0,1041.0,,1052.0,74.8,0.23,1565.0,0.3,3.7,0.53,30327.0,423100.0,34.7,2967.0,7.9,1045.0,0.98,0.09,607.726253298153,2403.218731117825,443.0,0.0,-118.3286609,33.9817876,6037234901.0
541,526.0,1218.0,,1078.0,86.1,0.25,1377.0,0.33,3.6,0.48,35348.0,483000.0,40.0,3924.0,8.4,1045.0,0.82,0.12,607.726253298153,2697.0,368.0,0.0,-118.3340918,33.9822575,6037234902.0
542,247.0,481.0,,1239.0,86.6,0.3,1565.0,0.21,5.2,0.38,57473.0,351500.0,33.9,2676.0,3.5,1045.0,0.37,0.1,617.0,1856.0,161.0,0.0,-118.3221148,33.9745535,6037235201.0
543,435.0,988.0,,1045.0,93.4,0.25,1565.0,0.21,3.9,0.32,55309.0,407400.0,37.4,4529.0,5.3,1052.0,0.66,0.11,779.0,1848.0,252.0,0.0,-118.330376,33.9730801,6037235202.0
544,1065.0,1755.0,,1149.0,103.7,0.26,1341.0,0.35,3.5,0.51,35479.0,569234.468339307,33.2,5782.0,2.9,1027.0,0.99,0.07,607.726253298153,2403.218731117825,249.0,0.0,-118.3530792,34.0170719,6037236202.0
545,389.0,920.0,,1109.0,84.1,0.22,1234.0,0.19,3.4,0.27,34548.0,569234.468339307,35.9,3181.0,4.9,1027.0,0.98,0.16,607.726253298153,2403.218731117825,276.0,0.0,-118.3467706,34.0184552,6037236203.0
546,521.0,728.0,,1111.0,74.6,0.23,1341.0,0.21,3.4,0.38,41513.0,569234.468339307,31.7,2966.0,6.0,1027.0,1.0,0.06,607.726253298153,2403.218731117825,158.0,0.0,-118.3491896,34.0147165,6037236204.0
547,770.0,1620.0,,1089.0,80.3,0.18,1213.0,0.35,4.3,0.73,42114.0,409000.0,34.2,4131.0,0.0,996.0,0.72,0.09,655.0,2009.0,450.0,0.0,-118.2913772,33.9856234,6037237101.0
548,617.0,1398.0,,1065.0,104.8,0.11,1154.0,0.39,4.3,0.84,42810.0,361500.0,35.7,3357.0,5.1,1052.0,0.7,0.13,650.0,1730.0,354.0,0.0,-118.2837235,33.9857553,6037237102.0
549,451.0,1342.0,,1213.0,89.4,0.17,1326.0,0.36,4.6,0.68,55853.0,322300.0,38.4,3582.0,4.1,996.0,0.51,0.19,478.0,1838.0,241.0,0.0,-118.2991149,33.9857256,6037237201.0
550,718.0,1742.0,,1326.0,94.9,0.16,1239.0,0.33,4.5,0.63,50090.0,384100.0,35.2,4593.0,0.9,996.0,0.55,0.16,599.0,1995.0,471.0,0.0,-118.3100903,33.9863341,6037237202.0
551,764.0,1489.0,,1052.0,87.2,0.16,1213.0,0.21,4.9,0.74,44922.0,320200.0,34.1,4086.0,3.6,996.0,0.55,0.13,495.0,1661.0,282.0,0.0,-118.2948084,33.9784675,6037237401.0
552,407.0,1129.0,,996.0,105.6,0.17,1326.0,0.31,4.5,0.59,65903.0,296100.0,32.2,3234.0,0.0,1052.0,0.37,0.11,438.0,1717.0,158.0,0.0,-118.3013342,33.9784618,6037237402.0
553,793.0,2042.0,,1130.0,94.8,0.15,1163.0,0.27,4.5,0.82,51489.0,325400.0,37.2,4248.0,3.6,991.0,0.86,0.09,607.726253298153,2000.0,424.0,0.0,-118.2861364,33.9726959,6037237710.0
554,812.0,1263.0,,1147.0,95.5,0.2,1190.0,0.27,4.5,0.75,41547.0,356600.0,36.0,3753.0,1.6,991.0,0.83,0.11,706.0,1966.0,480.0,1.0,-118.2861511,33.9692863,6037237720.0
555,962.0,1730.0,,1055.0,87.2,0.08,1190.0,0.22,4.2,0.74,35268.0,297400.0,32.3,5018.0,0.0,991.0,0.91,0.16,607.726253298153,2147.0,546.0,0.0,-118.2861074,33.9660436,6037238310.0
