,Label (Grouping),Unemployment Rate,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,"INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS) Less than $10,000",HEALTH INSURANCE COVERAGE With health insurance coverage,HEALTH INSURANCE COVERAGE With private health insurance,YEAR STRUCTURE BUILT Built 2014 or later,YEAR STRUCTURE BUILT Built 2010 to 2013,HOUSING TENURE Renter-occupied,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2015 or later,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2010 to 2014,VEHICLES AVAILABLE No vehicles available,VEHICLES AVAILABLE 2 vehicles available,VEHICLES AVAILABLE 3 or more vehicles available,OCCUPANTS PER ROOM 1.01 to 1.50,OCCUPANTS PER ROOM 1.51 or more,MORTGAGE STATUS Owner-occupied units Housing units with a mortgage,65 years and over,MARITAL STATUS Males 15 years and over Never married,MARITAL STATUS Females 15 years and over Never married,EDUCATIONAL ATTAINMENT Less than 9th grade,"EDUCATIONAL ATTAINMENT 9th to 12th grade, no diploma",Bachelor's degree or higher,PLACE OF BIRTH Native Different state,SEX AND AGE 62 years and over,White,Black or African American,American Indian and Alaska Native,Asian,Hispanic or Latino (of any race),Own children of the householder under 6 years,Own children of the householder 6 to 17 years,Mean travel time to work (minutes),Median household income (dollars),Mean household income (dollars),Total housing units,Homeowner vacancy rate,Rental vacancy rate,ROOM Median rooms,VALUE Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units with a mortgage Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units without a mortgage Median (dollars),GROSS RENT Occupied units paying rent Median (dollars),Population in households,YEAR OF ENTRY Population born outside the United States,YEAR OF ENTRY Foreign born,Total households,Total population,Sex ratio (males per 100 females),Median age (years),tract_x,GEOID,typology_x,typ_cat_x,label_x,Unnamed: 0,tract_y,typology_y,typ_cat_y,label_y,USPS,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG                                                                                                                             
136,1221.2,0.08,0.00,0.08,0.13,0.02,0.09,0.06,0.03,0.04,0.16,0.17,0.10,0.10,0.02,0.04,0.86,0.46,0.00,0.00,0.48,0.06,0.27,0.02,0.35,0.36,0.14,0.10,0.78,0.20,0.55,0.40,0.24,0.12,0.11,0.05,0.14,0.66,0.00,0.04,0.03,0.82,238.0,842.0,27.1,54722.0,68402.0,1137.0,5.3,2.5,5.2,419200.00,2053.0,605.0,1383.0,4592.0,2000.0,1976.0,1070.0,4616.0,103.8,31.7,122120.0,6037122120.0,6.0,['SMMI'],0.0,927.0,122120.0,6.0,['SMMI'],0.0,CA,719824,0,0.278,0.0,34.2107757,-118.3719094
137,1221.21,0.05,0.01,0.05,0.09,0.03,0.12,0.11,0.03,0.02,0.11,0.22,0.11,0.07,0.03,0.07,0.88,0.43,0.00,0.01,0.53,0.08,0.29,0.06,0.26,0.39,0.08,0.05,0.72,0.03,0.45,0.38,0.32,0.06,0.15,0.03,0.19,0.71,0.04,0.00,0.08,0.76,122.0,353.0,27.5,49318.0,57505.0,740.0,0.0,3.0,4.3,434800.00,1859.0,577.0,1156.0,2588.0,1148.0,1116.0,700.0,2593.0,99.8,37.2,122121.0,6037122121.0,1.0,['LISD'],0.0,3326.0,122121.0,1.0,['LISD'],0.0,CA,411960,0,0.159,0.0,34.2142143,-118.3705556
138,1221.22,0.06,0.01,0.13,0.18,0.07,0.09,0.04,0.01,0.04,0.08,0.15,0.15,0.07,0.00,0.07,0.86,0.31,0.00,0.02,0.76,0.05,0.36,0.07,0.42,0.25,0.19,0.12,0.82,0.10,0.50,0.44,0.36,0.15,0.06,0.02,0.10,0.70,0.01,0.01,0.01,0.94,248.0,448.0,26.2,40156.0,51812.0,627.0,0.0,2.6,4.3,404500.00,2051.0,455.0,1312.0,2652.0,1317.0,1304.0,593.0,2652.0,96.6,30.3,122122.0,6037122122.0,1.0,['LISD'],0.0,3327.0,122122.0,1.0,['LISD'],0.0,CA,1017280,15394,0.393,0.006,34.2197648,-118.3736105
139,1224.1,0.11,0.00,0.12,0.09,0.01,0.15,0.03,0.05,0.03,0.12,0.17,0.15,0.06,0.01,0.11,0.83,0.22,0.00,0.00,0.90,0.12,0.36,0.08,0.29,0.12,0.24,0.11,0.50,0.17,0.52,0.45,0.23,0.18,0.13,0.07,0.11,0.63,0.03,0.05,0.04,0.80,224.0,654.0,30.5,31397.0,46065.0,1168.0,0.0,1.1,3.0,401400.00,2750.0,511.0,1228.0,3463.0,1694.0,1687.0,1099.0,3588.0,102.7,31.2,122410.0,6037122410.0,1.0,['LISD'],0.0,914.0,122410.0,1.0,['LISD'],0.0,CA,706999,0,0.273,0.0,34.2044832,-118.3919739
140,1224.2,0.07,0.00,0.08,0.14,0.02,0.11,0.09,0.03,0.01,0.13,0.17,0.12,0.09,0.01,0.09,0.89,0.42,0.01,0.00,0.67,0.11,0.32,0.11,0.28,0.21,0.09,0.11,0.62,0.09,0.54,0.39,0.19,0.16,0.14,0.05,0.10,0.57,0.02,0.00,0.07,0.72,136.0,855.0,30.4,42000.0,61827.0,1380.0,0.0,0.0,3.9,457700.00,2320.0,554.0,1241.0,4359.0,2417.0,2398.0,1380.0,4381.0,122.0,34.5,122420.0,6037122420.0,1.0,['LISD'],0.0,239.0,122420.0,1.0,['LISD'],0.0,CA,862717,0,0.333,0.0,34.20361,-118.3832842
141,1230.1,0.05,0.00,0.17,0.12,0.00,0.11,0.01,0.02,0.05,0.10,0.16,0.10,0.14,0.02,0.06,0.77,0.28,0.00,0.00,0.67,0.12,0.27,0.09,0.28,0.23,0.13,0.07,0.70,0.18,0.50,0.47,0.27,0.14,0.07,0.03,0.12,0.85,0.02,0.00,0.01,0.85,249.0,831.0,34.1,32768.0,48843.0,1081.0,0.0,0.0,4.5,435300.00,2294.0,600.0,1256.0,3959.0,2211.0,2132.0,1057.0,3959.0,86.4,30.6,123010.0,6037123010.0,1.0,['LISD'],0.0,928.0,123010.0,1.0,['LISD'],0.0,CA,1015849,0,0.392,0.0,34.2027436,-118.3745717
142,1230.2,0.07,0.00,0.08,0.15,0.03,0.13,0.02,0.03,0.06,0.12,0.18,0.12,0.04,0.04,0.08,0.83,0.43,0.00,0.03,0.38,0.09,0.16,0.02,0.30,0.40,0.14,0.05,0.68,0.04,0.50,0.50,0.29,0.16,0.10,0.03,0.13,0.66,0.01,0.00,0.05,0.86,217.0,448.0,31.5,51042.0,73913.0,826.0,0.0,0.0,5.2,384700.00,2075.0,527.0,1322.0,3343.0,1683.0,1665.0,826.0,3343.0,93.2,34.1,123020.0,6037123020.0,1.0,['LISD'],0.0,449.0,123020.0,1.0,['LISD'],0.0,CA,565646,0,0.218,0.0,34.2047368,-118.3664946
143,1231.03,0.05,0.00,0.03,0.09,0.03,0.12,0.02,0.10,0.04,0.11,0.23,0.11,0.12,0.01,0.12,0.91,0.52,0.01,0.00,0.70,0.20,0.36,0.10,0.23,0.15,0.08,0.05,0.75,0.12,0.46,0.34,0.18,0.08,0.27,0.16,0.16,0.66,0.06,0.00,0.12,0.52,151.0,665.0,29.4,45000.0,62644.0,1609.0,0.0,0.7,3.7,427400.00,1963.0,712.0,1245.0,3883.0,1761.0,1687.0,1550.0,3883.0,82.3,34.4,123103.0,6037123103.0,1.0,['LISD'],0.0,915.0,123103.0,1.0,['LISD'],0.0,CA,900961,1374,0.348,0.001,34.192132,-118.365403
144,1231.04,0.06,0.00,0.03,0.04,0.06,0.07,0.04,0.08,0.06,0.10,0.25,0.13,0.10,0.03,0.04,0.90,0.48,0.00,0.00,0.75,0.13,0.28,0.10,0.29,0.18,0.12,0.04,0.72,0.34,0.44,0.27,0.08,0.12,0.21,0.11,0.14,0.64,0.03,0.00,0.06,0.67,418.0,727.0,25.3,43012.0,62180.0,1661.0,0.0,4.4,3.7,534800.00,2693.0,478.0,1143.0,4376.0,1803.0,1741.0,1557.0,4537.0,107.5,36.9,123104.0,6037123104.0,1.0,['LISD'],0.0,212.0,123104.0,1.0,['LISD'],0.0,CA,781693,0,0.302,0.0,34.1828906,-118.3650028
145,1232.03,0.08,0.01,0.08,0.07,0.05,0.25,0.06,0.01,0.04,0.12,0.10,0.09,0.11,0.04,0.04,0.86,0.34,0.03,0.00,0.89,0.14,0.39,0.08,0.31,0.11,0.12,0.22,0.81,0.09,0.56,0.48,0.18,0.22,0.07,0.03,0.10,0.56,0.10,0.00,0.00,0.77,250.0,807.0,27.7,39454.0,48323.0,1179.0,12.1,1.7,3.4,568300.00,2654.0,385.0,1218.0,3880.0,1682.0,1618.0,1137.0,3880.0,103.5,29.1,123203.0,6037123203.0,1.0,['LISD'],0.0,2089.0,123203.0,1.0,['LISD'],0.0,CA,583709,3900,0.225,0.002,34.1967006,-118.3916113
146,1232.04,0.09,0.01,0.08,0.05,0.00,0.09,0.07,0.05,0.06,0.13,0.14,0.21,0.09,0.02,0.09,0.85,0.29,0.00,0.01,0.81,0.20,0.33,0.11,0.35,0.11,0.10,0.09,0.75,0.12,0.53,0.43,0.24,0.12,0.15,0.08,0.08,0.49,0.06,0.01,0.05,0.71,170.0,421.0,30.5,39970.0,51638.0,1092.0,0.0,7.4,3.6,448900.00,2643.0,397.0,1191.0,3004.0,1468.0,1458.0,1015.0,3004.0,111.8,32.8,123204.0,6037123204.0,4.0,['EOG'],1.0,240.0,123204.0,4.0,['EOG'],1.0,CA,324206,0,0.125,0.0,34.193936,-118.3943295
147,1232.05,0.03,0.00,0.14,0.08,0.00,0.09,0.05,0.03,0.02,0.15,0.11,0.13,0.19,0.00,0.06,0.83,0.38,0.00,0.00,0.81,0.12,0.32,0.07,0.31,0.19,0.20,0.04,0.92,0.30,0.51,0.38,0.24,0.15,0.15,0.09,0.10,0.71,0.04,0.00,0.02,0.75,165.0,412.0,29.6,46295.0,61068.0,784.0,0.0,3.9,3.8,483300.00,2406.0,,1232.0,2615.0,1219.0,1172.0,759.0,2615.0,122.6,32.9,123205.0,6037123205.0,1.0,['LISD'],0.0,99.0,123205.0,1.0,['LISD'],0.0,CA,757734,0,0.293,0.0,34.1945637,-118.3835614
148,1232.06,0.06,0.01,0.08,0.15,0.03,0.16,0.06,0.03,0.01,0.10,0.19,0.08,0.09,0.01,0.05,0.86,0.33,0.00,0.00,0.76,0.08,0.33,0.09,0.32,0.16,0.12,0.07,0.77,0.15,0.45,0.45,0.26,0.20,0.12,0.07,0.11,0.58,0.01,0.00,0.01,0.86,171.0,399.0,30.7,34458.0,54833.0,908.0,0.0,2.5,3.4,413100.00,1977.0,434.0,1129.0,2638.0,1371.0,1353.0,869.0,2638.0,83.2,36.3,123206.0,6037123206.0,1.0,['LISD'],0.0,1523.0,123206.0,1.0,['LISD'],0.0,CA,602849,0,0.233,0.0,34.1937075,-118.3748665
149,1233.01,0.08,0.00,0.03,0.09,0.02,0.11,0.05,0.08,0.05,0.10,0.24,0.16,0.05,0.00,0.04,0.90,0.49,0.02,0.00,0.64,0.19,0.42,0.06,0.23,0.24,0.12,0.06,0.72,0.10,0.54,0.43,0.10,0.14,0.26,0.14,0.15,0.53,0.04,0.00,0.21,0.39,150.0,420.0,34.6,60144.0,77051.0,1604.0,1.5,5.3,3.9,435000.00,2162.0,578.0,1623.0,4356.0,2131.0,2119.0,1473.0,4356.0,88.0,35.2,123301.0,6037123301.0,6.0,['SMMI'],0.0,1524.0,123301.0,6.0,['SMMI'],0.0,CA,1303487,0,0.503,0.0,34.2003096,-118.4001219
150,1233.03,0.11,0.01,0.06,0.12,0.02,0.14,0.04,0.04,0.05,0.12,0.21,0.11,0.08,0.01,0.08,0.90,0.41,0.00,0.00,0.70,0.16,0.26,0.08,0.35,0.22,0.10,0.06,0.66,0.16,0.38,0.43,0.11,0.10,0.22,0.10,0.16,0.69,0.01,0.00,0.09,0.49,152.0,345.0,31.5,40700.0,58667.0,962.0,4.8,2.1,4.1,468300.00,2020.0,730.0,1402.0,2987.0,1666.0,1643.0,934.0,2987.0,86.7,36.6,123303.0,6037123303.0,1.0,['LISD'],0.0,2718.0,123303.0,1.0,['LISD'],0.0,CA,633404,0,0.245,0.0,34.1972751,-118.4116037
151,1233.04,0.10,0.01,0.07,0.05,0.01,0.15,0.09,0.04,0.02,0.08,0.28,0.09,0.09,0.03,0.09,0.88,0.38,0.00,0.00,0.81,0.13,0.37,0.16,0.31,0.13,0.09,0.10,0.42,0.31,0.46,0.35,0.09,0.06,0.27,0.12,0.20,0.70,0.02,0.04,0.07,0.40,243.0,762.0,29.9,37935.0,52676.0,1762.0,0.0,6.2,3.2,544500.00,2484.0,698.0,1297.0,4348.0,2013.0,1979.0,1668.0,4348.0,92.1,37.4,123304.0,6037123304.0,1.0,['LISD'],0.0,2594.0,123304.0,1.0,['LISD'],0.0,CA,879083,0,0.339,0.0,34.1965389,-118.4060882
152,1234.1,0.07,0.00,0.16,0.07,0.03,0.09,0.05,0.04,0.03,0.13,0.20,0.12,0.06,0.02,0.07,0.87,0.37,0.00,0.00,0.71,0.16,0.41,0.08,0.40,0.13,0.20,0.05,0.56,0.05,0.49,0.44,0.17,0.15,0.19,0.12,0.15,0.70,0.02,0.00,0.04,0.56,268.0,514.0,29.8,52500.0,68754.0,1322.0,0.0,1.9,3.5,486000.00,2125.0,631.0,1227.0,4153.0,2277.0,2169.0,1250.0,4249.0,91.3,36.3,123410.0,6037123410.0,2.0,['OD'],0.0,1734.0,123410.0,2.0,['OD'],0.0,CA,488725,8391,0.189,0.003,34.1993793,-118.4214325
153,1234.2,0.06,0.01,0.09,0.07,0.02,0.14,0.06,0.05,0.04,0.11,0.18,0.12,0.08,0.04,0.10,0.88,0.37,0.00,0.00,0.68,0.07,0.30,0.12,0.35,0.21,0.11,0.06,0.73,0.25,0.41,0.45,0.13,0.12,0.20,0.06,0.12,0.69,0.07,0.00,0.07,0.55,288.0,719.0,29.6,43290.0,59125.0,1480.0,0.0,2.9,3.9,505500.00,2422.0,514.0,1180.0,4337.0,2120.0,2093.0,1399.0,4359.0,79.6,35.3,123420.0,6037123420.0,4.0,['EOG'],1.0,2719.0,123420.0,4.0,['EOG'],1.0,CA,778597,8126,0.301,0.003,34.193033,-118.4146718
154,1235.1,0.08,0.01,0.08,0.07,0.01,0.08,0.03,0.06,0.05,0.12,0.21,0.16,0.10,0.02,0.11,0.84,0.47,0.02,0.04,0.71,0.18,0.33,0.14,0.29,0.22,0.09,0.06,0.91,0.21,0.49,0.41,0.19,0.09,0.24,0.10,0.17,0.51,0.03,0.01,0.05,0.48,239.0,656.0,33.6,47292.0,62364.0,1700.0,0.0,1.5,3.9,551400.00,2476.0,650.0,1185.0,4807.0,2722.0,2606.0,1619.0,4913.0,77.4,38.7,123510.0,6037123510.0,1.0,['LISD'],0.0,1740.0,123510.0,1.0,['LISD'],0.0,CA,788312,10153,0.304,0.004,34.1953384,-118.4290714
155,1235.2,0.11,0.00,0.05,0.08,0.01,0.15,0.08,0.06,0.05,0.11,0.22,0.10,0.08,0.01,0.02,0.88,0.56,0.00,0.00,0.59,0.10,0.33,0.05,0.37,0.15,0.08,0.07,0.87,0.30,0.47,0.34,0.13,0.07,0.37,0.08,0.13,0.67,0.02,0.03,0.03,0.46,307.0,420.0,31.5,53098.0,73395.0,893.0,0.0,3.5,4.4,590600.00,2280.0,533.0,1184.0,2888.0,1298.0,1267.0,874.0,2888.0,111.6,33.1,123520.0,6037123520.0,4.0,['EOG'],1.0,1741.0,123520.0,4.0,['EOG'],1.0,CA,502130,8704,0.194,0.003,34.1884912,-118.423608
156,1236.01,0.08,0.00,0.09,0.02,0.01,0.09,0.03,0.09,0.08,0.14,0.17,0.16,0.10,0.01,0.09,0.86,0.48,0.00,0.01,0.67,0.15,0.37,0.15,0.33,0.13,0.03,0.03,0.77,0.14,0.47,0.36,0.13,0.07,0.32,0.20,0.22,0.76,0.05,0.00,0.03,0.36,278.0,437.0,31.1,54283.0,73369.0,1907.0,0.0,1.7,4.2,559100.00,2340.0,739.0,1337.0,4614.0,2097.0,2056.0,1885.0,4741.0,101.7,39.8,123601.0,6037123601.0,1.0,['LISD'],0.0,1739.0,123601.0,1.0,['LISD'],0.0,CA,1504231,28231,0.581,0.011,34.1774941,-118.4162038
157,1236.02,0.05,0.00,0.04,0.07,0.02,0.12,0.07,0.04,0.07,0.08,0.21,0.15,0.14,0.00,0.02,0.92,0.53,0.00,0.00,0.67,0.08,0.40,0.10,0.36,0.18,0.08,0.04,0.57,0.09,0.47,0.31,0.14,0.06,0.36,0.15,0.20,0.67,0.09,0.00,0.03,0.36,197.0,351.0,35.5,55641.0,78953.0,1364.0,0.0,0.0,4.4,703700.00,2944.0,747.0,1370.0,3664.0,1580.0,1573.0,1364.0,3664.0,85.3,40.7,123602.0,6037123602.0,6.0,['SMMI'],0.0,2090.0,123602.0,6.0,['SMMI'],0.0,CA,927745,0,0.358,0.0,34.1812199,-118.4263255
158,1239.01,0.07,0.00,0.07,0.04,0.03,0.13,0.04,0.03,0.07,0.14,0.19,0.18,0.06,0.03,0.08,0.82,0.39,0.00,0.00,0.75,0.14,0.42,0.06,0.43,0.12,0.10,0.04,0.68,0.18,0.43,0.31,0.15,0.07,0.26,0.13,0.12,0.66,0.05,0.00,0.06,0.50,281.0,804.0,32.8,50132.0,70167.0,1560.0,0.0,4.5,4.1,548400.00,2642.0,564.0,1392.0,4354.0,1928.0,1884.0,1482.0,4374.0,116.6,36.3,123901.0,6037123901.0,1.0,['LISD'],0.0,3328.0,123901.0,1.0,['LISD'],0.0,CA,1291196,0,0.499,0.0,34.1854544,-118.3937977
159,1239.02,0.08,0.00,0.12,0.06,0.02,0.08,0.07,0.06,0.07,0.08,0.14,0.13,0.13,0.05,0.05,0.94,0.67,0.00,0.02,0.68,0.13,0.48,0.05,0.35,0.14,0.06,0.03,0.70,0.00,0.32,0.32,0.02,0.02,0.46,0.24,0.16,0.67,0.06,0.00,0.12,0.26,158.0,265.0,32.8,65977.0,79705.0,1159.0,0.0,3.5,4.0,632100.00,2398.0,461.0,1453.0,2499.0,957.0,918.0,1083.0,2499.0,87.6,41.4,123902.0,6037123902.0,6.0,['SMMI'],0.0,3329.0,123902.0,6.0,['SMMI'],0.0,CA,664412,0,0.257,0.0,34.1758783,-118.3922288
160,1241.02,0.02,0.00,0.05,0.10,0.05,0.05,0.03,0.07,0.04,0.11,0.13,0.29,0.05,0.03,0.09,0.86,0.40,0.00,0.03,0.76,0.22,0.33,0.04,0.29,0.08,0.19,0.04,0.85,0.13,0.56,0.49,0.11,0.11,0.34,0.14,0.11,0.67,0.06,0.00,0.08,0.51,88.0,507.0,29.9,46723.0,64363.0,1527.0,0.0,4.9,3.3,589400.00,2691.0,,1419.0,3527.0,1692.0,1570.0,1409.0,3542.0,118.2,32.6,124102.0,6037124102.0,1.0,['LISD'],0.0,1743.0,124102.0,1.0,['LISD'],0.0,CA,649220,0,0.251,0.0,34.1757824,-118.3833988
161,1241.03,0.06,0.01,0.03,0.10,0.01,0.11,0.11,0.06,0.07,0.10,0.14,0.19,0.08,0.01,0.09,0.88,0.30,0.00,0.01,0.66,0.10,0.34,0.13,0.25,0.21,0.13,0.10,0.61,0.11,0.39,0.38,0.18,0.22,0.16,0.07,0.15,0.53,0.03,0.03,0.10,0.66,177.0,293.0,23.7,41702.0,57692.0,613.0,0.0,0.0,3.8,550200.00,2216.0,569.0,1153.0,1983.0,1001.0,985.0,598.0,1983.0,106.6,32.8,124103.0,6037124103.0,1.0,['LISD'],0.0,3330.0,124103.0,1.0,['LISD'],0.0,CA,323950,0,0.125,0.0,34.1884919,-118.3834122
162,1241.04,0.08,0.00,0.14,0.12,0.01,0.07,0.06,0.09,0.05,0.10,0.14,0.19,0.06,0.00,0.14,0.82,0.40,0.00,0.01,0.86,0.21,0.40,0.11,0.23,0.14,0.09,0.07,0.73,0.14,0.64,0.51,0.17,0.09,0.16,0.14,0.10,0.71,0.06,0.00,0.02,0.63,181.0,266.0,32.0,39083.0,50760.0,1058.0,6.6,2.3,3.1,491200.00,1875.0,379.0,1192.0,2444.0,1041.0,978.0,995.0,2444.0,137.7,32.1,124104.0,6037124104.0,1.0,['LISD'],0.0,3331.0,124104.0,1.0,['LISD'],0.0,CA,324444,0,0.125,0.0,34.1848613,-118.38341
163,1241.05,0.07,0.00,0.11,0.06,0.02,0.07,0.06,0.07,0.08,0.13,0.28,0.06,0.05,0.01,0.02,0.81,0.42,0.00,0.01,0.83,0.17,0.29,0.09,0.40,0.08,0.05,0.12,0.77,0.23,0.54,0.41,0.12,0.05,0.27,0.11,0.08,0.72,0.03,0.00,0.07,0.55,234.0,267.0,31.5,44177.0,58186.0,953.0,0.0,0.0,3.2,460900.00,2589.0,,1217.0,2462.0,1142.0,1142.0,933.0,2462.0,101.1,31.9,124105.0,6037124105.0,4.0,['EOG'],1.0,3332.0,124105.0,4.0,['EOG'],1.0,CA,324531,0,0.125,0.0,34.1812289,-118.3834061
164,1242.01,0.12,0.00,0.01,0.11,0.03,0.19,0.05,0.10,0.06,0.07,0.15,0.14,0.09,0.00,0.08,0.93,0.51,0.00,0.00,0.51,0.13,0.30,0.09,0.31,0.18,0.00,0.09,0.80,0.23,0.29,0.32,0.16,0.13,0.17,0.11,0.15,0.76,0.02,0.01,0.07,0.61,297.0,286.0,33.4,52917.0,66114.0,1187.0,1.7,0.0,4.3,585100.00,2270.0,431.0,1340.0,3427.0,1990.0,1945.0,1177.0,3435.0,86.8,40.4,124201.0,6037124201.0,1.0,['LISD'],0.0,1744.0,124201.0,1.0,['LISD'],0.0,CA,972593,0,0.376,0.0,34.1848664,-118.3746763
165,1242.03,0.05,0.00,0.07,0.06,0.03,0.11,0.06,0.07,0.05,0.13,0.11,0.17,0.13,0.02,0.04,0.85,0.42,0.00,0.00,0.60,0.16,0.28,0.08,0.41,0.23,0.11,0.04,0.81,0.24,0.50,0.43,0.15,0.12,0.19,0.12,0.15,0.74,0.02,0.00,0.04,0.59,159.0,170.0,31.3,48750.0,65120.0,890.0,0.0,3.8,3.7,577000.00,2295.0,427.0,1276.0,2537.0,1174.0,1130.0,842.0,2537.0,112.3,35.7,124203.0,6037124203.0,4.0,['EOG'],1.0,3333.0,124203.0,4.0,['EOG'],1.0,CA,324261,0,0.125,0.0,34.1776041,-118.374665
166,1242.04,0.12,0.00,0.07,0.03,0.01,0.12,0.02,0.09,0.07,0.14,0.19,0.18,0.06,0.01,0.05,0.78,0.41,0.00,0.00,0.90,0.19,0.34,0.09,0.23,0.05,0.01,0.06,0.86,0.15,0.60,0.52,0.17,0.06,0.27,0.29,0.11,0.57,0.03,0.03,0.05,0.58,23.0,199.0,30.4,48041.0,55742.0,1060.0,0.0,2.1,3.1,430600.00,2000.0,,1233.0,2051.0,911.0,894.0,923.0,2152.0,105.1,40.5,124204.0,6037124204.0,4.0,['EOG'],1.0,3334.0,124204.0,4.0,['EOG'],1.0,CA,324351,0,0.125,0.0,34.1739725,-118.3746553
167,1249.02,0.10,0.00,0.02,0.04,0.02,0.12,0.05,0.08,0.03,0.16,0.21,0.17,0.04,0.05,0.05,0.87,0.56,0.00,0.04,0.92,0.28,0.37,0.22,0.23,0.02,0.03,0.04,0.60,0.24,0.62,0.45,0.06,0.04,0.41,0.34,0.23,0.71,0.12,0.00,0.09,0.22,135.0,238.0,33.4,34572.0,46762.0,1577.0,0.0,0.0,3.2,644400.00,3339.0,862.0,1372.0,2636.0,650.0,594.0,1511.0,2654.0,95.6,38.3,124902.0,6037124902.0,1.0,['LISD'],0.0,3335.0,124902.0,1.0,['LISD'],0.0,CA,338584,0,0.131,0.0,34.1702439,-118.4008746
168,1249.03,0.14,0.01,0.05,0.03,0.01,0.15,0.03,0.11,0.06,0.13,0.22,0.13,0.05,0.03,0.06,0.89,0.60,0.00,0.03,0.81,0.17,0.46,0.10,0.37,0.11,0.04,0.00,0.86,0.25,0.54,0.44,0.04,0.07,0.40,0.32,0.18,0.86,0.02,0.00,0.06,0.29,172.0,172.0,27.0,56223.0,71505.0,1691.0,0.0,2.6,3.7,492100.00,2316.0,1042.0,1521.0,3399.0,1088.0,1050.0,1580.0,3587.0,93.6,38.2,124903.0,6037124903.0,8.0,['BE'],0.0,3336.0,124903.0,8.0,['BE'],0.0,CA,311404,0,0.12,0.0,34.1666099,-118.4008675
169,1253.1,0.07,0.00,0.06,0.01,0.01,0.08,0.03,0.12,0.12,0.17,0.13,0.21,0.07,0.01,0.10,0.91,0.59,0.01,0.02,0.77,0.26,0.41,0.06,0.34,0.11,0.02,0.11,0.72,0.14,0.52,0.49,0.11,0.07,0.37,0.26,0.12,0.69,0.09,0.00,0.04,0.44,277.0,463.0,27.8,53022.0,80335.0,2236.0,0.0,6.9,2.9,744500.00,2671.0,523.0,1463.0,4704.0,1676.0,1579.0,2022.0,4761.0,120.4,34.7,125310.0,6037125310.0,4.0,['EOG'],1.0,1746.0,125310.0,4.0,['EOG'],1.0,CA,1053719,0,0.407,0.0,34.1695171,-118.3660317
170,1253.2,0.06,0.01,0.03,0.04,0.02,0.13,0.01,0.18,0.05,0.12,0.16,0.18,0.05,0.02,0.14,0.90,0.57,0.00,0.05,0.95,0.21,0.50,0.15,0.30,0.07,0.04,0.07,0.65,0.45,0.65,0.50,0.08,0.04,0.36,0.31,0.16,0.78,0.07,0.01,0.05,0.33,96.0,230.0,29.1,34681.0,52026.0,3025.0,0.0,4.8,2.7,395300.00,2688.0,391.0,1489.0,5379.0,1880.0,1862.0,2822.0,5379.0,132.7,32.4,125320.0,6037125320.0,4.0,['EOG'],1.0,1736.0,125320.0,4.0,['EOG'],1.0,CA,632474,0,0.244,0.0,34.1666765,-118.3701944
171,1254.01,0.05,0.01,0.04,0.05,0.00,0.07,0.02,0.21,0.01,0.15,0.23,0.20,0.01,0.00,0.08,0.92,0.67,0.00,0.06,0.93,0.25,0.50,0.08,0.33,0.07,0.05,0.02,0.91,0.41,0.65,0.59,0.01,0.02,0.54,0.41,0.06,0.66,0.14,0.00,0.12,0.15,193.0,96.0,37.1,59824.0,68322.0,2795.0,0.0,5.7,2.6,344500.00,1881.0,,1687.0,4724.0,1207.0,1177.0,2516.0,4729.0,105.4,32.4,125401.0,6037125401.0,6.0,['SMMI'],0.0,3337.0,125401.0,6.0,['SMMI'],0.0,CA,397783,0,0.154,0.0,34.1626066,-118.3743046
172,1254.02,0.08,0.00,0.06,0.05,0.00,0.05,0.03,0.19,0.11,0.15,0.15,0.17,0.04,0.02,0.07,0.89,0.73,0.01,0.01,0.72,0.19,0.48,0.06,0.44,0.08,0.02,0.03,0.77,0.03,0.58,0.50,0.03,0.02,0.47,0.36,0.10,0.73,0.06,0.00,0.09,0.16,203.0,211.0,27.1,66546.0,93254.0,2051.0,0.0,0.6,3.9,617600.00,2908.0,675.0,1723.0,4676.0,1280.0,1211.0,2021.0,4676.0,110.4,35.0,125402.0,6037125402.0,8.0,['BE'],0.0,3338.0,125402.0,8.0,['BE'],0.0,CA,696294,0,0.269,0.0,34.1566827,-118.3740062
