,EDUCATIONAL ATTAINMENT Less than 9th grade,HEALTH INSURANCE COVERAGE With private health insurance,Construction,White,"Educational services, and health care and social assistance",Retail trade,MORTGAGE STATUS Owner-occupied units Housing units with a mortgage,Median age (years),Mean travel time to work (minutes),Sex ratio (males per 100 females),GROSS RENT Occupied units paying rent Median (dollars),YEAR OF ENTRY Foreign born,relation_min_fee,Total population,Own children of the householder under 6 years,SELECTED MONTHLY OWNER COSTS (SMOC) Housing units with a mortgage Median (dollars),Mean household income (dollars),VALUE Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units without a mortgage Median (dollars),relation_max_fee,Total housing units,Own children of the householder 6 to 17 years,Rental vacancy rate,"Professional, scientific, and management, and administrative and waste management services","Arts, entertainment, and recreation, and accommodation and food services",ROOM Median rooms,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2010 to 2014,Black or African American,"EDUCATIONAL ATTAINMENT 9th to 12th grade, no diploma",VEHICLES AVAILABLE No vehicles available,Hispanic or Latino (of any race),HOUSING TENURE Renter-occupied,PLACE OF BIRTH Native Different state,VEHICLES AVAILABLE 3 or more vehicles available,geoid,label
595,0.06,0.55,0.02,0.07,0.28,0.07,0.24,36.8,44.3,83.24,1276.0,2764.0,1147.0,6538.0,362.0,2637.827457264957,59913.0,582861.2010443864,478.0,1340.0,2713.0,776.0,2.1,0.06,0.11,3.8,0.27,0.87,0.09,0.68,0.06,0.93,0.13,0.0507865168539326,36047032500.0,0.0
596,0.13,0.31,0.1,0.28,0.39,0.05,0.51,27.0,45.3,66.56,716.0,1574.0,439.0,7167.0,957.0,2539.0,37969.0,424100.0,734.0,1043.0,2573.0,1428.0,5.1,0.04,0.12,4.2,0.24,0.35,0.24,0.75,0.34,0.92,0.07,0.02,36047032600.0,1.0
597,0.08,0.58,0.03,0.19,0.35,0.13,0.68,43.7,42.6,83.01,1147.0,1070.0,1250.0,2509.0,55.0,2655.0,73411.0,803000.0,883.0,1290.0,1359.0,260.0,5.2,0.08,0.12,3.9,0.27,0.71,0.08,0.62,0.18,0.84,0.19,0.01,36047032700.0,0.0
598,0.2,0.5,0.0572485962225625,0.21,0.37,0.04,0.46,50.0,55.3,94.38,854.0,1176.0,439.0,2457.0,96.0,2064.0,107600.0,380500.0,680.0,1427.0,1093.0,249.0,2.1,0.06,0.15,4.2,0.07,0.31,0.13,0.55,0.17,0.53,0.08,0.02,36047032800.0,0.0
599,0.06,0.53,0.02,0.34,0.31,0.06,0.54,33.9,50.9,77.37,1265.0,2450.0,1132.0,5997.0,610.0,3019.0,59490.0,617900.0,842.0,1457.0,2473.0,1038.0,2.8,0.22,0.03,3.4,0.37,0.54,0.15,0.66,0.13,0.91,0.06,0.0507865168539326,36047032900.0,0.0
600,0.1,0.35,0.01,0.29,0.37,0.09,0.63,36.3,51.2,91.44,538.0,1418.0,439.0,4606.0,254.0,2532.0,43444.0,333300.0,835.5364006988934,1427.0,1829.0,812.0,3.6,0.11,0.08,4.1,0.31,0.52,0.22,0.7,0.27,0.92,0.04,0.0507865168539326,36047033000.0,1.0
601,0.08,0.52,0.0572485962225625,0.6,0.44,0.15,0.7,29.6,33.2,107.25,1221.0,1701.0,944.0,4058.0,272.0,3438.0,52609.0,927700.0,1458.0,1372.0,1603.0,494.0,4.944467353951887,0.05,0.02,3.6,0.36,0.37,0.08,0.56,0.04,0.85,0.08,0.01,36047033100.0,0.0
602,0.03,0.58,0.02,0.67,0.42,0.12,0.64,26.0,29.5,105.2,1274.0,1257.0,944.0,4736.0,700.0,3107.0,51088.0,752200.0,925.0,1372.0,1412.0,950.0,1.8,0.08,0.05,4.2,0.28,0.29,0.07,0.5,0.05,0.67,0.09,0.01,36047033300.0,0.0
603,0.04,0.6,0.03,0.67,0.39,0.13,0.6,24.6,37.2,106.89,1313.0,921.0,684.0,3033.0,301.0,2863.0,70948.0,810300.0,1218.0,1300.0,873.0,626.0,0.4,0.08,0.04,5.9,0.17,0.27,0.05,0.44,0.11,0.53,0.16,0.03,36047033500.0,0.0
604,0.04,0.54,0.05,0.81,0.31,0.07,0.6,42.7,49.6,108.91,1427.0,1582.0,439.0,3940.0,214.0,2514.0,91680.0,515300.0,1079.0,1080.0,1932.0,500.0,5.1,0.17,0.09,4.7,0.26,0.08,0.08,0.25,0.13,0.49,0.05,0.06,36047033600.0,0.0
605,0.08,0.55,0.03,0.41,0.34,0.1,0.57,31.3,41.2,79.42,1300.0,1352.0,684.0,4098.0,511.0,2136.0,79725.0,698100.0,835.5364006988934,1313.0,1513.0,659.0,4.7,0.15,0.03,4.4,0.24,0.49,0.06,0.48,0.11,0.76,0.09,0.0507865168539326,36047033700.0,1.0
606,0.08,0.59,0.04,0.19,0.32,0.09,0.63,34.8,40.9,96.39,1021.0,1820.0,684.0,4788.0,526.0,3013.0,49446.0,701800.0,755.0,1313.0,2098.0,387.0,7.0,0.12,0.13,4.0,0.33,0.7,0.09,0.71,0.08,0.84,0.14,0.02,36047033900.0,1.0
607,0.18,0.23,0.07,0.43,0.2,0.07,0.6239601990049735,59.0,49.5,74.76,466.0,776.0,439.0,2174.0,55.0,2637.827457264957,31130.0,582861.2010443864,835.5364006988934,1427.0,672.0,116.0,1.5,0.17,0.08,3.8,0.15,0.42,0.13,0.79,0.17,1.0,0.06,0.01,36047034000.0,0.0
608,0.07,0.61,0.07,0.13,0.27,0.17,0.93,38.2,40.7,103.46,1302.0,868.0,684.0,2767.0,89.0,2625.0,68389.0,585500.0,835.5364006988934,1300.0,1163.0,342.0,5.6,0.11,0.06,3.8,0.23,0.79,0.12,0.54,0.1,0.91,0.16,0.0507865168539326,36047034100.0,1.0
609,0.1,0.28,0.03,0.37,0.44,0.08,0.57,45.3,51.1,64.5,439.0,1830.0,466.0,5838.0,408.0,2637.827457264957,33387.0,582861.2010443864,835.5364006988934,1427.0,2957.0,818.0,3.2,0.04,0.06,3.4,0.23,0.39,0.09,0.87,0.26,0.98,0.08,0.0507865168539326,36047034200.0,1.0
610,0.15,0.4,0.03,0.08,0.3,0.11,0.39,36.1,38.8,65.54,684.0,1235.0,999.0,4809.0,409.0,1967.0,48111.0,815300.0,1050.0,1302.0,2233.0,765.0,2.4,0.06,0.09,4.1,0.25,0.71,0.16,0.79,0.23,0.93,0.11,0.0507865168539326,36047034300.0,1.0
611,0.05,0.4,0.05,0.05,0.32,0.07,0.62,32.7,40.7,72.79,1236.0,1350.0,583.0,3188.0,247.0,2602.0,41929.0,595700.0,514.0,1244.0,1259.0,394.0,9.7,0.15,0.12,4.1,0.39,0.81,0.08,0.6,0.09,0.76,0.08,0.0507865168539326,36047034500.0,0.0
612,0.06,0.48,0.07,0.02,0.35,0.07,0.74,35.5,43.8,94.25,964.0,1180.0,583.0,3376.0,219.0,3750.0,43052.0,613300.0,459.0,1236.0,1697.0,341.0,3.7,0.09,0.07,3.8,0.27,0.87,0.1,0.71,0.15,0.89,0.08,0.0507865168539326,36047034700.0,1.0
613,0.24,0.41,0.18,0.51,0.17,0.14,0.63,32.8,40.6,110.25,1532.0,1256.0,505.0,2483.0,381.0,2719.0,66415.0,567000.0,703.0,1043.0,799.0,277.0,8.3,0.07,0.08,4.0,0.24,0.01,0.09,0.49,0.42,0.8,0.06,0.01,36047034800.0,0.0
614,0.07,0.46,0.08,0.09,0.3,0.09,0.69,30.8,43.4,82.86,1226.0,2496.0,964.0,5932.0,530.0,2637.827457264957,44695.0,328100.0,1208.0,1257.0,2224.0,946.0,1.7,0.09,0.1,3.8,0.35,0.81,0.18,0.75,0.11,0.95,0.1,0.0507865168539326,36047034900.0,1.0
615,0.05,0.5,0.04,0.97,0.51,0.08,0.06,56.6,40.9,71.78,1043.0,1998.0,286.0,2721.0,53.0,1425.0,42534.0,582861.2010443864,832.0,1532.0,1514.0,139.0,4.944467353951887,0.09,0.01,3.7,0.07,0.2795633876906861,0.04,0.54,0.01,0.77,0.05,0.04,36047035000.0,0.0
616,0.11,0.43,0.02,0.11,0.46,0.11,0.7,38.5,44.3,56.55,1065.0,2241.0,964.0,4280.0,214.0,3000.0,45177.0,691500.0,835.5364006988934,1257.0,1840.0,756.0,4.2,0.09,0.08,4.1,0.21,0.67,0.09,0.72,0.22,0.87,0.03,0.0507865168539326,36047035100.0,1.0
617,0.28,0.15,0.06,0.63,0.38,0.05,0.6239601990049735,74.4,38.2,78.48,286.0,422.0,716.0,1012.0,5.0,2637.827457264957,20562.0,582861.2010443864,835.5364006988934,1532.0,506.0,21.0,9.3,0.05,0.05,2.9,0.19,0.23,0.13,0.85,0.18,1.0,0.07,0.0507865168539326,36047035200.0,1.0
618,0.07,0.52,0.04,0.22,0.4,0.05,0.71,35.4,44.7,63.43,1157.0,2285.0,684.0,4903.0,290.0,2850.0,50757.0,642000.0,692.0,1313.0,2103.0,449.0,5.2,0.12,0.1,3.8,0.38,0.7,0.14,0.73,0.08,0.91,0.1,0.02,36047035300.0,0.0
619,0.02,0.71,0.02,0.99,0.41,0.11,0.25,58.8,43.6,77.21,786.0,3267.0,898.0,5341.0,222.0,1713.0,74734.0,290500.0,712.0,1291.0,2825.0,298.0,4.944467353951887,0.12,0.02,3.7,0.14,0.01,0.03,0.41,0.05,0.4,0.02,0.0507865168539326,36047035400.0,0.0
620,0.07,0.53,0.04,0.14,0.44,0.09,0.63,32.3,43.8,77.82,1257.0,2229.0,1065.0,5660.0,459.0,2230.0,51433.0,560800.0,835.5364006988934,1244.0,2175.0,899.0,2.8,0.07,0.09,3.5,0.3,0.8,0.09,0.69,0.1,0.92,0.12,0.0507865168539326,36047035500.0,0.0
621,0.04,0.58,0.03,0.96,0.46,0.06,0.19,58.6,40.8,101.88,898.0,1637.0,786.0,2683.0,7.0,1179.0,53720.0,582861.2010443864,661.0,1532.0,1500.0,77.0,4.944467353951887,0.09,0.07,3.5,0.19,0.04,0.01,0.4,0.01,0.67,0.06,0.03,36047035601.0,0.0
622,0.02,0.59,0.03,0.97,0.22,0.06,0.21,55.4,43.6,73.68,1183.0,3182.0,786.0,5009.0,342.0,1126.0,53767.0,300600.0,270.0,1149.0,2869.0,262.0,3.8,0.16,0.09,3.2,0.13,0.01,0.03,0.47,0.03,0.62,0.02,0.01,36047035602.0,1.0
623,0.09,0.44,0.03,0.02,0.38,0.06,0.7,28.7,42.8,58.55,1082.0,851.0,964.0,2494.0,278.0,2637.827457264957,36499.0,580900.0,835.5364006988934,1257.0,995.0,488.0,2.3,0.11,0.08,3.7,0.31,0.83,0.15,0.81,0.2,0.98,0.05,0.0507865168539326,36047035700.0,0.0
624,0.11,0.42,0.09,0.01,0.46,0.04,0.63,35.3,44.3,70.43,1138.0,1681.0,527.0,5234.0,418.0,2637.827457264957,39395.0,363000.0,351.0,1136.0,2364.0,792.0,2.1,0.17,0.1072845450168516,3.8,0.32,0.94,0.16,0.77,0.11,0.95,0.12,0.03,36047035900.0,0.0
625,0.08,0.37,0.06,0.97,0.28,0.11,0.36,60.8,43.3,78.56,975.0,2394.0,786.0,2923.0,87.0,2781.0,47788.0,428600.0,902.0,1183.0,1740.0,202.0,1.8,0.05,0.08,3.0,0.14,0.01,0.04,0.69,0.01,0.76,0.1021207729468604,0.0507865168539326,36047036001.0,0.0
626,0.07,0.36,0.0572485962225625,0.89,0.61,0.07,0.46,57.9,47.2,69.96,1065.0,3159.0,991.0,4062.0,245.0,1399.0,33284.0,165600.0,549.0,1292.0,2167.0,296.0,4.944467353951887,0.08,0.07,2.9,0.15,0.01,0.02,0.69,0.08,0.92,0.03,0.0507865168539326,36047036002.0,0.0
627,0.13,0.36,0.02,0.04,0.41,0.14,0.78,41.5,47.9,93.57,1009.0,852.0,527.0,2621.0,224.0,1741.0,52949.0,569400.0,835.5364006988934,1138.0,1140.0,283.0,4.4,0.07,0.07,3.6,0.4,0.78,0.13,0.78,0.22,0.94,0.1,0.0507865168539326,36047036100.0,1.0
628,0.12,0.39,0.06,0.57,0.25,0.14,0.69,35.1,43.0,104.55,1149.0,2200.0,991.0,3371.0,344.0,2243.0,51349.0,489700.0,621.0,1292.0,1461.0,497.0,9.2,0.08,0.09,3.0,0.35,0.01,0.14,0.56,0.32,0.72,0.01,0.0507865168539326,36047036200.0,0.0
629,0.11,0.48,0.05,0.06,0.39,0.14,0.78,34.8,51.6,71.8,1088.0,1504.0,527.0,3917.0,348.0,1978.0,41400.0,573400.0,966.0,1285.0,1818.0,709.0,7.5,0.03,0.09,3.8,0.32,0.82,0.15,0.66,0.21,0.83,0.09,0.01,36047036300.0,1.0
630,0.09,0.55,0.07,0.56,0.29,0.07,0.53,38.8,40.7,112.44,1291.0,1561.0,991.0,2237.0,157.0,2714.0,62176.0,524700.0,765.0,1292.0,939.0,264.0,2.3,0.13,0.08,3.3,0.31,0.02,0.06,0.56,0.08,0.69,0.01,0.0507865168539326,36047036400.0,0.0
631,0.13,0.52,0.0572485962225625,0.01,0.34,0.07,0.89,38.3,44.6,97.56,938.0,981.0,446.0,2758.0,234.0,2535.0,48403.0,469400.0,835.5364006988934,1366.0,1335.0,351.0,5.6,0.19,0.07,3.7,0.25,0.93,0.12,0.63,0.1,0.9,0.11,0.03,36047036501.0,1.0
632,0.1,0.41,0.05,0.09,0.26,0.15,0.77,36.1,39.3,126.55,1022.0,291.0,446.0,1280.0,74.0,3250.0,51630.0,631100.0,783.0,1366.0,521.0,228.0,10.3,0.05,0.07,4.3,0.44,0.7,0.17,0.5,0.28,0.69,0.07,0.01,36047036502.0,1.0
633,0.15,0.48,0.12,0.55,0.26,0.11,0.52,38.0,41.8,102.88,1256.0,3492.0,991.0,4995.0,409.0,2962.0,59965.0,400000.0,600.0,1292.0,1506.0,674.0,1.6,0.1,0.08,3.5,0.29,0.03,0.04,0.56,0.23,0.74,0.02,0.01,36047036600.0,0.0
634,0.17,0.51,0.08,0.1,0.29,0.16,0.73,34.6,47.7,98.77,1206.0,393.0,422.0,1296.0,71.0,2317.0,52499.0,395000.0,330.0,1377.0,561.0,224.0,2.3,0.13,0.05,4.0,0.35,0.53,0.11,0.66,0.31,0.73,0.07,0.0507865168539326,36047036700.0,0.0
635,0.13,0.43,0.04,0.1,0.27,0.13,0.86,29.3,45.2,100.44,1138.0,1396.0,938.0,5504.0,532.0,2377.0,46232.0,505700.0,810.0,1421.0,2201.0,1142.0,8.1,0.11,0.1,4.2,0.32,0.68,0.18,0.68,0.29,0.86,0.09,0.01,36047036900.0,0.0
636,0.07,0.71,0.03,0.65,0.35,0.11,0.56,41.0,44.5,92.79,1263.0,2310.0,1256.0,4303.0,242.0,2436.0,92146.0,556200.0,821.0,1336.0,1700.0,729.0,4.944467353951887,0.04,0.07,4.1,0.13,0.2795633876906861,0.07,0.31,0.07,0.31,0.02,0.01,36047037000.0,0.0
637,0.07,0.53,0.05,0.03,0.36,0.05,0.88,31.3,42.8,88.93,1308.0,1347.0,938.0,4608.0,411.0,2307.0,61243.0,493400.0,835.5364006988934,1421.0,1750.0,800.0,1.6,0.1,0.07,4.3,0.32,0.85,0.11,0.58,0.15,0.67,0.11,0.03,36047037100.0,1.0
638,0.1,0.53,0.05,0.15,0.31,0.06,0.75,28.4,42.6,78.15,1193.0,696.0,1180.0,4101.0,365.0,1758.0,46571.0,573300.0,791.0,1406.0,1728.0,574.0,7.7,0.14,0.06,4.2,0.36,0.68,0.16,0.73,0.27,0.84,0.13,0.03,36047037300.0,1.0
639,0.07,0.58,0.07,0.85,0.24,0.08,0.6,39.6,45.3,89.09,1260.0,2141.0,786.0,4264.0,343.0,1967.0,71870.0,499300.0,820.0,1291.0,1947.0,467.0,4.944467353951887,0.15,0.04,3.5,0.29,0.01,0.03,0.43,0.03,0.69,0.05,0.03,36047037401.0,0.0
640,0.06,0.46,0.11,0.66,0.33,0.07,0.62,42.3,49.2,89.82,1128.0,2822.0,786.0,4977.0,319.0,3565.0,59961.0,493800.0,928.0,1285.0,2160.0,742.0,4.944467353951887,0.07,0.03,3.4,0.34,0.05,0.05,0.55,0.13,0.86,0.01,0.04,36047037402.0,0.0
641,0.17,0.5,0.1,0.24,0.18,0.09,0.64,31.1,48.6,88.24,1406.0,1170.0,852.0,3170.0,150.0,2165.0,55308.0,589300.0,835.5364006988934,1332.0,1339.0,447.0,10.8,0.09,0.2,4.3,0.39,0.51,0.13,0.58,0.19,0.87,0.15,0.02,36047037500.0,1.0
642,0.06,0.52,0.04,0.11,0.29,0.09,0.72,35.2,41.8,83.49,1332.0,493.0,1180.0,4013.0,408.0,3131.0,64463.0,695300.0,756.0,1406.0,1789.0,363.0,9.8,0.12,0.11,4.7,0.39,0.74,0.11,0.67,0.19,0.65,0.22,0.0507865168539326,36047037700.0,1.0
643,0.1,0.54,0.03,0.08,0.33,0.09,0.82,30.9,45.7,81.92,1180.0,1008.0,1088.0,3573.0,162.0,2000.0,51708.0,507500.0,542.0,1406.0,1645.0,532.0,10.6,0.11,0.1,4.2,0.32,0.86,0.16,0.66,0.07,0.69,0.16,0.03,36047037900.0,1.0
644,0.09,0.4,0.02,0.08,0.33,0.06,0.58,34.4,41.4,64.93,663.0,567.0,583.0,5187.0,449.0,3250.0,44985.0,805500.0,687.0,1509.0,2191.0,765.0,4.944467353951887,0.14,0.1,4.2,0.29,0.85,0.21,0.72,0.11,0.79,0.17,0.02,36047038100.0,1.0
645,0.1,0.37,0.06,0.17,0.26,0.09,0.6239601990049735,31.7,55.4,68.9,505.0,1991.0,933.0,5893.0,516.0,2637.827457264957,32574.0,1082400.0,1145.0,1286.0,2241.0,964.0,4.944467353951887,0.08,0.22,4.2,0.18,0.4,0.24,0.78,0.27,0.97,0.03,0.0507865168539326,36047038200.0,1.0
646,0.05,0.59,0.03,0.06,0.28,0.06,0.71,34.2,44.5,75.54,1394.0,863.0,663.0,4399.0,374.0,2230.0,80714.0,586600.0,831.0,1509.0,1946.0,607.0,5.7,0.13,0.1,4.3,0.33,0.85,0.1,0.53,0.08,0.61,0.18,0.01,36047038300.0,1.0
647,0.06,0.61,0.06,0.2,0.18,0.14,0.7,32.9,43.8,102.69,1195.0,383.0,942.0,3462.0,189.0,2410.0,65182.0,611700.0,595.0,1394.0,1615.0,505.0,12.2,0.08,0.12,4.3,0.38,0.67,0.13,0.6,0.19,0.73,0.24,0.01,36047038500.0,0.0
648,0.13,0.42,0.12,0.46,0.25,0.17,0.42,41.3,39.4,101.09,1234.0,2027.0,505.0,3706.0,419.0,2569.0,63275.0,603300.0,925.0,1286.0,1299.0,413.0,5.4,0.09,0.05,4.6,0.28,0.2795633876906861,0.1,0.31,0.21,0.45,0.01,0.05,36047038600.0,0.0
649,0.06,0.37,0.09,0.18,0.25,0.08,0.77,32.9,43.0,99.77,1213.0,783.0,942.0,4347.0,312.0,2733.0,62951.0,472600.0,567.0,1367.0,1699.0,588.0,13.3,0.09,0.14,4.2,0.34,0.71,0.21,0.57,0.2,0.62,0.19,0.01,36047038700.0,1.0
650,0.09,0.64,0.04,0.88,0.33,0.07,0.47,36.4,45.8,80.03,1285.0,1659.0,1128.0,3651.0,362.0,3203.0,76842.0,578300.0,901.0,1405.0,1503.0,547.0,3.6,0.11,0.08,4.1,0.23,0.03,0.06,0.32,0.1,0.57,0.04,0.02,36047038800.0,0.0
651,0.19,0.48,0.02,0.36,0.16,0.12,0.81,32.1,39.8,101.25,1399.0,1103.0,435.0,3063.0,155.0,1647.0,62209.0,295600.0,981.0,904.0,1231.0,382.0,4.944467353951887,0.16,0.16,3.6,0.32,0.09,0.09,0.69,0.6,0.66,0.21,0.02,36047038900.0,1.0
652,0.07,0.72,0.07,0.92,0.22,0.16,0.52,31.3,40.5,103.73,1336.0,992.0,1261.0,2349.0,235.0,2764.0,80568.0,552400.0,897.0,1446.0,867.0,451.0,4.944467353951887,0.14,0.03,4.8,0.23,0.2795633876906861,0.09,0.23,0.04,0.4,0.03,0.03,36047039000.0,0.0
653,0.13,0.51,0.02,0.38,0.25,0.08,0.96,28.5,38.0,88.03,1202.0,1197.0,1016.0,3157.0,205.0,2258.0,49921.0,359100.0,835.5364006988934,1716.0,1157.0,440.0,4.944467353951887,0.13,0.29,3.9,0.35,0.27,0.17,0.71,0.66,0.88,0.15,0.01,36047039100.0,0.0
654,0.09,0.56,0.08,0.8,0.33,0.08,0.52,28.9,39.8,86.81,1446.0,1462.0,1261.0,2860.0,582.0,2185.0,54290.0,713400.0,850.0,1362.0,1097.0,319.0,3.2,0.1,0.04,3.9,0.35,0.01,0.09,0.38,0.02,0.71,0.06,0.01,36047039200.0,0.0
655,0.13,0.48,0.08,0.48,0.2,0.15,0.74,32.3,44.4,117.92,1278.0,888.0,1016.0,3672.0,385.0,2787.0,65469.0,543400.0,788.0,1439.0,1452.0,352.0,2.5,0.12,0.17,4.2,0.44,0.43,0.17,0.65,0.59,0.78,0.12,0.02,36047039300.0,1.0
656,0.09,0.5,0.03,0.9,0.22,0.17,0.53,29.8,44.9,106.53,1405.0,860.0,1183.0,2466.0,312.0,3628.0,89477.0,908900.0,1236.0,1444.0,786.0,538.0,4.944467353951887,0.17,0.12,4.9,0.25,0.2795633876906861,0.14,0.37,0.13,0.54,0.02,0.03,36047039400.0,1.0
657,0.21,0.44,0.13,0.33,0.2,0.04,0.52,31.3,43.7,125.27,1238.0,1493.0,852.0,4359.0,299.0,2250.0,54182.0,648900.0,889.0,1323.0,1395.0,559.0,0.7,0.17,0.16,4.7,0.4,0.39,0.08,0.67,0.42,0.82,0.18,0.01,36047039500.0,0.0
658,0.03,0.73,0.04,0.84,0.16,0.25,0.43,28.5,47.2,84.53,1291.0,396.0,1183.0,2028.0,314.0,2558.0,94461.0,924100.0,1129.0,1405.0,853.0,379.0,4.944467353951887,0.19,0.03,4.9,0.42,0.2795633876906861,0.05,0.36,0.06,0.6,0.08,0.03,36047039600.0,0.0
659,0.14,0.44,0.08,0.31,0.25,0.09,0.64,34.2,43.2,103.29,1323.0,1089.0,852.0,3458.0,302.0,3043.0,52702.0,563900.0,545.0,1406.0,1480.0,333.0,6.6,0.12,0.09,4.2,0.3,0.6,0.09,0.7,0.33,0.71,0.15,0.02,36047039700.0,0.0
660,0.2,0.47,0.06,0.41,0.29,0.1,0.53,37.2,44.6,82.28,1284.0,1526.0,505.0,2829.0,218.0,2640.0,72956.0,615200.0,706.0,1286.0,943.0,362.0,4.944467353951887,0.11,0.16,4.4,0.34,0.2795633876906861,0.12,0.39,0.17,0.49,0.03,0.01,36047039800.0,0.0
661,0.12,0.46,0.03,0.31,0.29,0.16,0.62,31.7,39.9,85.52,1196.0,640.0,852.0,3434.0,186.0,2783.0,49646.0,619200.0,514.0,1406.0,1516.0,469.0,7.6,0.14,0.11,3.9,0.25,0.57,0.15,0.69,0.5,0.91,0.16,0.06,36047039900.0,0.0
662,0.2,0.49,0.1,0.51,0.19,0.12,0.48,39.0,41.4,98.39,1286.0,1659.0,1172.0,3325.0,267.0,2803.0,57980.0,629700.0,746.0,1287.0,1144.0,471.0,6.1,0.08,0.27,4.5,0.19,0.2795633876906861,0.11,0.44,0.11,0.58,0.03,0.02,36047040000.0,0.0
663,0.11,0.47,0.06,0.26,0.3,0.2,0.81,29.5,48.3,82.27,1297.0,800.0,1066.0,3197.0,204.0,2902.0,54485.0,648100.0,742.0,1426.0,1342.0,325.0,3.2,0.14,0.06,4.5,0.35,0.54,0.16,0.66,0.32,0.81,0.18,0.01,36047040100.0,0.0
664,0.16,0.48,0.09,0.44,0.24,0.12,0.38,38.0,46.9,108.42,1206.0,1425.0,505.0,2749.0,217.0,2849.0,66205.0,684700.0,844.0,1286.0,991.0,227.0,6.2,0.07,0.13,4.4,0.22,0.01,0.12,0.47,0.18,0.53,0.03,0.03,36047040200.0,0.0
665,0.1,0.41,0.07,0.18,0.22,0.16,0.77,31.5,51.1,75.84,1421.0,1089.0,1066.0,3770.0,289.0,3119.0,52480.0,708300.0,641.0,1366.0,1464.0,433.0,11.5,0.17,0.13,4.2,0.46,0.69,0.12,0.67,0.25,0.73,0.2,0.09,36047040300.0,0.0
666,0.16,0.56,0.05,0.54,0.33,0.07,0.42,42.3,45.9,96.89,1187.0,1204.0,1228.0,2343.0,92.0,2862.0,74929.0,691900.0,931.0,1313.0,911.0,264.0,4.1,0.11,0.06,4.2,0.25,0.01,0.11,0.42,0.11,0.54,0.02,0.07,36047040400.0,0.0
667,0.08,0.49,0.08,0.19,0.21,0.19,0.59,30.8,51.9,108.39,1366.0,437.0,938.0,1590.0,112.0,3541.0,64340.0,446200.0,1229.0,1421.0,651.0,153.0,3.4,0.09,0.16,3.9,0.45,0.38,0.08,0.63,0.58,0.79,0.1,0.01,36047040500.0,1.0
668,0.14,0.51,0.03,0.37,0.27,0.11,0.51,37.8,44.8,89.48,1249.0,1731.0,1172.0,3117.0,167.0,2280.0,63246.0,783600.0,768.0,1287.0,1192.0,438.0,4.944467353951887,0.08,0.18,4.1,0.27,0.01,0.12,0.41,0.14,0.57,0.03,0.04,36047040600.0,0.0
669,0.16,0.47,0.07,0.37,0.23,0.17,0.69,33.5,43.0,101.01,1287.0,1915.0,1169.0,3391.0,450.0,2930.0,67006.0,614100.0,920.0,1286.0,1097.0,288.0,3.8,0.08,0.15,4.5,0.29,0.04,0.13,0.36,0.15,0.59,0.02,0.04,36047040800.0,0.0
670,0.18,0.34,0.14,0.36,0.23,0.12,0.75,30.2,39.8,75.77,1404.0,1407.0,1285.0,3663.0,313.0,2298.0,52371.0,457400.0,663.0,1473.0,1420.0,497.0,8.9,0.05,0.12,4.0,0.38,0.36,0.15,0.69,0.71,0.82,0.12,0.0507865168539326,36047040900.0,0.0
671,0.12,0.48,0.02,0.66,0.22,0.1,0.43,43.9,37.9,95.75,1172.0,803.0,1169.0,1887.0,120.0,2362.0,58514.0,625800.0,683.0,1287.0,761.0,230.0,4.1,0.12,0.02,4.5,0.3,0.01,0.09,0.29,0.12,0.48,0.03,0.03,36047041000.0,0.0
672,0.19,0.41,0.03,0.24,0.25,0.14,0.69,34.3,52.1,113.67,1066.0,1294.0,1285.0,3158.0,215.0,2293.0,76940.0,398100.0,527.0,1426.0,1304.0,351.0,6.7,0.07,0.1,4.0,0.37,0.37,0.12,0.69,0.52,0.79,0.13,0.0507865168539326,36047041100.0,1.0
673,0.15,0.59,0.08,0.66,0.29,0.08,0.67,33.9,45.4,90.83,1196.0,1357.0,1183.0,3141.0,291.0,2059.0,98656.0,656400.0,822.0,1444.0,1152.0,455.0,4.944467353951887,0.1,0.08,4.6,0.3,0.2795633876906861,0.06,0.37,0.19,0.56,0.03,0.03,36047041200.0,0.0
674,0.17,0.36,0.04,0.27,0.26,0.15,0.8,32.4,43.8,83.99,1285.0,1601.0,1066.0,4217.0,453.0,3244.0,54560.0,499100.0,691.0,1428.0,1440.0,692.0,3.3,0.11,0.11,4.4,0.35,0.51,0.15,0.69,0.6,0.82,0.1,0.0507865168539326,36047041300.0,1.0
675,0.11,0.62,0.02,0.78,0.24,0.18,0.57,35.4,41.2,92.4,1390.0,614.0,1183.0,1493.0,206.0,3292.0,77895.0,493500.0,920.0,1444.0,561.0,130.0,1.7,0.06,0.15,4.5,0.25,0.01,0.08,0.33,0.17,0.52,0.03,0.05,36047041401.0,0.0
676,0.04,0.49,0.07,1.0,0.32,0.17,0.46,38.3,46.5,107.65,1183.0,796.0,1196.0,1765.0,192.0,4000.0,86070.0,582861.2010443864,1500.0,1444.0,681.0,259.0,4.944467353951887,0.05,0.04,3.8,0.29,0.2795633876906861,0.09,0.37,0.01,0.72,0.02,0.03,36047041402.0,0.0
