,EDUCATIONAL ATTAINMENT Less than 9th grade,HEALTH INSURANCE COVERAGE With private health insurance,Construction,White,"Educational services, and health care and social assistance",Retail trade,MORTGAGE STATUS Owner-occupied units Housing units with a mortgage,Median age (years),Mean travel time to work (minutes),Sex ratio (males per 100 females),GROSS RENT Occupied units paying rent Median (dollars),YEAR OF ENTRY Foreign born,relation_min_fee,Total population,Own children of the householder under 6 years,SELECTED MONTHLY OWNER COSTS (SMOC) Housing units with a mortgage Median (dollars),Mean household income (dollars),VALUE Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units without a mortgage Median (dollars),relation_max_fee,Total housing units,Own children of the householder 6 to 17 years,Rental vacancy rate,"Professional, scientific, and management, and administrative and waste management services","Arts, entertainment, and recreation, and accommodation and food services",ROOM Median rooms,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2010 to 2014,Black or African American,"EDUCATIONAL ATTAINMENT 9th to 12th grade, no diploma",VEHICLES AVAILABLE No vehicles available,Hispanic or Latino (of any race),HOUSING TENURE Renter-occupied,PLACE OF BIRTH Native Different state,VEHICLES AVAILABLE 3 or more vehicles available,geoid,label
677,0.1,0.44,0.07,0.41,0.29,0.07,0.82,29.2,44.1,74.61,1426.0,1147.0,1066.0,4311.0,355.0,2381.0,63107.0,617000.0,835.5364006988934,1428.0,1427.0,734.0,5.9,0.11,0.16,4.5,0.37,0.44,0.22,0.57,0.64,0.74,0.1,0.01,36047041500.0,0.0
678,0.19,0.35,0.05,0.81,0.17,0.29,0.61,28.7,34.9,104.03,1302.0,989.0,1134.0,2532.0,321.0,3074.0,71310.0,697500.0,1068.0,1362.0,809.0,516.0,4.7,0.09,0.07,4.4,0.21,0.02,0.06,0.39,0.13,0.61,0.04,0.04,36047041600.0,0.0
679,0.3,0.38,0.03,0.41,0.32,0.17,0.74,33.4,40.1,89.04,852.0,1144.0,1118.0,3208.0,184.0,2101.0,35743.0,600900.0,393.0,1323.0,1504.0,535.0,8.1,0.13,0.1,3.9,0.27,0.35,0.14,0.84,0.67,0.9,0.06,0.0507865168539326,36047041700.0,1.0
680,0.08,0.49,0.11,0.89,0.3,0.13,0.34,26.4,29.7,103.68,1247.0,806.0,1134.0,2713.0,479.0,3181.0,62112.0,782300.0,1150.0,1440.0,872.0,638.0,7.0,0.1,0.01,4.4,0.34,0.03,0.12,0.39,0.16,0.64,0.03,0.05,36047041800.0,0.0
681,0.16,0.41,0.04,0.45,0.22,0.12,0.68,27.9,38.8,99.53,1250.0,1285.0,852.0,3815.0,318.0,2694.0,54360.0,493100.0,1044.0,1381.0,1412.0,612.0,4.944467353951887,0.05,0.21,4.1,0.36,0.26,0.19,0.61,0.65,0.76,0.1,0.03,36047041900.0,0.0
682,0.09,0.66,0.03,0.95,0.43,0.09,0.45,27.3,26.5,91.42,1440.0,423.0,1134.0,1696.0,199.0,4000.0,87824.0,927100.0,1239.0,1358.0,567.0,429.0,4.944467353951887,0.07,0.02,5.1,0.24,0.02,0.03,0.32,0.05,0.53,0.09,0.01,36047042000.0,0.0
683,0.27,0.37,0.14,0.44,0.29,0.19,0.47,32.7,41.1,111.58,1297.0,1362.0,852.0,4219.0,175.0,2700.0,54838.0,597300.0,558.0,1381.0,1436.0,465.0,2.2,0.06,0.13,4.2,0.39,0.36,0.15,0.72,0.59,0.86,0.11,0.02,36047042100.0,1.0
684,0.08,0.6,0.06,0.85,0.23,0.14,0.67,32.8,38.9,122.57,1444.0,1403.0,1183.0,3501.0,257.0,2958.0,104660.0,791200.0,1195.0,1449.0,1177.0,651.0,2.8,0.12,0.1,4.5,0.29,0.01,0.07,0.28,0.19,0.66,0.05,0.01,36047042200.0,0.0
685,0.21,0.28,0.1,0.51,0.15,0.16,1.0,28.6,38.3,102.66,1412.0,1922.0,1016.0,4718.0,330.0,2047.0,59436.0,483800.0,835.5364006988934,1716.0,1434.0,537.0,4.5,0.11,0.16,4.0,0.39,0.17,0.24,0.67,0.7,0.9,0.12,0.0507865168539326,36047042300.0,1.0
686,0.12,0.53,0.15,0.65,0.24,0.09,0.41,38.5,49.2,109.52,1195.0,2396.0,1169.0,3786.0,211.0,3079.0,69256.0,635700.0,912.0,1287.0,1435.0,448.0,4.3,0.11,0.1,4.1,0.24,0.2795633876906861,0.08,0.48,0.14,0.77,0.01,0.02,36047042400.0,0.0
687,0.05,0.55,0.04,0.48,0.18,0.13,0.49,28.3,40.1,100.14,1439.0,796.0,1016.0,2932.0,226.0,2637.827457264957,64726.0,397100.0,835.5364006988934,1716.0,1128.0,533.0,1.3,0.15,0.21,3.9,0.48,0.1,0.07,0.6,0.63,0.97,0.19,0.01,36047042500.0,1.0
688,0.16,0.4,0.07,0.54,0.28,0.11,0.29,43.9,48.2,80.12,1169.0,2929.0,1172.0,4231.0,202.0,2453.0,55140.0,603900.0,800.0,1287.0,1550.0,451.0,0.3,0.13,0.14,3.6,0.34,0.02,0.12,0.56,0.18,0.75,0.1021207729468604,0.02,36047042600.0,0.0
689,0.22,0.3,0.07,0.62,0.15,0.12,0.41,27.7,36.8,113.19,1384.0,2030.0,904.0,5496.0,332.0,3545.0,66041.0,704200.0,535.0,1716.0,1879.0,925.0,6.7,0.13,0.18,4.0,0.38,0.13,0.19,0.8,0.64,0.94,0.17,0.03,36047042700.0,1.0
690,0.09,0.52,0.05,0.72,0.31,0.09,0.51,43.1,44.1,98.42,1280.0,2484.0,1169.0,3764.0,293.0,2434.0,66556.0,589200.0,792.0,1287.0,1564.0,367.0,5.7,0.17,0.01,3.7,0.22,0.01,0.08,0.54,0.05,0.65,0.01,0.01,36047042800.0,0.0
691,0.29,0.26,0.12,0.55,0.11,0.1,0.49,29.8,40.3,104.54,1340.0,2404.0,1118.0,5811.0,364.0,1474.0,59357.0,368500.0,1015.0,1424.0,1999.0,819.0,7.4,0.16,0.18,3.9,0.34,0.14,0.16,0.82,0.72,0.96,0.12,0.0507865168539326,36047042900.0,0.0
692,0.16,0.31,0.06,0.48,0.35,0.05,0.38,39.5,41.6,92.37,1244.0,2286.0,1169.0,3405.0,233.0,3543.0,47137.0,543000.0,806.0,1280.0,1408.0,420.0,6.5,0.09,0.11,3.7,0.27,0.2795633876906861,0.13,0.56,0.08,0.85,0.01,0.01,36047043000.0,0.0
693,0.23,0.33,0.1,0.54,0.18,0.12,0.71,27.7,38.5,100.3,1381.0,2226.0,1118.0,5402.0,555.0,2852.0,66301.0,599100.0,1083.0,1408.0,1825.0,602.0,1.4,0.16,0.15,4.1,0.45,0.14,0.18,0.77,0.64,0.94,0.15,0.0507865168539326,36047043100.0,1.0
694,0.17,0.34,0.1,0.5,0.26,0.1,0.42,37.7,44.2,109.76,1195.0,2999.0,1169.0,4730.0,404.0,2993.0,59895.0,603100.0,743.0,1273.0,1605.0,545.0,2.4,0.07,0.11,3.8,0.32,0.2795633876906861,0.13,0.52,0.13,0.69,0.03,0.0507865168539326,36047043200.0,0.0
695,0.27,0.3,0.14,0.46,0.14,0.12,0.74,28.5,40.8,105.1,1118.0,1401.0,852.0,4303.0,508.0,2768.0,47938.0,718800.0,835.5364006988934,1381.0,1482.0,652.0,4.944467353951887,0.05,0.17,4.1,0.22,0.3,0.23,0.71,0.79,0.93,0.06,0.01,36047043300.0,0.0
696,0.13,0.48,0.07,0.65,0.27,0.11,0.5,38.9,43.5,97.21,1189.0,2051.0,1169.0,3327.0,231.0,2341.0,74104.0,602300.0,779.0,1280.0,1307.0,412.0,4.4,0.1,0.14,3.9,0.27,0.03,0.11,0.43,0.08,0.68,0.08,0.01,36047043400.0,0.0
697,0.19,0.48,0.06,0.37,0.3,0.14,0.7,29.1,40.8,94.65,1428.0,1855.0,1285.0,5018.0,367.0,2182.0,60696.0,455400.0,564.0,1426.0,1566.0,821.0,6.6,0.07,0.15,4.6,0.4,0.31,0.18,0.72,0.74,0.82,0.07,0.01,36047043500.0,0.0
698,0.09,0.46,0.12,0.63,0.28,0.1,0.56,40.8,47.3,81.1,1193.0,3041.0,1128.0,4676.0,385.0,2886.0,60148.0,897000.0,864.0,1293.0,1687.0,379.0,2.1,0.08,0.1,3.8,0.28,0.01,0.07,0.51,0.07,0.72,0.02,0.05,36047043600.0,0.0
699,0.18,0.31,0.07,0.47,0.23,0.09,0.57,30.4,42.9,94.15,1395.0,2708.0,1066.0,5904.0,343.0,2414.0,62029.0,544600.0,886.0,1428.0,1858.0,724.0,5.5,0.09,0.19,4.6,0.33,0.32,0.22,0.67,0.64,0.84,0.1,0.0507865168539326,36047043700.0,1.0
700,0.07,0.51,0.05,0.75,0.33,0.09,0.41,35.2,41.5,100.39,1349.0,1191.0,1196.0,2593.0,273.0,2611.0,62919.0,765400.0,817.0,1449.0,1022.0,320.0,4.8,0.11,0.07,3.9,0.28,0.03,0.08,0.4,0.13,0.78,0.03,0.02,36047043800.0,0.0
701,0.24,0.28,0.02,0.52,0.25,0.15,0.42,34.3,35.2,96.29,1312.0,1638.0,1289.0,3971.0,248.0,3017.0,63725.0,531500.0,852.0,1428.0,1370.0,655.0,3.2,0.09,0.18,4.4,0.3,0.27,0.18,0.7,0.73,0.79,0.07,0.01,36047043900.0,0.0
702,0.09,0.56,0.1,0.9,0.3,0.12,0.64,32.6,39.5,96.53,1449.0,932.0,1208.0,2889.0,302.0,3662.0,75114.0,872800.0,796.0,1444.0,987.0,550.0,4.944467353951887,0.07,0.02,4.8,0.18,0.02,0.06,0.39,0.07,0.63,0.04,0.06,36047044000.0,0.0
703,0.26,0.33,0.17,0.52,0.16,0.13,0.78,30.6,39.2,101.42,1289.0,2841.0,1312.0,5958.0,563.0,2286.0,61317.0,523000.0,586.0,1403.0,2001.0,674.0,3.5,0.11,0.15,4.0,0.4,0.18,0.16,0.68,0.73,0.91,0.09,0.0507865168539326,36047044100.0,1.0
704,0.06,0.7,0.08,0.89,0.38,0.06,0.46,30.0,30.1,92.09,1421.0,865.0,1208.0,3035.0,364.0,4000.0,128617.0,950500.0,1424.0,1449.0,940.0,704.0,3.2,0.1,0.02,5.5,0.28,0.2795633876906861,0.03,0.32,0.2710875842155919,0.49,0.04,0.05,36047044200.0,0.0
705,0.28,0.33,0.15,0.59,0.18,0.11,0.85,32.1,36.2,138.5,1408.0,2589.0,1118.0,5414.0,282.0,2013.0,61723.0,525600.0,835.5364006988934,1424.0,2017.0,722.0,1.7,0.13,0.09,4.1,0.37,0.1,0.11,0.68,0.67,0.95,0.09,0.03,36047044300.0,1.0
706,0.1,0.61,0.02,0.85,0.33,0.12,0.63,33.6,34.8,99.19,1225.0,659.0,1208.0,3430.0,389.0,3175.0,89043.0,604200.0,848.0,1543.0,1259.0,848.0,3.9,0.14,0.09,4.3,0.26,0.02,0.08,0.28,0.09,0.62,0.05,0.01,36047044400.0,0.0
707,0.2,0.35,0.15,0.46,0.13,0.17,0.65,31.3,41.0,113.16,1350.0,2417.0,1118.0,5039.0,409.0,2462.0,65021.0,545300.0,707.0,1424.0,1711.0,789.0,4.944467353951887,0.15,0.15,4.1,0.31,0.07,0.15,0.69,0.64,0.84,0.12,0.01,36047044500.0,0.0
708,0.13,0.43,0.11,0.57,0.2,0.11,0.56,40.6,44.6,97.91,1273.0,1063.0,1128.0,2181.0,165.0,3375.0,74727.0,760200.0,953.0,1293.0,734.0,353.0,3.4,0.07,0.09,4.3,0.29,0.01,0.09,0.36,0.13,0.54,0.03,0.04,36047044600.0,0.0
709,0.11,0.47,0.09,0.51,0.15,0.12,0.7,28.7,38.2,85.01,1424.0,693.0,1118.0,2518.0,118.0,2292.0,77386.0,610600.0,463.0,1408.0,838.0,272.0,2.9,0.18,0.16,3.9,0.4,0.25,0.17,0.81,0.48,0.91,0.23,0.01,36047044700.0,0.0
710,0.11,0.52,0.02,0.8,0.33,0.19,0.42,34.2,35.6,108.02,1276.0,503.0,1208.0,1816.0,170.0,2043.0,87713.0,462100.0,683.0,1773.0,766.0,293.0,5.8,0.14,0.05,3.9,0.25,0.2795633876906861,0.06,0.42,0.1,0.53,0.04,0.0507865168539326,36047044800.0,0.0
711,0.17,0.35,0.02,0.3,0.21,0.18,0.91,31.7,38.5,80.53,758.0,775.0,1473.0,3468.0,300.0,2772.0,43484.0,784500.0,835.5364006988934,2342.0,1157.0,526.0,1.8,0.08,0.17,4.2,0.32,0.45,0.16,0.78,0.46,0.92,0.1,0.0507865168539326,36047044900.0,0.0
712,0.07,0.5,0.02,0.99,0.33,0.08,0.6,24.8,36.1,86.91,1773.0,75.0,1170.0,514.0,48.0,2826.0,100930.0,856300.0,1063.0,1543.0,165.0,130.0,4.944467353951887,0.07,0.1072845450168516,5.6,0.18,0.2795633876906861,0.03,0.24,0.03,0.34,0.02,0.02,36047045000.0,0.0
713,0.01,0.66,0.03,0.94,0.35,0.13,0.45,29.3,32.0,94.19,1543.0,437.0,1170.0,2839.0,419.0,2879.0,98159.0,818200.0,1105.0,1773.0,908.0,594.0,4.944467353951887,0.12,0.03,5.8,0.21,0.2795633876906861,0.05,0.24,0.04,0.42,0.05,0.02,36047045200.0,0.0
714,0.13,0.35,0.02,0.5,0.16,0.12,1.0,33.2,36.9,155.13,1716.0,607.0,671.0,2337.0,79.0,2637.827457264957,82632.0,582861.2010443864,835.5364006988934,1439.0,679.0,128.0,3.4,0.18,0.21,3.8,0.41,0.25,0.18,0.76,0.47,0.99,0.26,0.0507865168539326,36047045300.0,1.0
715,0.14,0.46,0.11,0.71,0.38,0.1,0.52,31.1,35.6,87.54,1208.0,652.0,1225.0,1836.0,192.0,3269.0,73811.0,715600.0,1000.0,1773.0,636.0,361.0,3.0,0.07,0.07,4.2,0.2,0.01,0.03,0.39,0.1,0.67,0.1,0.03,36047045400.0,0.0
716,0.06,0.51,0.04,0.75,0.36,0.14,0.58,33.0,42.7,95.35,1290.0,1198.0,1033.0,2520.0,300.0,4000.0,67304.0,1234000.0,1390.0,1773.0,877.0,459.0,4.944467353951887,0.09,0.03,3.7,0.37,0.02,0.1,0.47,0.02,0.87,0.02,0.03,36047045600.0,0.0
717,0.02,0.87,0.05,0.98,0.21,0.05,0.23,37.6,41.6,125.26,1170.0,433.0,1033.0,1757.0,217.0,3761.0,153462.0,958300.0,1500.0,1773.0,579.0,387.0,4.944467353951887,0.1,0.03,6.1,0.3,0.01,0.06,0.34,0.01,0.38,0.04,0.08,36047045800.0,0.0
718,0.05,0.36,0.07,0.51,0.34,0.1,0.57,35.1,37.1,91.57,1252.0,1874.0,1033.0,3726.0,460.0,2592.0,61887.0,662500.0,830.0,1581.0,1244.0,545.0,4.944467353951887,0.06,0.1,3.5,0.19,0.01,0.07,0.55,0.04,0.65,0.04,0.01,36047046000.0,0.0
719,0.12,0.39,0.02,0.74,0.33,0.1,0.56,38.4,39.2,75.37,1033.0,1386.0,1170.0,2706.0,164.0,2153.0,51592.0,424000.0,218.0,1527.0,1125.0,573.0,4.944467353951887,0.17,0.13,3.3,0.23,0.2795633876906861,0.05,0.56,0.1,0.61,0.06,0.01,36047046201.0,0.0
720,0.05,0.4,0.02,0.85,0.26,0.11,0.63,26.5,32.3,113.06,1527.0,444.0,1033.0,2301.0,341.0,3125.0,98935.0,894700.0,1031.0,1773.0,638.0,500.0,4.944467353951887,0.11,0.1,5.7,0.09,0.2795633876906861,0.1,0.29,0.16,0.52,0.07,0.06,36047046202.0,0.0
721,0.03,0.44,0.05,0.92,0.3,0.16,0.69,18.6,33.1,103.37,1489.0,540.0,1128.0,2772.0,358.0,2805.0,69574.0,847500.0,763.0,1710.0,689.0,969.0,6.6,0.09,0.04,6.0,0.15,0.01,0.12,0.32,0.01,0.5,0.07,0.01,36047046400.0,1.0
722,0.05,0.43,0.03,0.95,0.46,0.1,0.68,19.8,31.0,86.44,1710.0,279.0,1128.0,2254.0,387.0,3140.0,64890.0,718500.0,747.0,1564.0,542.0,674.0,4.944467353951887,0.13,0.02,5.2,0.32,0.2795633876906861,0.07,0.33,0.02,0.48,0.02,0.03,36047046800.0,0.0
723,0.07,0.53,0.06,0.93,0.34,0.12,0.46,21.9,31.5,123.97,1355.0,503.0,1253.0,2616.0,307.0,3050.0,73602.0,895800.0,1163.0,1418.0,731.0,840.0,4.944467353951887,0.07,0.09,5.7,0.17,0.01,0.1,0.26,0.03,0.52,0.02,0.01,36047047000.0,0.0
724,0.07,0.38,0.05,0.99,0.48,0.04,0.65,20.9,28.9,99.79,1564.0,496.0,1185.0,2905.0,467.0,3130.0,78057.0,727100.0,1500.0,1710.0,811.0,822.0,14.1,0.08,0.01,5.7,0.24,0.01,0.1,0.4,0.2710875842155919,0.46,0.03,0.0507865168539326,36047047200.0,1.0
725,0.06,0.46,0.08,0.97,0.41,0.05,0.43,23.7,27.0,127.38,1384.0,564.0,1185.0,2749.0,406.0,2325.0,106124.0,901000.0,1140.0,1710.0,765.0,759.0,2.4,0.11,0.06,5.6,0.21,0.2795633876906861,0.11,0.49,0.01,0.62,0.03,0.01,36047047400.0,1.0
726,0.05,0.39,0.09,0.88,0.31,0.13,0.5,28.1,27.8,105.27,1185.0,680.0,1302.0,3547.0,470.0,4000.0,61395.0,761400.0,1133.0,1564.0,1018.0,827.0,4.4,0.13,0.06,5.8,0.08,0.02,0.21,0.43,0.08,0.53,0.02,0.01,36047047600.0,0.0
727,0.04,0.75,0.01,0.82,0.19,0.13,0.5,32.9,35.1,100.44,2342.0,654.0,1570.0,3644.0,210.0,2394.0,110265.0,709800.0,817.0,2465.0,1798.0,93.0,1.8,0.19,0.09,3.9,0.43,0.03,0.04,0.53,0.1,0.71,0.38,0.0507865168539326,36047047700.0,1.0
728,0.2,0.23,0.17,0.74,0.31,0.13,0.62,26.1,34.2,128.9,1306.0,1409.0,1185.0,4491.0,636.0,2356.0,68134.0,798600.0,1149.0,1564.0,1249.0,955.0,2.5,0.08,0.04,4.6,0.18,0.2795633876906861,0.13,0.56,0.2,0.67,0.02,0.0507865168539326,36047047800.0,1.0
729,0.23,0.32,0.1,0.67,0.3,0.13,0.74,27.6,34.1,109.57,1336.0,1487.0,1033.0,4051.0,449.0,3672.0,51557.0,715300.0,1000.0,1581.0,1131.0,793.0,3.6,0.1,0.1,3.9,0.32,0.04,0.11,0.62,0.21,0.8,0.03,0.01,36047048000.0,0.0
730,0.14,0.58,0.04,0.77,0.17,0.06,0.79,32.6,34.3,84.4,1758.0,1008.0,671.0,2978.0,107.0,2850.0,85305.0,614100.0,835.5364006988934,2342.0,1412.0,216.0,4.944467353951887,0.23,0.15,3.5,0.51,0.05,0.07,0.7,0.35,0.89,0.34,0.02,36047048100.0,0.0
731,0.17,0.35,0.13,0.49,0.3,0.12,0.64,34.8,42.4,107.9,1212.0,3425.0,1033.0,5316.0,546.0,2267.0,50063.0,545100.0,917.0,1581.0,1948.0,567.0,4.944467353951887,0.09,0.05,3.4,0.26,0.06,0.09,0.6,0.09,0.81,0.06,0.01,36047048200.0,0.0
732,0.04,0.35,0.03,0.77,0.45,0.13,0.62,24.6,36.8,94.68,1581.0,1860.0,1212.0,6146.0,770.0,2081.0,58888.0,545000.0,552.0,1481.0,1634.0,1720.0,1.7,0.08,0.04,4.1,0.27,0.07,0.12,0.49,0.06,0.77,0.06,0.0507865168539326,36047048400.0,0.0
733,0.08,0.62,0.02,0.61,0.14,0.12,0.69,29.1,33.4,145.19,2169.0,622.0,671.0,2854.0,57.0,2357.0,102228.0,541700.0,835.5364006988934,1856.0,981.0,117.0,4.944467353951887,0.18,0.19,4.1,0.46,0.09,0.03,0.64,0.38,0.85,0.44,0.0507865168539326,36047048500.0,0.0
734,0.28,0.26,0.14,0.33,0.19,0.13,0.62,30.0,39.2,116.11,1302.0,1922.0,1196.0,3300.0,282.0,2661.0,55448.0,668500.0,783.0,1612.0,969.0,689.0,1.5,0.09,0.14,4.1,0.22,0.03,0.08,0.65,0.3,0.77,0.04,0.01,36047048600.0,0.0
735,0.09,0.52,0.04,0.55,0.34,0.1,0.57,35.7,39.4,87.47,1196.0,1745.0,1302.0,4113.0,367.0,1286.0,70565.0,351300.0,457.0,1612.0,1439.0,714.0,1.0,0.07,0.21,3.9,0.26,0.06,0.07,0.61,0.12,0.58,0.09,0.0507865168539326,36047048800.0,0.0
736,0.06,0.47,0.1,0.64,0.3,0.1,0.56,31.9,42.2,106.82,1448.0,3005.0,1212.0,6248.0,697.0,1659.0,73125.0,410000.0,835.5364006988934,1581.0,2229.0,792.0,4.944467353951887,0.07,0.11,3.7,0.38,0.09,0.06,0.62,0.18,0.74,0.1,0.0507865168539326,36047049000.0,0.0
737,0.2,0.45,0.06,0.26,0.21,0.11,0.27,42.0,40.2,96.32,904.0,2910.0,435.0,6459.0,368.0,2882.0,45115.0,582861.2010443864,835.5364006988934,2169.0,2796.0,716.0,1.2,0.1,0.16,3.3,0.22,0.22,0.16,0.67,0.31,0.9,0.1,0.01,36047049100.0,1.0
738,0.09,0.37,0.09,0.51,0.31,0.12,0.69,32.3,43.3,112.18,1216.0,1536.0,1212.0,3293.0,367.0,1684.0,66898.0,564100.0,680.0,1581.0,1126.0,404.0,1.9,0.08,0.09,3.7,0.25,0.15,0.12,0.54,0.14,0.57,0.07,0.02,36047049200.0,0.0
739,0.16,0.45,0.05,0.48,0.26,0.1,0.85,31.4,35.2,78.86,671.0,1466.0,904.0,7684.0,376.0,4000.0,57353.0,605300.0,835.5364006988934,2169.0,3401.0,1075.0,1.7,0.18,0.15,3.8,0.26,0.2,0.17,0.77,0.6,0.97,0.17,0.01,36047049300.0,1.0
740,0.07,0.51,0.09,0.56,0.29,0.06,0.6,36.8,40.3,86.89,1374.0,2626.0,1216.0,5874.0,570.0,1879.0,72544.0,397800.0,811.0,1532.0,2060.0,799.0,4.944467353951887,0.13,0.07,3.6,0.3,0.11,0.07,0.55,0.15,0.71,0.09,0.04,36047049400.0,0.0
741,0.04,0.68,0.01,0.75,0.09,0.13,0.6,33.5,31.8,103.3,1652.0,537.0,671.0,2899.0,173.0,2250.0,102648.0,779900.0,995.0,2342.0,1337.0,146.0,1.8,0.22,0.15,3.8,0.42,0.01,0.07,0.73,0.25,0.78,0.3,0.01,36047049500.0,1.0
742,0.17,0.61,0.06,0.4,0.31,0.08,0.75,33.7,46.8,95.25,1612.0,1729.0,1196.0,4190.0,468.0,2375.0,75716.0,746400.0,1166.0,1640.0,1466.0,579.0,5.1,0.09,0.17,4.4,0.31,0.02,0.12,0.59,0.29,0.68,0.11,0.01,36047049600.0,0.0
743,0.02,0.77,0.03,0.76,0.2,0.08,0.66,32.5,30.6,104.61,1856.0,514.0,958.0,2838.0,102.0,2545.0,109833.0,736500.0,673.0,2342.0,1509.0,117.0,1.3,0.27,0.18,3.5,0.49,0.01,0.02,0.68,0.13,0.8,0.35,0.01,36047049700.0,1.0
744,0.11,0.56,0.05,0.45,0.26,0.08,0.66,37.4,44.6,98.07,1443.0,1719.0,1196.0,4512.0,425.0,2821.0,79629.0,661400.0,768.0,1640.0,1684.0,570.0,3.5,0.12,0.12,3.9,0.36,0.04,0.06,0.47,0.12,0.66,0.15,0.03,36047049800.0,0.0
745,0.03,0.75,0.09,0.81,0.13,0.15,0.69,34.8,37.1,121.3,1700.0,599.0,1708.0,1766.0,107.0,3220.0,95568.0,721600.0,1330.0,2465.0,935.0,73.0,4.4,0.21,0.12,3.8,0.47,0.2795633876906861,0.05,0.52,0.2,0.68,0.27,0.03,36047049900.0,0.0
746,0.05,0.84,0.01,0.65,0.29,0.03,0.61,38.5,42.5,84.42,1640.0,1198.0,1196.0,3694.0,383.0,2114.0,97972.0,568100.0,651.0,2071.0,1617.0,574.0,3.5,0.17,0.1,4.2,0.31,0.08,0.06,0.45,0.1,0.5,0.15,0.0507865168539326,36047050000.0,0.0
747,0.04,0.78,0.03,0.77,0.2,0.06,0.69,32.7,30.9,83.57,1708.0,400.0,1191.0,3005.0,165.0,2377.0,106279.0,912800.0,558.0,2465.0,1451.0,130.0,1.8,0.19,0.21,4.1,0.39,0.05,0.04,0.56,0.18,0.76,0.28,0.02,36047050100.0,1.0
748,0.02,0.86,0.01,0.89,0.25,0.02,0.67,43.3,40.9,87.48,1681.0,389.0,1443.0,2306.0,191.0,2197.0,131846.0,711500.0,456.0,2071.0,1115.0,246.0,4.944467353951887,0.31,0.14,4.2,0.25,0.01,0.02,0.43,0.07,0.36,0.26,0.0507865168539326,36047050202.0,0.0
749,0.07,0.8,0.01,0.79,0.19,0.07,0.53,35.3,34.9,91.57,1882.0,571.0,981.0,2408.0,74.0,2349.0,89279.0,569800.0,683.0,2465.0,1283.0,69.0,3.1,0.21,0.17,4.0,0.32,0.01,0.04,0.67,0.16,0.73,0.32,0.02,36047050300.0,1.0
750,0.03,0.71,0.03,0.6,0.22,0.07,0.69,38.2,39.7,94.95,1456.0,1590.0,1216.0,4515.0,483.0,2262.0,107246.0,485400.0,629.0,1532.0,2047.0,458.0,2.1,0.19,0.13,3.7,0.3,0.13,0.05,0.42,0.2,0.67,0.18,0.0507865168539326,36047050400.0,0.0
751,0.17,0.47,0.01,0.42,0.18,0.11,0.43,35.4,34.3,96.25,958.0,1025.0,671.0,4396.0,186.0,2284.0,48211.0,528100.0,450.0,2169.0,2013.0,347.0,1.2,0.21,0.17,3.5,0.34,0.23,0.15,0.65,0.5,0.9,0.19,0.01,36047050500.0,1.0
752,0.16,0.45,0.05,0.25,0.26,0.08,0.82,32.7,43.7,97.54,1476.0,2750.0,1216.0,5616.0,419.0,2473.0,58310.0,684700.0,1113.0,1532.0,2052.0,926.0,6.6,0.11,0.12,3.8,0.34,0.44,0.15,0.6,0.35,0.88,0.11,0.01,36047050600.0,0.0
753,0.09,0.3,0.05,0.79,0.37,0.09,0.63,15.7,27.0,117.69,1265.0,389.0,350.0,2523.0,546.0,2292.0,43381.0,576600.0,765.0,1676.0,569.0,831.0,5.2,0.09,0.07,4.9,0.27,0.08,0.12,0.63,0.18,0.81,0.03,0.0507865168539326,36047050700.0,0.0
754,0.11,0.43,0.11,0.14,0.27,0.13,0.69,35.1,40.2,95.39,1266.0,2479.0,1179.0,4240.0,263.0,2637.827457264957,56661.0,366700.0,835.5364006988934,1290.0,1502.0,576.0,5.4,0.09,0.17,3.6,0.25,0.72,0.15,0.66,0.22,0.98,0.07,0.0507865168539326,36047050801.0,0.0
755,0.14,0.51,0.04,0.24,0.31,0.07,0.9,32.6,38.5,79.02,1215.0,972.0,1179.0,2338.0,65.0,2308.0,52123.0,383300.0,835.5364006988934,1288.0,986.0,251.0,1.6,0.13,0.17,3.5,0.23,0.58,0.12,0.77,0.19,0.96,0.16,0.0507865168539326,36047050803.0,0.0
756,0.14,0.45,0.07,0.23,0.3,0.06,1.0,31.8,42.7,92.18,1179.0,2285.0,1197.0,6144.0,443.0,1341.0,58618.0,380600.0,835.5364006988934,1266.0,2599.0,741.0,3.3,0.14,0.09,3.4,0.31,0.48,0.11,0.72,0.34,0.98,0.14,0.01,36047050804.0,0.0
757,0.12,0.28,0.02,0.91,0.31,0.13,0.85,13.4,23.4,142.73,1250.0,325.0,981.0,4488.0,1001.0,3155.0,53657.0,639900.0,800.0,1676.0,721.0,1865.0,1.9,0.1,0.08,5.7,0.26,0.03,0.26,0.59,0.05,0.76,0.02,0.0507865168539326,36047050900.0,0.0
758,0.13,0.52,0.04,0.17,0.31,0.12,0.6239601990049735,32.4,49.7,78.92,1251.0,1939.0,1231.0,4498.0,294.0,2637.827457264957,60501.0,582861.2010443864,835.5364006988934,1357.0,1546.0,513.0,3.3,0.12,0.1,3.9,0.26,0.72,0.11,0.77,0.17,1.0,0.11,0.0507865168539326,36047051001.0,0.0
