GEOID,label,label_three,label_four,TRACTCE10,NAME10,NAMELSAD10,INTPTLAT,INTPTLONG,long+,long-,lat+,lat-,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,"INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS) Less than $10,000",HEALTH INSURANCE COVERAGE With health insurance coverage,HEALTH INSURANCE COVERAGE With private health insurance,YEAR STRUCTURE BUILT Built 2014 or later,YEAR STRUCTURE BUILT Built 2010 to 2013,HOUSING TENURE Renter-occupied,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2015 or later,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2010 to 2014,VEHICLES AVAILABLE No vehicles available,VEHICLES AVAILABLE 2 vehicles available,VEHICLES AVAILABLE 3 or more vehicles available,OCCUPANTS PER ROOM 1.01 to 1.50,OCCUPANTS PER ROOM 1.51 or more,MORTGAGE STATUS Owner-occupied units Housing units with a mortgage,65 years and over,MARITAL STATUS Males 15 years and over Never married,MARITAL STATUS Females 15 years and over Never married,EDUCATIONAL ATTAINMENT Less than 9th grade,"EDUCATIONAL ATTAINMENT 9th to 12th grade, no diploma",Percent bachelor's degree or higher,PLACE OF BIRTH Native Different state,SEX AND AGE 62 years and over,White,Black or African American,American Indian and Alaska Native,Asian,Hispanic or Latino (of any race),Own children of the householder under 6 years,Own children of the householder 6 to 17 years,Mean travel time to work (minutes),Median household income (dollars),Mean household income (dollars),Total housing units,Homeowner vacancy rate,Rental vacancy rate,ROOM Median rooms,VALUE Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units with a mortgage Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units without a mortgage Median (dollars),GROSS RENT Occupied units paying rent Median (dollars),Population in households,YEAR OF ENTRY Population born outside the United States,YEAR OF ENTRY Foreign born,Total households,Total population,Sex ratio (males per 100 females),Median age (years),relation_max_fee,relation_min_fee
17031390600,0,0,0,390600,3906,Census Tract 3906,41.81,-87.59,-87.59,-87.6,41.81,41.8,0,0.01,0.04,0.01,0.11,0.03,0.05,0.06,0.17,0.43,0.03,0.04,0.03,0.17,0.97,0.88,0,0,0.54,0.09,0.36,0.27,0.21,0.07,0.01,0,0.7,0.03,0.37,0.41,0.01,0.01,0.79,0.36,0.17,0.51,0.4,0,0.04,0.03,127,263,28.6,82159,128660,935,3.7,6.2,5.1,455200,2227,1500,1042,1822,241,210,835,1829,89.9,35.7,1159,994
17031390700,0,0,0,390700,3907,Census Tract 3907,41.8,-87.58,-87.58,-87.58,41.81,41.8,0,0.02,0.01,0.01,0.03,0.05,0.06,0.08,0.17,0.43,0.01,0.05,0.07,0.16,0.95,0.88,0.01,0,0.64,0.16,0.39,0.36,0.08,0.01,0.01,0.01,0.36,0.21,0.55,0.44,0.01,0.03,0.68,0.27,0.31,0.19,0.55,0,0.22,0.03,205,210,28.5,53015,70344,3736,0,10.1,3.8,148100,1658,794,1341,5377,1454,1361,3287,5377,84.7,40,1080,972
17031400300,0,2,2,400300,4003,Census Tract 4003,41.79,-87.61,-87.61,-87.61,41.79,41.79,0,0,0.08,0,0.1,0.06,0.02,0.02,0.23,0.35,0.06,0.03,0.05,0.32,0.92,0.42,0,0.02,0.82,0.16,0.47,0.39,0.07,0.01,0.01,0,0.68,0.03,0.69,0.6,0.06,0.08,0.17,0.15,0.09,0.07,0.91,0,0.01,0.06,134,365,33.3,29417,36494,701,7.6,13.2,5,119600,1625,0,1082,1316,14,14,553,1347,74.7,30.2,1280,828
17031400400,0,2,2,400400,4004,Census Tract 4004,41.79,-87.62,-87.61,-87.62,41.79,41.79,0,0.05,0.15,0.04,0.11,0.1,0.03,0.04,0.12,0.22,0.07,0.03,0.06,0.12,0.9,0.34,0,0.01,0.78,0.09,0.43,0.37,0.07,0.03,0.06,0.02,0.91,0.07,0.62,0.59,0.02,0.16,0.21,0.17,0.11,0.01,0.98,0,0,0.02,176,259,37.5,32310,42651,944,18.4,20.3,4.7,87800,1321,0,998,1861,0,0,700,1886,64.3,32.6,1082,779
17031400500,1,1,1,400500,4005,Census Tract 4005,41.79,-87.62,-87.62,-87.63,41.79,41.79,0,0.02,0.01,0,0.13,0.09,0,0.13,0.19,0.29,0.08,0.02,0.04,0.23,0.86,0.3,0,0,0.85,0.24,0.45,0.51,0.17,0,0,0,0.7,0.07,0.62,0.7,0.04,0.22,0.15,0.1,0.09,0.01,0.98,0,0,0.01,251,442,44.7,24907,30653,1056,5.7,19,4.9,118200,1344,506,878,1986,18,0,770,1986,52.7,26.7,1082,779
17031400800,0,0,0,400800,4008,Census Tract 4008,41.78,-87.62,-87.62,-87.62,41.79,41.78,0,0,0.09,0,0.03,0.02,0.01,0.25,0.11,0.41,0.06,0.01,0.01,0.35,0.91,0.31,0,0,0.96,0.07,0.47,0.59,0.06,0,0.05,0,0.7,0.08,0.77,0.66,0.05,0.14,0.16,0.16,0.08,0.02,0.89,0.05,0,0.02,424,577,33.8,20959,29366,1385,0,14,4.3,182000,0,0,779,2847,0,0,1099,2847,71.8,28.9,1082,375
17031410100,0,0,0,410100,4101,Census Tract 4101,41.8,-87.58,-87.58,-87.58,41.8,41.8,0,0.02,0.03,0,0.07,0.02,0,0.02,0.17,0.34,0.27,0.03,0.04,0.21,0.8,0.6,0.02,0,0.76,0.2,0.44,0.48,0.12,0.01,0.02,0.06,0.53,0.15,0.57,0.52,0.02,0.03,0.7,0.34,0.19,0.4,0.39,0,0.08,0.19,115,83,28.2,43723,58785,1365,0,9.4,3.2,192700,1922,1190,1053,2009,517,508,1186,2025,97,35.4,1341,972
17031410200,0,0,0,410200,4102,Census Tract 4102,41.8,-87.59,-87.59,-87.6,41.8,41.8,0,0,0.05,0,0.05,0.04,0,0.05,0.15,0.53,0.07,0.06,0.01,0.18,0.96,0.86,0,0.01,0.85,0.28,0.54,0.49,0.13,0.03,0.01,0.01,0.35,0.05,0.53,0.65,0,0.02,0.7,0.34,0.05,0.5,0.23,0.01,0.2,0.13,69,89,23.3,40029,67197,733,0,10.9,3.3,334400,4000,1145,1034,1313,524,470,659,1562,96.5,26.8,1159,972
17031410500,1,0,0,410500,4105,Census Tract 4105,41.8,-87.6,-87.6,-87.61,41.8,41.8,0,0.04,0.01,0.02,0.08,0.03,0.02,0.04,0.11,0.52,0.04,0.05,0.03,0.31,0.93,0.78,0,0,0.72,0.18,0.42,0.3,0.21,0,0,0,0.74,0.08,0.65,0.65,0,0.06,0.69,0.41,0.13,0.46,0.34,0,0.14,0.07,79,195,27.6,47614,62141,1382,6.2,12.7,4.5,303100,1958,850,1280,2356,383,335,1177,2463,83.5,27.6,1159,811
17031410600,0,0,0,410600,4106,Census Tract 4106,41.8,-87.6,-87.6,-87.6,41.8,41.8,0,0.01,0.04,0.01,0.07,0.03,0.02,0.02,0.08,0.49,0.12,0.08,0.03,0.15,0.95,0.83,0.03,0,0.66,0.16,0.42,0.33,0.18,0.02,0,0,0.77,0.12,0.66,0.67,0.02,0.06,0.69,0.48,0.13,0.5,0.31,0,0.12,0.09,171,200,23.8,33712,64489,1187,6.8,7.2,4.5,320500,2080,865,1066,2538,513,416,1078,2643,99.5,29.4,1280,980
17031410700,0,0,0,410700,4107,Census Tract 4107,41.8,-87.59,-87.59,-87.6,41.8,41.8,0.01,0,0.01,0.01,0.02,0.05,0.04,0.02,0.22,0.47,0.06,0.07,0.02,0.21,0.94,0.86,0,0,0.72,0.17,0.53,0.4,0.12,0,0,0,0.64,0.06,0.59,0.43,0,0.02,0.76,0.42,0.11,0.57,0.22,0,0.16,0.07,83,122,26,38516,70246,1116,8.2,3.4,4.8,267300,2138,850,1159,1989,529,510,992,2015,153.8,30.5,1249,972
17031410800,0,0,0,410800,4108,Census Tract 4108,41.8,-87.59,-87.59,-87.59,41.8,41.8,0.01,0,0.01,0.01,0.09,0.06,0.03,0.08,0.09,0.46,0.02,0.05,0.1,0.18,0.91,0.78,0,0.01,0.72,0.22,0.42,0.46,0.13,0.02,0,0.01,0.57,0.1,0.65,0.51,0,0.02,0.7,0.3,0.17,0.39,0.35,0.02,0.15,0.08,175,322,28.8,40469,56285,1825,7,7.8,3.1,173900,1760,761,972,2951,716,700,1637,2987,98.9,31.1,1249,1034
17031410900,0,0,0,410900,4109,Census Tract 4109,41.8,-87.58,-87.57,-87.58,41.8,41.79,0,0.02,0.04,0.01,0.1,0.03,0.01,0.08,0.09,0.43,0.08,0.08,0.04,0.1,0.92,0.77,0,0,0.59,0.12,0.45,0.29,0.09,0.01,0.01,0.01,0.59,0.15,0.57,0.48,0.01,0.03,0.77,0.39,0.19,0.51,0.32,0,0.08,0.1,133,302,27,52788,72783,1827,3.7,6.7,3.9,265100,2093,1133,1010,2973,557,529,1693,3078,80.4,33.5,1341,827
17031411000,0,0,0,411000,4110,Census Tract 4110,41.79,-87.58,-87.57,-87.58,41.79,41.78,0,0.03,0.02,0,0.02,0.04,0.02,0.09,0.17,0.46,0.05,0.03,0.07,0.07,0.89,0.81,0,0,0.49,0.1,0.44,0.39,0.1,0.01,0,0,0.54,0.22,0.5,0.47,0,0.02,0.76,0.44,0.29,0.52,0.35,0,0.07,0.08,33,93,25.1,71268,121109,2158,4.8,15.6,3.8,172400,1775,527,1207,2809,572,534,1806,3128,84,47,1240,827
17031411100,0,0,0,411100,4111,Census Tract 4111,41.79,-87.59,-87.59,-87.59,41.79,41.79,0,0.01,0.03,0.01,0.01,0,0.02,0.05,0.1,0.67,0.08,0.02,0.01,0.07,0.99,0.95,0,0,0.48,0.12,0.33,0.3,0.07,0.01,0,0,0.57,0.11,0.45,0.46,0,0.01,0.95,0.47,0.18,0.76,0.04,0,0.16,0.05,125,262,20.2,108750,159485,973,1.3,11.4,6,450000,2681,988,1240,1861,556,540,836,2239,93.9,33,1249,914
17031411200,0,0,0,411200,4112,Census Tract 4112,41.79,-87.59,-87.59,-87.6,41.79,41.79,0.01,0.03,0.02,0,0.06,0.01,0.02,0.04,0.16,0.6,0.02,0.01,0.02,0.21,0.98,0.89,0,0,0.5,0.19,0.29,0.31,0.15,0.02,0.01,0.04,0.58,0.1,0.38,0.37,0.03,0.02,0.87,0.48,0.19,0.63,0.13,0,0.18,0.03,82,213,24.6,84333,158266,825,0,12.8,5.5,554900,3225,1000,1249,1651,413,391,752,1681,81.5,39.7,1240,914
17031420100,0,0,0,420100,4201,Census Tract 4201,41.78,-87.58,-87.58,-87.58,41.79,41.78,0,0.03,0.02,0.03,0.1,0.09,0,0.05,0.13,0.31,0.1,0.07,0.07,0.21,0.94,0.43,0,0,0.94,0.11,0.32,0.52,0.06,0.01,0,0,0.77,0.16,0.43,0.48,0.03,0.09,0.2,0.23,0.22,0.06,0.88,0,0,0.01,101,153,31.9,19855,36904,804,0,5.4,4.2,246400,2284,0,827,1331,33,33,740,1331,53.7,48.8,1240,795
17031420200,1,2,2,420200,4202,Census Tract 4202,41.78,-87.59,-87.59,-87.6,41.79,41.78,0,0.01,0,0.03,0.05,0,0.02,0.09,0.11,0.54,0.08,0.01,0.05,0.19,0.93,0.47,0,0,0.7,0.17,0.35,0.35,0.17,0,0.02,0,0.85,0.01,0.7,0.6,0.03,0.1,0.49,0.25,0.08,0.25,0.67,0,0.04,0.03,169,303,29.8,32303,46684,761,0,15.9,4.7,150700,1481,533,973,1503,73,73,617,1688,72.6,26.9,1249,828
17031420300,0,0,0,420300,4203,Census Tract 4203,41.78,-87.6,-87.6,-87.6,41.79,41.78,0,0,0.01,0,0.07,0.08,0.02,0.03,0.1,0.49,0.1,0.04,0.05,0.2,0.94,0.81,0,0.02,0.76,0.17,0.43,0.41,0.2,0.01,0.01,0.02,0.96,0.07,0.85,0.83,0,0.02,0.58,0.44,0.05,0.4,0.4,0,0.18,0.06,87,111,28.6,31849,63742,778,6,6.6,4.4,167100,1903,0,914,1478,362,346,667,2625,109.8,20.7,1249,828
17031420400,1,1,1,420400,4204,Census Tract 4204,41.78,-87.6,-87.6,-87.61,41.79,41.78,0,0.04,0.02,0,0.04,0.04,0,0.1,0.05,0.6,0.06,0.01,0.04,0.4,0.93,0.49,0,0.01,0.87,0.19,0.52,0.53,0.09,0,0,0.01,0.95,0.23,0.51,0.59,0.01,0.13,0.45,0.42,0.2,0.26,0.6,0,0.08,0.05,116,77,23.9,14389,32220,784,16.3,3.9,3.8,124200,1186,0,828,1180,90,78,688,1180,70.5,33.5,1083,872
17031420500,0,2,2,420500,4205,Census Tract 4205,41.78,-87.61,-87.6,-87.61,41.79,41.78,0,0,0.02,0,0.09,0.13,0,0.02,0.2,0.34,0.11,0.06,0.03,0.23,0.86,0.42,0.01,0.03,0.82,0.15,0.35,0.51,0.2,0.01,0.07,0.01,1,0.29,0.6,0.39,0.03,0.15,0.2,0.16,0.21,0,0.95,0,0.04,0.08,134,272,41.3,25781,35444,1251,15.8,17.8,4.1,156300,1463,0,872,1704,136,127,789,1704,67.6,39.9,1083,828
17031420600,0,0,0,420600,4206,Census Tract 4206,41.78,-87.61,-87.61,-87.62,41.79,41.78,0,0.01,0.03,0.02,0.09,0.09,0,0.05,0.22,0.26,0.12,0.04,0.07,0.31,0.89,0.25,0,0.02,0.85,0.2,0.38,0.52,0.11,0.02,0,0.04,0.61,0.14,0.65,0.58,0.02,0.07,0.18,0.19,0.2,0.03,0.93,0,0,0.04,187,356,41.1,19801,28791,1180,5.8,12.9,5.1,172700,1880,775,843,2017,36,26,919,2017,68.5,33,1082,779
17031420700,0,0,0,420700,4207,Census Tract 4207,41.78,-87.61,-87.61,-87.61,41.78,41.77,0,0.01,0.01,0.01,0.12,0.07,0.03,0.06,0.1,0.22,0.19,0.13,0.05,0.3,0.9,0.27,0,0,0.83,0.18,0.5,0.44,0.13,0.03,0.04,0.02,0.54,0.11,0.5,0.6,0.05,0.19,0.16,0.21,0.14,0.04,0.93,0.01,0,0.01,372,588,40.1,19042,32960,1811,33.3,15.1,5.1,110200,1280,806,1027,3264,136,136,1198,3269,89.8,30.4,1083,561
17031420800,1,0,0,420800,4208,Census Tract 4208,41.78,-87.6,-87.6,-87.61,41.78,41.77,0.01,0.02,0.05,0.02,0.06,0.09,0.01,0.08,0.14,0.23,0.13,0.07,0.09,0.23,0.88,0.38,0.03,0,0.79,0.18,0.49,0.39,0.21,0.04,0.01,0.01,0.8,0.13,0.58,0.53,0.01,0.1,0.24,0.14,0.12,0.07,0.9,0,0.01,0.05,293,373,40.1,35476,46263,1105,4.6,16.7,5.2,165200,1646,581,1083,2072,106,101,796,2077,69.1,29.1,1073,561
17031421200,1,1,1,421200,4212,Census Tract 4212,41.77,-87.61,-87.61,-87.61,41.77,41.77,0,0.04,0.04,0.03,0.15,0.12,0.02,0.06,0.16,0.28,0.08,0.04,0,0.16,0.87,0.4,0,0,0.67,0.04,0.35,0.47,0.07,0.06,0.05,0.05,0.58,0.28,0.62,0.67,0.04,0.14,0.15,0.17,0.16,0,0.98,0.01,0,0.01,96,295,35.4,21792,38743,782,6.3,12.4,4.8,93700,1385,0,561,1497,31,31,539,1497,92.2,34.2,1083,873
17031430101,0,0,0,430101,4301.01,Census Tract 4301.01,41.77,-87.57,-87.57,-87.58,41.77,41.77,0,0.01,0,0.01,0.05,0.25,0.01,0.14,0.14,0.23,0.07,0.02,0.07,0.31,0.81,0.41,0,0,0.86,0.09,0.47,0.38,0.17,0.02,0.01,0.03,0.65,0.07,0.74,0.67,0.02,0.08,0.17,0.17,0.16,0.03,0.97,0,0,0.01,121,421,40.3,32292,46690,2214,8.6,18.2,4.7,193800,1795,497,902,3431,46,46,1614,3431,84.7,37.8,1059,739
17031430102,0,1,1,430102,4301.02,Census Tract 4301.02,41.77,-87.56,-87.56,-87.57,41.77,41.77,0.01,0.02,0.03,0.06,0.13,0.08,0.02,0.12,0.15,0.23,0.11,0.02,0.03,0.29,0.89,0.46,0,0,0.86,0.15,0.44,0.47,0.09,0.03,0.01,0.01,0.66,0.19,0.54,0.63,0.02,0.09,0.3,0.22,0.25,0.02,0.93,0.01,0.01,0.04,196,159,41.9,22725,34107,1968,0,8.6,3.6,126000,1530,573,739,2934,270,218,1821,2944,85.6,45.3,1205,740
17031430200,0,0,0,430200,4302,Census Tract 4302,41.77,-87.58,-87.58,-87.58,41.77,41.77,0,0,0.01,0.02,0.14,0.05,0.05,0.07,0.1,0.4,0.06,0.05,0.04,0.29,0.92,0.46,0,0,0.83,0.17,0.48,0.45,0.2,0.01,0.01,0,0.84,0.21,0.44,0.58,0.05,0.1,0.29,0.21,0.18,0.04,0.94,0.01,0.01,0,467,815,36.9,22419,52922,2570,0,8.5,4.1,405200,2636,1008,795,4846,41,41,2351,4866,57.6,33,963,740
17031430300,0,0,0,430300,4303,Census Tract 4303,41.77,-87.59,-87.59,-87.59,41.77,41.77,0,0.03,0.06,0,0.1,0.04,0,0.06,0.03,0.44,0.14,0.05,0.06,0.36,0.94,0.23,0.01,0.01,0.87,0.14,0.33,0.61,0.05,0,0.03,0.01,0.74,0.06,0.72,0.71,0.01,0.11,0.18,0.17,0.08,0,0.99,0,0,0,310,649,35.7,15902,26673,1258,20,12.4,5,156500,1625,838,963,2387,0,0,890,2391,70.7,24.9,1073,791
17031430400,0,0,0,430400,4304,Census Tract 4304,41.76,-87.59,-87.59,-87.59,41.76,41.76,0,0,0.06,0,0.06,0.08,0,0.08,0.14,0.33,0.16,0,0.1,0.36,0.87,0.31,0,0.06,0.78,0.22,0.42,0.55,0.05,0.02,0.03,0.01,0.65,0.08,0.61,0.68,0.03,0.1,0.19,0.1,0.1,0.02,0.96,0,0,0,189,643,46.2,15469,35673,1453,25.9,20,5,72700,1110,344,1033,2831,198,183,1059,2934,61.7,31,963,791
17031430500,0,0,0,430500,4305,Census Tract 4305,41.76,-87.58,-87.58,-87.58,41.77,41.76,0,0.01,0.02,0.02,0.09,0.14,0.02,0.04,0.15,0.33,0.16,0.01,0.03,0.25,0.88,0.3,0,0,0.88,0.14,0.53,0.52,0.07,0.03,0.02,0.04,0.89,0.1,0.62,0.65,0.06,0.14,0.12,0.15,0.15,0.02,0.97,0,0,0.02,430,573,50.8,19129,32791,2210,17.1,22.5,4.2,167500,1616,830,791,3538,148,147,1576,3543,98.4,32,1033,795
17031430600,1,1,1,430600,4306,Census Tract 4306,41.76,-87.57,-87.57,-87.57,41.77,41.76,0,0,0.04,0.01,0.02,0.13,0,0.07,0.1,0.4,0.1,0.05,0.08,0.18,0.95,0.52,0,0,0.64,0.07,0.44,0.41,0.13,0.06,0,0.02,0.77,0.19,0.46,0.47,0.01,0.04,0.29,0.17,0.24,0.05,0.91,0,0,0.01,175,246,45.5,23300,57635,858,0,22.1,4.8,240500,2208,760,740,1720,30,30,696,1732,71.5,40.5,1205,739
17031430700,0,0,0,430700,4307,Census Tract 4307,41.77,-87.56,-87.56,-87.56,41.77,41.76,0,0.03,0.01,0.06,0.14,0.11,0,0.07,0.14,0.21,0.02,0.14,0.06,0.31,0.86,0.47,0,0,0.88,0.21,0.49,0.49,0.1,0,0.01,0,0.83,0.05,0.61,0.53,0.04,0.1,0.23,0.12,0.19,0.06,0.9,0.02,0.01,0.01,302,247,45.9,19093,41644,1393,0,5.5,3.8,115000,1417,0,896,2300,112,84,1259,2562,109.3,39.7,1059,739
17031430800,0,0,0,430800,4308,Census Tract 4308,41.76,-87.57,-87.57,-87.57,41.76,41.76,0,0,0,0.02,0.27,0.08,0,0.02,0.2,0.27,0.08,0.01,0.06,0.14,0.85,0.61,0,0,0.6,0.04,0.29,0.28,0.13,0.03,0,0,0.87,0.08,0.54,0.51,0.01,0.02,0.38,0.21,0.21,0.04,0.94,0,0,0.01,60,164,38.6,41875,51053,901,4.8,19.6,5.4,208700,1789,574,1059,1549,31,31,705,1549,83.3,43.5,1205,740
17031430900,1,1,1,430900,4309,Census Tract 4309,41.76,-87.58,-87.58,-87.58,41.76,41.76,0,0.01,0.08,0,0.07,0.18,0.03,0.06,0.04,0.3,0.06,0.05,0.12,0.21,0.91,0.48,0,0,0.63,0.11,0.44,0.35,0.15,0.08,0.01,0,0.61,0.08,0.49,0.49,0,0.08,0.26,0.17,0.19,0.01,0.98,0,0,0,139,145,36,34286,38164,812,10.6,13,5.1,161200,1411,593,864,1353,80,80,642,1356,86.5,37.2,1059,740
17031431200,0,0,0,431200,4312,Census Tract 4312,41.76,-87.57,-87.57,-87.57,41.76,41.75,0,0.04,0.1,0.01,0.07,0.02,0.01,0.08,0.07,0.41,0.07,0.04,0.1,0.11,0.92,0.55,0,0,0.38,0.1,0.26,0.29,0.22,0.11,0,0,0.67,0.14,0.47,0.36,0.05,0.08,0.39,0.22,0.24,0.01,0.95,0,0,0.02,162,334,43.1,43871,63061,1318,2.1,7,5.8,174900,1509,457,1205,2970,62,51,1100,2975,99,43.6,1059,740
17031431301,0,0,0,431301,4313.01,Census Tract 4313.01,41.75,-87.56,-87.56,-87.56,41.76,41.75,0,0.02,0.05,0,0.07,0.24,0,0.05,0.05,0.32,0.11,0.03,0.06,0.21,0.88,0.37,0,0,0.81,0.13,0.47,0.37,0.25,0,0.04,0,0.47,0.08,0.71,0.56,0.01,0.11,0.23,0.11,0.12,0.04,0.94,0,0,0.01,339,426,46.7,20625,31880,1841,0,5.1,4.9,151300,1705,585,847,3250,125,125,1176,3319,67.3,32.7,1205,820
17031431302,0,0,0,431302,4313.02,Census Tract 4313.02,41.76,-87.56,-87.56,-87.57,41.76,41.76,0,0.04,0.05,0.01,0.11,0.15,0.01,0.02,0.08,0.38,0.09,0.05,0.02,0.23,0.81,0.28,0,0.01,0.86,0.15,0.54,0.58,0.14,0.03,0.04,0.01,0.86,0.15,0.65,0.69,0.04,0.09,0.15,0.17,0.09,0.01,0.98,0,0,0.02,532,766,49.5,19756,37729,2351,0,8.8,4.6,250000,1851,875,820,4137,110,110,1619,4161,66.6,25.8,1205,739
17031431400,0,1,1,431400,4314,Census Tract 4314,41.76,-87.55,-87.54,-87.55,41.76,41.75,0,0.01,0.04,0.02,0.04,0.11,0,0.05,0.14,0.33,0.08,0.09,0.1,0.21,0.88,0.37,0,0,0.87,0.15,0.48,0.45,0.1,0,0.03,0.04,0.63,0.13,0.62,0.64,0.03,0.08,0.22,0.18,0.22,0.07,0.89,0,0,0.02,391,668,44,21781,37570,4108,0,8.7,4,82500,1571,548,887,5887,202,188,3140,6406,62.8,45.1,896,709
17031440101,1,0,0,440101,4401.01,Census Tract 4401.01,41.75,-87.6,-87.6,-87.61,41.75,41.75,0,0.05,0.03,0,0.07,0.11,0.01,0.06,0.26,0.21,0.11,0.06,0.03,0.25,0.83,0.33,0.01,0,0.97,0.21,0.45,0.54,0.05,0.01,0.05,0.05,0.53,0.09,0.64,0.62,0.04,0.16,0.04,0.18,0.13,0.02,0.93,0,0.02,0.03,404,634,49.4,21623,29094,2463,0,11,4.2,0,1375,0,783,3982,63,7,1788,4020,73.3,32.9,953,765
17031440102,0,0,0,440102,4401.02,Census Tract 4401.02,41.74,-87.6,-87.6,-87.6,41.74,41.74,0,0.02,0.06,0.05,0.2,0.05,0.01,0.05,0.08,0.38,0.06,0.02,0.03,0.17,0.83,0.38,0,0.02,0.84,0.12,0.53,0.43,0.1,0.06,0,0.01,0.74,0.09,0.57,0.67,0.02,0.1,0.2,0.11,0.11,0.07,0.91,0,0,0.03,411,509,46.3,25116,34149,2059,0,7.7,4.6,116300,1476,561,842,3431,86,63,1596,3431,83.2,32.9,898,765
17031440201,0,0,0,440201,4402.01,Census Tract 4402.01,41.75,-87.61,-87.61,-87.61,41.75,41.75,0,0,0.05,0.04,0.14,0.14,0.01,0.1,0.11,0.26,0.03,0.04,0.08,0.17,0.91,0.48,0.02,0,0.81,0.13,0.41,0.42,0.1,0.04,0.01,0,0.66,0.13,0.61,0.59,0.04,0.09,0.19,0.18,0.18,0.03,0.95,0,0,0.02,379,640,49.7,32143,48108,2938,15.4,5.3,4.8,171500,1728,459,876,4805,91,61,2304,4805,77.4,35.8,1010,783
17031440202,0,2,2,440202,4402.02,Census Tract 4402.02,41.74,-87.61,-87.61,-87.61,41.74,41.74,0,0.01,0.06,0,0.15,0.11,0.01,0.06,0.12,0.26,0.09,0.05,0.09,0.16,0.94,0.58,0,0,0.58,0.07,0.32,0.22,0.26,0.05,0,0.03,0.73,0.26,0.58,0.45,0.02,0.06,0.36,0.22,0.22,0.01,0.98,0,0.01,0.02,229,308,38.9,35242,48431,1809,1.3,4.3,4.7,154800,1667,426,786,3507,63,63,1636,3507,62.8,43.3,1010,783
17031440300,0,0,0,440300,4403,Census Tract 4403,41.74,-87.62,-87.62,-87.62,41.75,41.74,0,0.04,0.09,0.02,0.07,0.05,0.02,0.11,0.1,0.29,0.05,0.07,0.09,0.11,0.84,0.58,0,0,0.38,0.03,0.28,0.23,0.29,0.06,0.01,0,0.63,0.18,0.55,0.37,0.01,0.06,0.3,0.2,0.29,0.01,0.97,0,0,0,255,457,32.9,55259,58038,2352,2.6,12.6,5.6,170300,1323,598,1010,4770,106,82,1990,4775,93.6,48.8,1391,786
17031440600,0,0,0,440600,4406,Census Tract 4406,41.73,-87.62,-87.62,-87.62,41.74,41.73,0,0.02,0.02,0,0.11,0.08,0.01,0.05,0.17,0.35,0.01,0.08,0.09,0.13,0.88,0.71,0,0,0.13,0.04,0.12,0.15,0.37,0.11,0,0,0.54,0.2,0.5,0.42,0.02,0.01,0.31,0.16,0.24,0,1,0,0,0,88,243,27.3,59924,73866,854,1,0,6.1,145600,1646,492,1391,1980,51,51,776,1980,83.3,46.7,1117,898
17031440700,0,0,0,440700,4407,Census Tract 4407,41.73,-87.61,-87.61,-87.61,41.74,41.73,0,0,0.06,0.11,0.1,0.2,0,0.01,0.14,0.27,0.01,0.06,0.03,0.16,0.76,0.41,0,0,0.3,0.02,0.16,0.3,0.19,0.03,0,0,0.75,0.12,0.49,0.46,0.01,0.06,0.32,0.15,0.24,0.02,0.98,0,0,0,85,190,46.2,37500,52196,690,0,0,5.7,146200,1431,617,898,1513,231,231,646,1513,73.1,47.4,1391,786
17031440800,1,1,1,440800,4408,Census Tract 4408,41.73,-87.6,-87.6,-87.61,41.73,41.73,0,0,0,0.03,0.06,0.1,0,0.07,0.1,0.42,0.16,0.02,0.03,0.27,0.82,0.35,0,0,0.72,0.17,0.24,0.39,0.08,0.04,0.05,0,0.66,0.12,0.6,0.47,0.01,0.15,0.14,0.19,0.16,0.01,0.99,0,0.01,0,154,153,38.4,19833,27244,873,0,13.4,4.7,96100,1201,592,835,1553,12,12,686,1553,103.3,38.7,1014,748
17031440900,1,1,1,440900,4409,Census Tract 4409,41.73,-87.61,-87.61,-87.61,41.73,41.73,0,0.03,0.03,0,0.05,0.1,0.03,0.04,0.14,0.45,0.04,0.05,0.04,0.16,0.91,0.46,0,0,0.54,0.07,0.25,0.32,0.18,0.08,0.03,0,0.65,0.23,0.56,0.62,0.04,0.14,0.28,0.15,0.22,0,0.99,0.01,0,0,181,400,44.6,34050,48443,1183,0,9.6,5.6,115200,1250,542,922,2398,32,32,953,2403,63.6,36.6,1391,835
17031450300,0,0,0,450300,4503,Census Tract 4503,41.74,-87.58,-87.58,-87.58,41.74,41.74,0,0.03,0.04,0.03,0.1,0.16,0,0.13,0.05,0.25,0.06,0.07,0.1,0.1,0.94,0.6,0,0,0.32,0.06,0.18,0.17,0.3,0.07,0.03,0,0.75,0.11,0.4,0.34,0.03,0.12,0.2,0.21,0.28,0,0.98,0,0,0,235,417,40,45156,59808,1628,2.6,0,5.7,148100,1531,520,960,3650,90,41,1361,3650,72.9,45.5,1076,765
