GEOID,label,label_three,label_four,TRACTCE10,NAME10,NAMELSAD10,INTPTLAT,INTPTLONG,long+,long-,lat+,lat-,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,"INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS) Less than $10,000",HEALTH INSURANCE COVERAGE With health insurance coverage,HEALTH INSURANCE COVERAGE With private health insurance,YEAR STRUCTURE BUILT Built 2014 or later,YEAR STRUCTURE BUILT Built 2010 to 2013,HOUSING TENURE Renter-occupied,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2015 or later,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2010 to 2014,VEHICLES AVAILABLE No vehicles available,VEHICLES AVAILABLE 2 vehicles available,VEHICLES AVAILABLE 3 or more vehicles available,OCCUPANTS PER ROOM 1.01 to 1.50,OCCUPANTS PER ROOM 1.51 or more,MORTGAGE STATUS Owner-occupied units Housing units with a mortgage,65 years and over,MARITAL STATUS Males 15 years and over Never married,MARITAL STATUS Females 15 years and over Never married,EDUCATIONAL ATTAINMENT Less than 9th grade,"EDUCATIONAL ATTAINMENT 9th to 12th grade, no diploma",Percent bachelor's degree or higher,PLACE OF BIRTH Native Different state,SEX AND AGE 62 years and over,White,Black or African American,American Indian and Alaska Native,Asian,Hispanic or Latino (of any race),Own children of the householder under 6 years,Own children of the householder 6 to 17 years,Mean travel time to work (minutes),Median household income (dollars),Mean household income (dollars),Total housing units,Homeowner vacancy rate,Rental vacancy rate,ROOM Median rooms,VALUE Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units with a mortgage Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units without a mortgage Median (dollars),GROSS RENT Occupied units paying rent Median (dollars),Population in households,YEAR OF ENTRY Population born outside the United States,YEAR OF ENTRY Foreign born,Total households,Total population,Sex ratio (males per 100 females),Median age (years),relation_max_fee,relation_min_fee
17031300800,1,1,1,300800,3008,Census Tract 3008,41.85,-87.71,-87.7,-87.71,41.85,41.85,0,0.06,0.27,0.02,0.16,0.08,0.01,0,0.14,0.1,0.11,0.05,0,0.07,0.77,0.18,0,0,0.68,0.09,0.29,0.25,0.26,0.08,0.17,0.01,0.65,0.04,0.61,0.57,0.36,0.25,0.08,0.07,0.1,0.6,0,0,0,1,335,1159,37.2,29844,34505,1361,3.8,4.4,4.4,152000,1804,623,791,4127,1670,1532,1103,4127,129.8,25.9,1196,658
17031300900,1,1,1,300900,3009,Census Tract 3009,41.85,-87.7,-87.7,-87.71,41.85,41.85,0,0.08,0.25,0.04,0.08,0.03,0.01,0.02,0.15,0.1,0.16,0.08,0.01,0.1,0.66,0.2,0,0,0.82,0.04,0.41,0.25,0.22,0.03,0.11,0,0.56,0.04,0.59,0.58,0.41,0.18,0.05,0.03,0.08,0.5,0.02,0,0,0.93,295,919,39.8,27859,37698,1543,0,6.2,4.3,155200,1550,529,748,4367,2203,2049,1275,4382,96.6,30.6,1196,658
17031301100,1,1,1,301100,3011,Census Tract 3011,41.85,-87.7,-87.69,-87.7,41.85,41.84,0,0.18,0.17,0.02,0.09,0.03,0,0.05,0.12,0.14,0.08,0.11,0.02,0.14,0.66,0.23,0,0,0.72,0.08,0.51,0.27,0.22,0.05,0.18,0.02,0.57,0.04,0.52,0.51,0.31,0.17,0.12,0.05,0.05,0.36,0.05,0.02,0,0.92,405,571,35.7,28135,40585,911,0,4.8,4.4,154500,1659,583,703,2772,1242,1152,796,2772,98.6,26.1,791,658
17031301200,1,1,1,301200,3012,Census Tract 3012,41.85,-87.69,-87.69,-87.7,41.85,41.85,0,0.03,0.23,0.04,0.19,0.05,0,0.03,0.17,0.07,0.16,0.02,0.01,0.14,0.82,0.33,0,0.01,0.74,0.11,0.38,0.29,0.11,0.07,0.13,0.04,0.63,0.07,0.43,0.42,0.26,0.18,0.1,0.05,0.09,0.43,0.1,0.02,0.02,0.85,431,674,34,26076,36939,1297,0,5.3,4.4,167500,2104,450,744,3420,1407,1254,1048,3435,94,28.2,960,703
17031301600,1,1,1,301600,3016,Census Tract 3016,41.84,-87.71,-87.71,-87.72,41.84,41.84,0,0.09,0.24,0.04,0.12,0.04,0,0.04,0.13,0.11,0.14,0.03,0.01,0.08,0.75,0.31,0,0,0.54,0.08,0.36,0.16,0.32,0.12,0.07,0.05,0.56,0.01,0.51,0.44,0.35,0.16,0.1,0.04,0.11,0.57,0.03,0.01,0,0.95,528,1126,36.1,32375,43153,1423,0,6.5,4.4,127200,1246,576,726,5094,2257,2198,1298,5108,99.9,29.7,871,743
17031301701,0,0,0,301701,3017.01,Census Tract 3017.01,41.84,-87.72,-87.72,-87.72,41.85,41.84,0,0.09,0.19,0.06,0.04,0.09,0,0.02,0.2,0.12,0.15,0.04,0.01,0.03,0.73,0.28,0,0,0.69,0.09,0.38,0.19,0.24,0.1,0.2,0.01,0.5,0.05,0.48,0.49,0.34,0.11,0.08,0.04,0.12,0.77,0,0,0,0.98,369,1026,34,31775,46773,1268,5.4,4.6,4.6,158400,1522,556,779,3989,1923,1885,1017,3994,100.1,30.5,871,726
17031301702,0,0,0,301702,3017.02,Census Tract 3017.02,41.84,-87.72,-87.72,-87.72,41.84,41.84,0.01,0.13,0.16,0.03,0.09,0.06,0.01,0.06,0.15,0.11,0.11,0.08,0.02,0.07,0.71,0.28,0,0,0.53,0.07,0.36,0.17,0.29,0.07,0.12,0.03,0.59,0,0.57,0.53,0.33,0.14,0.06,0.07,0.08,0.55,0,0,0,0.97,519,841,37.8,40417,47213,1157,0,3.5,4.4,150900,1554,560,822,4476,1979,1893,1095,4476,111.6,29.1,871,726
17031301801,0,0,0,301801,3018.01,Census Tract 3018.01,41.84,-87.74,-87.73,-87.74,41.84,41.84,0,0.09,0.24,0.03,0.03,0.11,0.02,0.01,0.11,0.15,0.09,0.09,0.04,0.03,0.7,0.33,0,0,0.63,0.03,0.31,0.11,0.38,0.07,0.14,0.02,0.64,0.07,0.47,0.39,0.27,0.19,0.08,0.03,0.13,0.57,0,0,0,0.95,498,769,33,35784,48990,1244,0,7.5,4.5,135000,1453,648,854,3835,1718,1662,1079,3840,117.9,34.2,961,667
17031301802,0,0,0,301802,3018.02,Census Tract 3018.02,41.85,-87.73,-87.72,-87.73,41.85,41.84,0,0.08,0.25,0.05,0.14,0.03,0,0.04,0.15,0.08,0.12,0.06,0,0.08,0.63,0.23,0,0.01,0.64,0.08,0.41,0.16,0.19,0.12,0.07,0.03,0.51,0.02,0.5,0.45,0.34,0.14,0.07,0.05,0.07,0.61,0.01,0,0,0.97,302,660,34.1,32500,40633,998,0,7,4.9,134500,1449,556,771,3341,1632,1564,864,3346,113,30.8,854,667
17031301803,0,0,0,301803,3018.03,Census Tract 3018.03,41.84,-87.73,-87.72,-87.73,41.84,41.84,0,0.16,0.28,0.04,0.09,0.06,0,0.01,0.07,0.08,0.14,0.06,0.01,0.09,0.69,0.28,0,0,0.61,0.05,0.4,0.23,0.22,0.17,0.16,0.03,0.55,0.06,0.5,0.44,0.41,0.09,0.05,0.04,0.08,0.58,0.03,0,0,0.95,655,1055,32.7,35960,44483,1520,0,3.6,4.5,156000,1503,627,813,5506,2926,2864,1349,5506,112.9,28.7,854,667
17031310200,0,2,2,310200,3102,Census Tract 3102,41.86,-87.64,-87.64,-87.65,41.86,41.85,0.02,0.06,0.05,0.04,0.08,0.02,0.02,0.06,0.19,0.29,0.1,0.07,0.02,0.08,0.91,0.64,0,0.03,0.66,0.17,0.47,0.2,0.32,0.02,0,0.02,0.34,0.03,0.54,0.5,0.11,0.06,0.5,0.16,0.11,0.6,0.06,0.02,0.15,0.44,83,166,29,57273,64813,725,0,4,4.2,251900,2125,747,1252,1460,367,367,636,1465,106.6,33.1,1959,822
17031310300,0,2,2,310300,3103,Census Tract 3103,41.86,-87.65,-87.65,-87.65,41.86,41.85,0,0.01,0.13,0.02,0.09,0.04,0.04,0.02,0.19,0.29,0.08,0.06,0.02,0.09,0.78,0.53,0,0.12,0.71,0.14,0.49,0.19,0.28,0.09,0.03,0.03,0.57,0.09,0.52,0.4,0.13,0.1,0.43,0.21,0.17,0.57,0.02,0.01,0.11,0.62,72,204,31.7,48542,63798,753,6.6,2.6,4.3,295800,1929,805,983,1696,582,534,684,1696,115.2,36.6,1252,771
17031310400,0,0,0,310400,3104,Census Tract 3104,41.86,-87.65,-87.65,-87.66,41.86,41.85,0,0,0.12,0.02,0.18,0.02,0.04,0.12,0.09,0.27,0.06,0.04,0.05,0.16,0.88,0.61,0.02,0,0.63,0.12,0.37,0.31,0.15,0.07,0.07,0.01,0.73,0.09,0.64,0.46,0.23,0.06,0.49,0.13,0.13,0.49,0.07,0,0.05,0.63,112,136,27.9,52379,70101,571,0,0,4.2,268900,1917,493,878,1171,392,388,513,1171,132.8,31.3,1252,771
17031310500,0,2,2,310500,3105,Census Tract 3105,41.86,-87.65,-87.65,-87.66,41.86,41.85,0,0.03,0.13,0.03,0.08,0.03,0.02,0.01,0.11,0.23,0.25,0.06,0.03,0.11,0.69,0.42,0,0,0.71,0.2,0.34,0.3,0.2,0.07,0,0,0.45,0,0.54,0.54,0.16,0.1,0.27,0.06,0.1,0.63,0,0,0,0.81,123,129,29.7,45781,56938,626,8.2,3.5,4.5,263800,1427,660,868,1387,509,488,502,1387,97.9,29.2,1252,771
17031310600,1,0,0,310600,3106,Census Tract 3106,41.86,-87.66,-87.66,-87.66,41.86,41.85,0.01,0.02,0.04,0.03,0.17,0.06,0,0.05,0.09,0.24,0.18,0.06,0.05,0.17,0.76,0.36,0.01,0,0.75,0.15,0.39,0.38,0.2,0.02,0,0.05,0.44,0.12,0.59,0.6,0.21,0.1,0.34,0.14,0.16,0.59,0.07,0.01,0,0.71,102,326,27,31991,49216,2276,0,4.6,3.9,272400,2620,538,771,4314,1325,1175,1951,4377,88.1,33.5,1219,830
17031310700,0,2,2,310700,3107,Census Tract 3107,41.86,-87.66,-87.66,-87.67,41.86,41.85,0,0.1,0.04,0.03,0.11,0.11,0.05,0.02,0.06,0.12,0.27,0.05,0.05,0.1,0.76,0.48,0,0,0.74,0.09,0.43,0.36,0.3,0.06,0.05,0.04,0.55,0.01,0.64,0.49,0.18,0.16,0.21,0.12,0.13,0.57,0.02,0,0.04,0.75,7,160,27.5,43173,48950,587,0,6.7,4.6,223400,1609,620,835,1432,680,661,505,1456,130.4,34.4,929,567
17031310800,0,2,2,310800,3108,Census Tract 3108,41.86,-87.67,-87.66,-87.67,41.86,41.85,0.02,0.02,0.13,0,0.1,0.03,0.02,0.03,0.17,0.19,0.23,0.04,0.02,0.04,0.71,0.42,0,0.01,0.73,0.05,0.43,0.37,0.14,0.06,0.03,0.02,0.36,0.06,0.48,0.41,0.27,0.13,0.19,0.06,0.15,0.66,0.01,0,0.01,0.87,294,699,32.2,48243,56710,1645,4.2,1.5,4.6,310000,2395,736,830,4392,2127,1985,1514,4397,108.7,33.2,929,567
17031310900,1,2,2,310900,3109,Census Tract 3109,41.86,-87.67,-87.67,-87.68,41.86,41.85,0,0.07,0.16,0.04,0.08,0.03,0.01,0.03,0.09,0.2,0.23,0.06,0.01,0.07,0.81,0.43,0,0,0.67,0.11,0.33,0.23,0.23,0.09,0.1,0.03,0.55,0.06,0.5,0.57,0.25,0.14,0.24,0.1,0.13,0.57,0.02,0.01,0.01,0.86,389,1116,32.4,36913,51630,1834,0,4.7,4.5,193300,1690,495,929,5466,2004,1935,1629,5466,103,29.1,969,567
17031320100,0,0,3,320100,3201,Census Tract 3201,41.89,-87.62,-87.62,-87.62,41.89,41.88,0,0,0.02,0.03,0.05,0.05,0.03,0.24,0.26,0.2,0.05,0.03,0.05,0.05,0.97,0.91,0.03,0.04,0.59,0.21,0.46,0.4,0.08,0,0,0.01,0.66,0.13,0.35,0.38,0,0,0.81,0.37,0.21,0.77,0.05,0.01,0.16,0.06,699,136,27.9,116587,166732,9779,7,1.1,3.6,524600,3211,1500,2134,12586,3652,3455,7967,12739,96.9,39.9,2291,1749
17031320400,0,0,0,320400,3204,Census Tract 3204,41.88,-87.62,-87.61,-87.62,41.88,41.87,0,0.01,0.06,0.01,0.11,0.03,0.02,0.08,0.18,0.32,0.15,0.03,0.01,0.06,0.92,0.88,0,0.09,0.38,0.18,0.59,0.31,0.15,0.01,0.02,0.02,0.69,0.04,0.75,0.8,0,0.01,0.89,0.46,0.09,0.68,0.09,0,0.17,0.06,27,18,20.1,160833,269813,992,17.2,6.7,3.8,672400,3474,1490,2291,1097,707,663,660,3167,90.9,21.3,2134,1759
17031320600,0,0,0,320600,3206,Census Tract 3206,41.87,-87.62,-87.61,-87.62,41.87,41.87,0,0.01,0.07,0.03,0.02,0.04,0.03,0.16,0.23,0.33,0.06,0.03,0,0.07,0.99,0.91,0.02,0.04,0.63,0.19,0.5,0.39,0.13,0,0.02,0.04,0.76,0.08,0.48,0.52,0.01,0,0.8,0.36,0.1,0.59,0.17,0,0.18,0.05,281,94,34.9,101311,124895,3039,0,6.5,3,424800,3060,1279,1923,4672,1137,1103,2696,4672,88.8,32.7,2291,710
17031330100,1,2,2,330100,3301,Census Tract 3301,41.86,-87.62,-87.61,-87.62,41.86,41.86,0,0.02,0.03,0.01,0.04,0.03,0.02,0.13,0.21,0.35,0.08,0.04,0.05,0.06,0.97,0.91,0,0.01,0.46,0.16,0.55,0.17,0.13,0.01,0.02,0.01,0.87,0.05,0.49,0.46,0,0.02,0.76,0.27,0.09,0.5,0.23,0,0.22,0.06,1121,1351,29.3,97897,148590,12237,6.6,8.4,3.3,376700,2523,1294,1759,18841,4839,4052,11012,19015,87.9,34.6,2291,710
17031330200,0,0,0,330200,3302,Census Tract 3302,41.87,-87.63,-87.63,-87.63,41.87,41.86,0,0,0.09,0.03,0.01,0.04,0.02,0.16,0.19,0.27,0.09,0.06,0.03,0.09,0.92,0.74,0,0,0.46,0.06,0.34,0.27,0.19,0.03,0,0.01,0.81,0.2,0.26,0.28,0.06,0.04,0.64,0.25,0.26,0.46,0.29,0.01,0.2,0.01,242,455,26.4,78925,135320,1957,0,0,4,459600,2724,1145,710,3727,720,702,1905,3727,77.1,44,2059,822
17031340300,0,2,2,340300,3403,Census Tract 3403,41.84,-87.64,-87.63,-87.64,41.85,41.84,0,0.02,0.13,0,0.11,0.09,0,0.09,0.08,0.13,0.29,0.02,0.04,0.1,0.88,0.46,0,0.01,0.5,0.06,0.25,0.3,0.26,0.04,0.01,0,0.5,0.16,0.36,0.21,0.22,0.1,0.18,0.01,0.31,0.26,0.01,0,0.71,0.04,79,252,27.2,32321,54565,751,0,4.6,4.3,330600,1819,750,647,1792,1083,1068,663,1792,90.2,46.5,894,282
17031340400,0,0,0,340400,3404,Census Tract 3404,41.84,-87.63,-87.63,-87.64,41.84,41.84,0,0.03,0.13,0.02,0.11,0.03,0,0.01,0.07,0.16,0.38,0.04,0,0.1,0.79,0.46,0,0,0.59,0.08,0.35,0.22,0.26,0.02,0.11,0,0.65,0.03,0.39,0.28,0.19,0.08,0.28,0.07,0.16,0.08,0.02,0,0.83,0.05,139,232,29,34712,51466,740,0,4.3,4.8,211300,1744,654,872,2145,1489,1461,641,2150,117,38.7,2094,282
17031340500,0,0,0,340500,3405,Census Tract 3405,41.83,-87.63,-87.63,-87.64,41.84,41.83,0,0.12,0.03,0.02,0.13,0.03,0.02,0.1,0.14,0.19,0.18,0,0.04,0.27,0.94,0.54,0,0,0.76,0.11,0.45,0.5,0.11,0.04,0.05,0.02,0.55,0.3,0.42,0.22,0.22,0.09,0.26,0.09,0.39,0.56,0.02,0,0.38,0.1,111,91,25.5,25242,42393,894,0,3.6,3.3,328900,1988,692,700,1638,646,627,820,1638,116.1,47.1,2094,282
17031340600,1,1,1,340600,3406,Census Tract 3406,41.83,-87.63,-87.63,-87.64,41.83,41.82,0,0.04,0.07,0,0.11,0.09,0,0.02,0.15,0.25,0.11,0.13,0.04,0.43,0.92,0.1,0,0,0.99,0.11,0.28,0.71,0.07,0,0.07,0,0,0.29,0.66,0.7,0.14,0.33,0.07,0.17,0.21,0,0.97,0,0,0,77,228,35.5,11622,20985,440,0,4.4,3.9,0,0,0,284,995,10,10,413,995,67.5,28.7,2094,362
17031350100,0,0,0,350100,3501,Census Tract 3501,41.84,-87.61,-87.6,-87.61,41.84,41.84,0,0,0.04,0.02,0.05,0.08,0.04,0.07,0.19,0.34,0.04,0.03,0.11,0.21,0.94,0.85,0.01,0,1,0.18,0.58,0.23,0.08,0.01,0.02,0.02,1,0.1,0.55,0.64,0,0.02,0.67,0.19,0.12,0.08,0.49,0,0.37,0.04,82,0,32,43548,46843,1680,0,6,2.7,0,0,0,1110,2239,1060,1008,1503,2239,66.8,31.5,1478,339
17031350400,0,2,2,350400,3504,Census Tract 3504,41.84,-87.63,-87.62,-87.63,41.84,41.84,0,0.02,0,0,0.2,0.12,0.02,0.01,0.1,0.24,0.13,0.08,0.07,0.46,0.87,0.16,0,0.01,1,0.07,0.77,0.75,0.01,0,0.04,0,0,0.02,0.76,0.78,0.05,0.2,0.05,0.11,0.05,0.01,0.98,0,0,0,205,539,45.8,10980,17379,693,0,2.2,3.5,0,0,0,282,1856,0,0,662,1856,65.9,23,2094,647
17031351000,0,0,0,351000,3510,Census Tract 3510,41.84,-87.61,-87.6,-87.61,41.84,41.83,0,0.02,0.05,0.02,0.01,0.05,0,0.07,0.23,0.36,0.09,0.03,0.08,0.15,0.87,0.76,0,0.01,0.91,0.23,0.38,0.3,0.13,0,0.01,0,0.71,0.13,0.72,0.58,0.01,0.02,0.54,0.21,0.19,0.06,0.75,0,0.17,0.01,54,236,33,46850,55223,2459,0,2.8,3.4,374200,1941,0,1128,3776,992,865,2335,3776,80.1,39.3,1478,339
17031351100,1,1,1,351100,3511,Census Tract 3511,41.83,-87.61,-87.61,-87.62,41.83,41.83,0,0,0.04,0,0.33,0.01,0.03,0.05,0.09,0.26,0.16,0.03,0,0.46,0.92,0.15,0,0.01,0.93,0.07,0.53,0.55,0.07,0.01,0.02,0.01,0.68,0.07,0.76,0.74,0.04,0.19,0.17,0.06,0.08,0.02,0.96,0,0,0.01,208,519,41.1,10825,19038,944,0,6.7,4.1,212500,0,0,401,2102,78,78,878,2102,48.8,24.6,792,339
17031351400,1,0,0,351400,3514,Census Tract 3514,41.83,-87.62,-87.62,-87.63,41.83,41.82,0,0.01,0.09,0,0.1,0.15,0,0.07,0.1,0.24,0.1,0.09,0.04,0.39,0.9,0.28,0,0.02,0.89,0.16,0.41,0.58,0.19,0,0.03,0,1,0.13,0.69,0.63,0.02,0.17,0.18,0.14,0.12,0.08,0.88,0.01,0.03,0.02,255,280,36.8,13149,36397,819,0,2.4,4.1,0,2317,0,362,1866,69,69,765,1939,95.5,36.4,2094,339
17031351500,1,0,0,351500,3515,Census Tract 3515,41.83,-87.63,-87.62,-87.63,41.83,41.82,0,0,0,0.02,0.03,0.08,0.02,0.05,0.06,0.41,0.28,0.02,0.02,0.18,0.94,0.71,0,0.16,0.86,0.17,0.72,0.3,0.17,0.03,0.04,0.04,0.82,0.02,0.71,0.74,0,0.04,0.39,0.15,0.03,0.24,0.53,0,0.2,0.06,30,49,32.2,23700,46565,219,0,8.5,3.8,250000,2094,0,1000,507,142,132,200,507,108.6,25.2,2094,284
17031360200,0,0,0,360200,3602,Census Tract 3602,41.83,-87.61,-87.61,-87.61,41.83,41.82,0,0.02,0.05,0,0,0.05,0.04,0.08,0.06,0.39,0.16,0.06,0.09,0.28,0.88,0.4,0,0.16,0.95,0.07,0.51,0.51,0.07,0.02,0.03,0.04,0.49,0.12,0.77,0.53,0.09,0.15,0.11,0.11,0.11,0.04,0.92,0,0.04,0.03,105,482,35.8,23594,29931,752,28.3,6.5,3.7,174300,1850,0,792,1583,311,311,663,1583,78.7,26.6,1128,401
17031380100,0,2,2,380100,3801,Census Tract 3801,41.82,-87.61,-87.61,-87.61,41.82,41.82,0,0.02,0.02,0.01,0.02,0.08,0.07,0.1,0.11,0.24,0.21,0.03,0.09,0.32,0.98,0.42,0,0.05,0.78,0.15,0.51,0.46,0.09,0.02,0.01,0.01,0.71,0.18,0.57,0.49,0.05,0.25,0.28,0.23,0.24,0.03,0.95,0.01,0,0.01,101,258,28.8,19328,37481,1250,9.5,12.7,4.3,260100,1610,550,446,1927,37,11,1005,1932,94.4,44.3,1090,401
17031380200,0,2,2,380200,3802,Census Tract 3802,41.82,-87.61,-87.61,-87.62,41.82,41.82,0,0.11,0,0.01,0.11,0,0,0.12,0.25,0.32,0,0,0.08,0.22,0.94,0.43,0,0,0.88,0.15,0.4,0.51,0.05,0.03,0,0,0.94,0.5,0.47,0.29,0.08,0.11,0.29,0.37,0.49,0.02,0.93,0.01,0.01,0.03,41,152,36.3,20536,33192,1305,10.3,0,3.5,0,1224,0,681,1845,56,56,1170,1845,90.6,59.9,1090,401
17031380500,0,0,0,380500,3805,Census Tract 3805,41.82,-87.63,-87.62,-87.63,41.82,41.82,0,0,0.04,0,0.1,0.04,0,0,0.13,0.53,0.07,0.03,0.05,0.23,0.94,0.22,0,0.07,1,0.08,0.4,0.44,0.12,0,0.01,0,0,0.19,0.84,0.7,0.03,0.2,0.11,0.11,0.1,0.01,0.99,0,0,0.01,51,200,31.8,19358,25800,320,0,2.6,4.4,0,0,0,875,800,3,3,305,800,46,24.9,1000,362
17031380700,1,0,0,380700,3807,Census Tract 3807,41.81,-87.62,-87.62,-87.63,41.82,41.81,0,0.07,0.02,0.02,0.2,0.09,0,0.04,0.06,0.32,0.07,0.06,0.05,0.11,0.89,0.31,0,0,0.89,0.16,0.34,0.45,0.17,0.03,0,0,1,0.12,0.64,0.58,0.04,0.13,0.14,0.19,0.27,0.1,0.87,0.01,0,0.03,58,117,30.8,35833,43883,581,21.7,6.3,4.5,87500,1604,0,834,1022,42,42,436,1243,88.3,50.4,1047,630
17031381200,0,2,2,381200,3812,Census Tract 3812,41.81,-87.61,-87.61,-87.62,41.81,41.81,0,0.06,0.07,0.04,0.19,0.03,0.01,0.09,0.21,0.23,0.07,0.01,0,0.14,0.94,0.62,0,0,0.68,0.14,0.33,0.4,0.17,0.03,0,0,0.89,0.11,0.29,0.55,0,0.03,0.37,0.18,0.17,0.04,0.88,0.02,0,0.02,185,117,35.2,38370,64208,1195,0,7.2,4,149800,1788,0,785,1792,68,68,1033,1792,72.5,36.9,1090,798
17031381400,0,0,0,381400,3814,Census Tract 3814,41.81,-87.62,-87.62,-87.63,41.81,41.8,0,0.07,0.05,0.02,0.08,0.06,0,0.07,0.07,0.32,0.05,0.04,0.17,0.18,0.81,0.56,0,0,0.73,0.09,0.45,0.3,0.13,0.06,0.04,0.03,0.61,0.08,0.56,0.61,0.01,0.1,0.19,0.12,0.07,0,1,0,0,0,141,301,34.6,38167,48394,827,0,16.8,5,127000,2121,737,1026,1660,14,8,672,1660,69.9,30.9,1047,785
17031381500,0,2,2,381500,3815,Census Tract 3815,41.81,-87.62,-87.62,-87.63,41.81,41.81,0,0,0.13,0.25,0,0.29,0,0,0,0.21,0,0.13,0,0.14,0.9,0.53,0,0,0.85,0.09,0.54,0.22,0.06,0.31,0.06,0,1,0.13,0.37,0.63,0.03,0.07,0.2,0.29,0.07,0.11,0.87,0,0.02,0.06,31,59,43.7,0,48931,264,0,0,4.7,0,0,0,1047,341,22,5,125,341,89.4,37.9,1026,745
17031381700,0,0,0,381700,3817,Census Tract 3817,41.81,-87.63,-87.62,-87.63,41.81,41.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047,719
17031381800,1,2,2,381800,3818,Census Tract 3818,41.8,-87.62,-87.62,-87.62,41.81,41.8,0,0.04,0.05,0.03,0.02,0.08,0.04,0.03,0.24,0.32,0.04,0.07,0.04,0.17,0.83,0.56,0,0.06,0.83,0.11,0.52,0.45,0.09,0.04,0,0.01,0.82,0.11,0.55,0.63,0.04,0.09,0.28,0.23,0.19,0.04,0.95,0.01,0.01,0,61,80,37.1,36375,52538,695,8.8,16.7,4.7,168800,1764,0,1016,1003,37,37,537,1034,96.6,40.6,1047,785
17031381900,0,2,2,381900,3819,Census Tract 3819,41.8,-87.61,-87.61,-87.62,41.81,41.8,0,0.01,0.01,0.02,0.08,0.03,0.02,0.07,0.15,0.34,0.1,0.09,0.08,0.2,0.88,0.52,0,0,0.63,0.09,0.34,0.38,0.13,0.1,0,0,0.89,0.15,0.62,0.62,0.02,0.11,0.33,0.24,0.18,0.06,0.91,0,0,0.02,136,122,34.6,39400,59726,659,10.3,11.6,5.2,190800,1834,464,798,1282,30,16,542,1282,72.8,40.3,1040,785
17031390100,1,2,2,390100,3901,Census Tract 3901,41.81,-87.59,-87.59,-87.59,41.82,41.81,0,0.01,0.04,0,0.1,0.11,0.06,0.08,0.08,0.32,0.12,0.04,0.06,0.15,0.91,0.66,0,0.01,0.56,0.08,0.37,0.18,0.24,0.08,0.01,0,0.93,0.05,0.39,0.49,0.02,0.11,0.49,0.22,0.14,0.04,0.81,0,0.07,0.04,165,223,37.3,74318,103569,633,0,3.4,5,386500,2214,608,1080,1464,92,77,614,1464,83,37.2,1111,489
17031390200,0,2,2,390200,3902,Census Tract 3902,41.81,-87.6,-87.6,-87.6,41.82,41.81,0,0.03,0.07,0,0.12,0.04,0.04,0.08,0.13,0.35,0.11,0.01,0.05,0.05,0.91,0.63,0,0,0.45,0.17,0.28,0.26,0.17,0.03,0,0,0.96,0.06,0.56,0.47,0.01,0.05,0.57,0.22,0.12,0.16,0.76,0,0.05,0,146,215,31.5,75375,103116,915,0.6,0,5,258100,2380,0,1046,1713,87,87,845,1718,109.3,37.4,1111,489
17031390300,0,2,2,390300,3903,Census Tract 3903,41.81,-87.6,-87.6,-87.61,41.82,41.81,0,0,0,0,0.06,0.06,0.02,0.11,0.11,0.41,0.06,0.07,0.1,0.27,0.92,0.4,0,0,0.89,0.16,0.46,0.42,0.08,0.02,0.03,0.03,0.79,0.15,0.49,0.67,0.03,0.11,0.34,0.22,0.18,0.08,0.88,0,0.01,0.02,372,414,33.9,21769,40739,1629,0,5.9,3.3,266100,2031,760,693,2687,86,69,1439,2830,66.7,33.7,1111,446
17031390400,0,0,0,390400,3904,Census Tract 3904,41.81,-87.6,-87.6,-87.61,41.81,41.8,0.04,0,0.09,0,0.01,0.03,0.03,0.01,0.19,0.37,0.13,0,0.09,0.2,0.95,0.63,0,0.01,0.77,0.11,0.33,0.44,0.17,0.05,0.01,0,0.54,0.33,0.43,0.41,0.06,0.09,0.35,0.26,0.25,0.13,0.84,0,0.01,0.02,12,306,42,24848,60384,1704,10.2,12.7,3.7,266000,2815,777,811,2458,88,88,1435,2509,109.3,43.2,1280,693
17031390500,0,0,0,390500,3905,Census Tract 3905,41.81,-87.6,-87.6,-87.6,41.81,41.8,0,0,0.05,0.01,0.07,0.04,0.06,0.08,0.19,0.4,0.04,0.03,0.05,0.17,0.94,0.73,0,0,0.73,0.23,0.39,0.3,0.17,0.07,0,0.01,0.81,0.08,0.54,0.49,0.01,0.03,0.67,0.26,0.13,0.21,0.71,0,0.06,0.04,100,161,30.9,44231,102880,875,0,17.9,4.2,612500,3750,1500,1111,1457,181,162,726,1462,100,36.5,1066,811
